"source","destination","SimYear","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"SF4","San Agustin",2014,NA,NA,2083,214272,0.00972128882915173
"SF6","SF5",2011,NA,NA,2343,241056,0.00971973317403425
"Gabas","Visca",2013,1.9629852193109,72,2334,241056,0.00968239745121465
"Caridad Cemetery","CAI",2012,37.5119107683828,13,2302,242048,0.00951051031200423
"San Agustin","Sitio Lonas",2013,0.604019027624227,156,2285,241056,0.0094791251825302
"SF3","SF3",2011,NA,NA,11401,1205280,0.00945921279702642
"Poroc San Flower","Sitio Lonas",2013,1.17254142021535,15,2278,241056,0.00945008628700385
"Elementary School","CAI",2012,38.0846165851528,8,2282,242048,0.00942788207297726
"SF4","San Agustin",2012,NA,NA,4553,484096,0.00940515930724484
"Poroc San Flower","SF5",2012,NA,NA,2230,242048,0.00921304865150714
"Cabatoan","CAI",2012,36.6107468025567,19,2229,242048,0.00920891723955579
"San Agustin","SF2",2013,NA,NA,2219,241056,0.00920532988185318
"Tamakin Dacot","SF5",2011,NA,NA,4411,482112,0.00914932629762379
"Poroc Rose","SF2",2014,NA,NA,980,107136,0.00914725209080048
"Cabatoan","SF1",2012,NA,NA,2205,242048,0.00910976335272343
"SF1","SF1",2010,NA,NA,3315,365056,0.00908079856241234
"Caridad Cemetery","Caridad Proper",2014,0.763632138458259,216,971,107136,0.00906324671445639
"Palanas","SF2",2014,NA,NA,970,107136,0.00905391278375149
"Gabas","San Agustin",2012,4.69383486209879,24,2191,242048,0.00905192358540455
"Poroc San Flower","SF2",2010,NA,NA,822,91264,0.00900683730715287
"Gabas","Pangasugan",2013,NA,NA,2138,241056,0.00886930837647684
"Pangasugan","SF2",2011,NA,NA,2120,241056,0.00879463693083765
"Pangasugan","SF5",2013,NA,NA,2114,241056,0.00876974644895792
"SF5","CAI",2011,NA,NA,25310,2892672,0.00874969578299925
"Visca","SF2",2011,NA,NA,2094,241056,0.00868677817602549
"Gabas","Gabas",2010,0,62,785,91264,0.00860142005610098
"Wangag","Magbangon",2014,1.88974564473697,210,920,107136,0.00858721624850657
"Wangag","Cabatoan",2014,2.13420254046404,203,917,107136,0.00855921445639188
"Caridad Proper","Caridad Proper",2014,9.49352979660034e-05,62,916,107136,0.00854988052568698
"Caridad Proper","SF1",2011,NA,NA,2058,241056,0.00853743528474711
"Sitio Baybayon","SF1",2013,NA,NA,4090,482112,0.00848350590734103
"SF4","SF5",2013,NA,NA,4082,482112,0.00846691225275455
"Elementary School","Hicgop South",2014,1.73052315940533,59,906,107136,0.00845654121863799
"Gabas","San Agustin",2014,4.69383486209879,24,896,107136,0.00836320191158901
"Gabas","San Agustin",2010,4.69383486209879,24,762,91264,0.00834940392706872
"Sitio Tugas","SF3",2013,NA,NA,2011,241056,0.0083424598433559
"SF4","SF5",2012,NA,NA,4033,484096,0.00833099219989424
"SF5","SF3",2014,NA,NA,10637,1285632,0.00827375174233373
"Sitio Baybayon","SF3",2014,NA,NA,1764,214272,0.00823252688172043
"SF4","SF2",2014,NA,NA,1758,214272,0.00820452508960573
"Sitio Baybayon","Magbangon",2014,25.1134608596041,18,1755,214272,0.00819052419354839
"Gabas","SF2",2012,NA,NA,1976,242048,0.00816367001586462
"Cabatoan","SF1",2014,NA,NA,873,107136,0.00814852150537634
"Wangag","SF2",2014,NA,NA,861,107136,0.00803651433691756
"San Agustin","San Agustin",2010,0,62,733,91264,0.00803164446002805
"Poroc San Flower","San Agustin",2012,0.575632701262051,61,1944,242048,0.00803146483342147
"SF3","Hicgop South",2014,NA,NA,4300,535680,0.00802718040621266
"Visca","Sitio Lonas",2012,3.3797826959065,159,1915,242048,0.00791165388683236
"Haina","CAI",2012,37.78096281888,167,3805,484096,0.00786001123744051
"SF3","SF3",2014,NA,NA,4195,535680,0.0078311678614098
"Hicgop South","SF3",2012,NA,NA,3783,484096,0.00781456570597567
"Visca","San Agustin",2011,2.77577160643729,161,1882,241056,0.00780731448294172
"Caridad Proper","SF2",2013,NA,NA,1869,241056,0.00775338510553564
"Cabatoan","SF3",2014,NA,NA,829,107136,0.00773782855436081
"SF2","CAI",2013,NA,NA,5584,723168,0.00772158060091154
"Haina","SF5",2011,NA,NA,3690,482112,0.00765382317801673
"Pangasugan","Sitio Lonas",2012,NA,NA,1849,242048,0.00763898069804336
"Poroc San Flower","SF2",2012,NA,NA,1838,242048,0.00759353516657853
"Pangasugan","Sitio Lonas",2011,NA,NA,1824,241056,0.00756670649143767
"Caridad Cemetery","Caridad Proper",2011,0.763632138458259,216,1811,241056,0.00751277711403159
"Pangasugan","CAI",2012,NA,NA,1817,242048,0.00750677551560021
"Palanas","SF1",2012,NA,NA,1809,242048,0.00747372421998942
"Poroc San Flower","Elementary School",2010,4.28736209804195,81,680,91264,0.00745091164095372
"Cabatoan","SF2",2014,NA,NA,797,107136,0.00743914277180406
"SF3","SF2",2013,NA,NA,8943,1205280,0.00741985264834727
"SF5","SF3",2013,NA,NA,21431,2892672,0.00740872107172884
"Pangasugan","San Agustin",2010,NA,NA,662,91264,0.00725368162692847
"SF4","SF2",2010,NA,NA,1323,182528,0.00724820301542777
"Pangasugan","SF2",2014,NA,NA,773,107136,0.0072151284348865
"Hicgop South","SF1",2011,NA,NA,3472,482112,0.00720164609053498
"Poroc San Flower","SF2",2011,NA,NA,1735,241056,0.00719749767688836
"Pangasugan","SF5",2012,NA,NA,1733,242048,0.00715973691168694
"SF5","Gabas",2014,NA,NA,9191,1285632,0.00714901309239347
"Other","CAI",2011,NA,NA,7712659,1092947904,0.00705674897382849
"Caridad Proper","CAI",2012,37.6221874340169,12,1705,242048,0.00704405737704918
"Sitio Baybayon","CAI",2013,37.2246259585095,166,3391,482112,0.00703363533784681
"Poroc Rose","Sitio Lonas",2012,2.11528043119948,160,1685,242048,0.00696142913802221
"SF5","SF4",2014,NA,NA,8866,1285632,0.00689621913580247
"Visca","San Agustin",2014,2.77577160643729,161,736,107136,0.00686977299880526
"Wangag","CAI",2013,36.4319242119535,21,1634,241056,0.00677850789857958
"Visca","San Agustin",2012,2.77577160643729,161,1637,242048,0.00676312136435748
"Hicgop South","SF2",2010,NA,NA,1231,182528,0.00674417075736325
"Visca","SF5",2012,NA,NA,1626,242048,0.00671767583289265
"Hicgop South","CAI",2013,38.1530161399208,11,3224,482112,0.00668724279835391
"Visca","SF2",2014,NA,NA,706,107136,0.0065897550776583
"Sitio Lonas","SF3",2010,NA,NA,599,91264,0.00656337657784011
"Cabatoan","Sitio Baybayon",2011,24.9105624659335,291,1579,241056,0.0065503451480154
"Sitio Lonas","Sitio Lonas",2011,0,62,1575,241056,0.00653375149342891
"Visca","SF5",2013,NA,NA,1575,241056,0.00653375149342891
"Elementary School","Hicgop South",2012,1.73052315940533,59,1579,242048,0.00652349947117927
"Magbangon","CAI",2012,36.5369117565946,20,1577,242048,0.00651523664727657
"Hicgop South","Hicgop South",2014,0,62,1390,214272,0.00648708183990442
"Gabas","Sitio Lonas",2010,5.29391347715393,16,592,91264,0.00648667601683029
"Tamakin Dacot","Haina",2010,1.32935691869812,36,1183,182528,0.00648119740532959
"Poroc San Flower","SF2",2013,NA,NA,1539,241056,0.00638440860215054
"SF5","SF2",2010,NA,NA,6968,1095168,0.00636249415614773
"Visca","CAI",2012,38.5109343904408,172,1539,242048,0.00635824299312533
"Sitio Baybayon","Caridad Proper",2012,21.7509719512898,164,3075,484096,0.00635204587519831
"Sitio Baybayon","Cabatoan",2014,24.9105624659335,14,1346,214272,0.00628173536439665
"Wangag","SF1",2013,NA,NA,1502,241056,0.00623091729722554
"Poroc Rose","SF2",2013,NA,NA,1499,241056,0.00621847205628568
"Elementary School","SF3",2012,NA,NA,1499,242048,0.00619298651507139
"Magbangon","Caridad Proper",2014,4.03826759878553,187,663,107136,0.00618839605734767
"Poroc Rose","CAI",2012,38.5971089154612,4,1488,242048,0.00614754098360656
"Sitio Tugas","SF3",2010,NA,NA,559,91264,0.00612508765778401
"Poroc San Flower","SF5",2013,NA,NA,1462,241056,0.00606498075136068
"SF2","SF2",2013,NA,NA,4381,723168,0.00605806672861631
"Palanas","Sitio Baybayon",2012,27.2919430069393,282,1465,242048,0.00605251850872554
"Gabas","SF2",2013,NA,NA,1454,241056,0.00603179344218771
"SF1","Caridad Proper",2012,NA,NA,5818,968192,0.00600913868323638
"Tamakin Dacot","SF6",2012,NA,NA,2899,484096,0.00598848162347964
"Caridad Proper","SF3",2013,NA,NA,1437,241056,0.00596127041019514
"Hicgop South","SF1",2014,NA,NA,1257,214272,0.00586637544802867
"Magbangon","SF2",2011,NA,NA,1411,241056,0.00585341165538298
"San Agustin","CAI",2013,38.7489692903279,6,1402,241056,0.00581607593256339
"SF4","Pangasugan",2011,NA,NA,2804,482112,0.00581607593256339
"SF4","Sitio Lonas",2013,NA,NA,2786,482112,0.00577874020974379
"Haina","Tamakin Dacot",2010,1.32935691869812,182,1052,182528,0.00576349929873773
"Elementary School","SF1",2014,NA,NA,617,107136,0.00575903524492234
"Gabas","San Agustin",2013,4.69383486209879,24,1387,241056,0.00575384972786407
"Caridad Cemetery","SF3",2013,NA,NA,1380,241056,0.00572481083233771
"Wangag","Caridad Cemetery",2014,5.15903752298336,190,610,107136,0.00569369772998805
"Poroc Rose","Sitio Lonas",2013,2.11528043119948,160,1360,241056,0.00564184255940528
"SF4","SF2",2011,NA,NA,2708,482112,0.00561695207752555
"Sitio Lonas","Sitio Tugas",2012,3.95401082044188,86,1337,242048,0.00552369777895294
"Poroc San Flower","CAI",2011,38.806369463475,5,1322,241056,0.00548420284083367
"SF1","SF3",2013,NA,NA,5281,964224,0.00547694311695208
"SF5","San Agustin",2010,NA,NA,5994,1095168,0.00547313288920056
"SF2","SF3",2013,NA,NA,3940,723168,0.00544824992256294
"SF4","Elementary School",2010,NA,NA,994,182528,0.00544573983169705
"Pangasugan","San Agustin",2011,NA,NA,1301,241056,0.00539708615425461
"Caridad Cemetery","SF1",2014,NA,NA,578,107136,0.0053950119474313
"SF1","SF1",2013,NA,NA,5156,964224,0.00534730519049515
"Haina","SF5",2012,NA,NA,2584,484096,0.00533778424114225
"SF6","Haina",2013,NA,NA,1285,241056,0.00533071153590867
"SF1","Caridad Cemetery",2014,NA,NA,2282,428544,0.00532500746714456
"Haina","Haina",2014,0,62,1138,214272,0.00531100657108722
"SF3","SF3",2012,NA,NA,6423,1210240,0.00530721179270227
"SF3","Caridad Proper",2014,NA,NA,2840,535680,0.00530167264038232
"Gabas","SF2",2014,NA,NA,567,107136,0.00529233870967742
"Poroc Rose","SF5",2013,NA,NA,1251,241056,0.00518966547192354
"Wangag","SF2",2012,NA,NA,1255,242048,0.00518492199894236
"Cabatoan","SF2",2011,NA,NA,1244,241056,0.00516062657639719
"SF3","CAI",2013,NA,NA,6218,1205280,0.00515896721093854
"Magbangon","Caridad Proper",2012,4.03826759878553,187,1240,242048,0.00512295081967213
"Cabatoan","Cabatoan",2011,0,62,1234,241056,0.00511914243993097
"Caridad Proper","SF3",2012,NA,NA,1237,242048,0.00511055658381809
"Visca","CAI",2011,38.5109343904408,172,1230,241056,0.00510254878534448
"Pangasugan","San Agustin",2014,NA,NA,544,107136,0.00507765830346475
"Other","CAI",2010,NA,NA,2088278,413790976,0.00504669778008885
"SF2","Caridad Proper",2014,NA,NA,1620,321408,0.00504032258064516
"SF4","SF2",2013,NA,NA,2424,482112,0.0050278773397053
"Cabatoan","SF2",2012,NA,NA,1207,242048,0.00498661422527763
"SF3","CAI",2012,NA,NA,6027,1210240,0.00498000396615547
"SF4","Elementary School",2014,NA,NA,1067,214272,0.00497965203106332
"Pangasugan","CAI",2011,NA,NA,1200,241056,0.00497809637594584
"Palanas","Caridad Proper",2014,6.44791835925525,191,531,107136,0.00495631720430108
"Poroc San Flower","Poroc San Flower",2010,0,62,447,91264,0.00489787868162693
"Haina","CAI",2013,37.78096281888,167,2346,482112,0.00486608920748706
"Palanas","Sitio Baybayon",2013,27.2919430069393,282,1170,241056,0.00485364396654719
"SF1","Cabatoan",2010,NA,NA,1768,365056,0.00484309256661992
"Sitio Lonas","CAI",2013,38.8302576868779,7,1167,241056,0.00484119872560733
"Magbangon","Cabatoan",2011,0.249569604975458,184,1160,241056,0.00481215983008098
"Poroc Rose","SF2",2012,NA,NA,1163,242048,0.0048048320994183
"Visca","Caridad Proper",2014,10.3684742352813,70,514,107136,0.0047976403823178
"Gabas","Elementary School",2010,8.35384165591858,64,436,91264,0.0047773492286115
"Sitio Baybayon","SF2",2013,NA,NA,2288,482112,0.00474578521173503
"Pangasugan","SF2",2012,NA,NA,1146,242048,0.00473459809624537
"Sitio Lonas","Sitio Tugas",2013,3.95401082044188,86,1141,241056,0.00473333997079517
"Pangasugan","SF2",2013,NA,NA,1140,241056,0.00472919155714855
"Elementary School","Sitio Tugas",2011,0.819148882111462,30,1139,241056,0.00472504314350192
"SF1","SF2",2013,NA,NA,4551,964224,0.00471985762644365
"Wangag","Caridad Proper",2014,5.91579724411454,192,501,107136,0.00467629928315412
"SF1","Sitio Baybayon",2014,NA,NA,2000,428544,0.00466696535244922
"Gabas","SF2",2010,NA,NA,425,91264,0.00465681977559607
"SF5","Pangasugan",2014,NA,NA,5943,1285632,0.00462262918160096
"Elementary School","Sitio Tugas",2014,0.819148882111462,30,495,107136,0.00462029569892473
"Sitio Tugas","SF2",2014,NA,NA,495,107136,0.00462029569892473
"Tamakin Dacot","SF6",2011,NA,NA,2226,482112,0.00461718438868977
"Visca","Sitio Tugas",2014,7.21408228716616,39,493,107136,0.00460162783751493
"SF3","SF3",2013,NA,NA,5535,1205280,0.00459229390681004
"SF5","Visca",2014,NA,NA,5869,1285632,0.00456506994225408
"SF4","SF2",2012,NA,NA,2201,484096,0.00454661885245902
"SF6","Haina",2011,NA,NA,1095,241056,0.00454251294305058
"Hicgop South","Hicgop South",2011,0,62,2189,482112,0.00454043873622727
"SF5","SF4",2011,NA,NA,13030,2892672,0.00450448581795655
"SF4","CAI",2011,NA,NA,2144,482112,0.00444709942917828
"Visca","Poroc Rose",2010,1.26450294037349,158,404,91264,0.00442671809256662
"Gabas","Pangasugan",2010,NA,NA,403,91264,0.00441576086956522
"Elementary School","Caridad Proper",2014,4.01495979265945,94,473,107136,0.00441494922341697
"Poroc Rose","CAI",2013,38.5971089154612,4,1056,241056,0.00438072481083234
"Hicgop South","Caridad Proper",2011,2.33565955110038,129,2108,482112,0.00437242798353909
"Visca","SF2",2012,NA,NA,1048,242048,0.00432971972501322
"Haina","SF5",2013,NA,NA,2082,482112,0.00431849860613301
"SF1","Sitio Baybayon",2011,NA,NA,4152,964224,0.00430605336519315
"Sitio Lonas","San Agustin",2012,0.604019027624227,305,1042,242048,0.00430493125330513
"Palanas","Sitio Baybayon",2014,27.2919430069393,282,458,107136,0.00427494026284349
"SF1","SF3",2012,NA,NA,4128,968192,0.00426361713379164
"Sitio Tugas","SF3",2012,NA,NA,1032,242048,0.00426361713379164
"Pangasugan","San Agustin",2012,NA,NA,1017,242048,0.00420164595452142
"Sitio Lonas","Elementary School",2013,3.15672946924723,106,1012,241056,0.00419819461038099
"Poroc Rose","San Agustin",2012,1.51127255483946,162,1011,242048,0.00417685748281333
"Poroc Rose","Sitio Tugas",2010,5.97906582562741,66,381,91264,0.00417470196353436
"Poroc San Flower","CAI",2012,38.806369463475,5,1009,242048,0.00416859465891063
"Poroc Rose","SF5",2011,NA,NA,994,241056,0.0041235231647418
"Hicgop South","Sitio Baybayon",2014,19.747308872455,310,883,214272,0.00412093040621266
"Visca","Poroc San Flower",2010,2.2166586970485,103,376,91264,0.00411991584852735
"SF6","Haina",2012,NA,NA,997,242048,0.00411901771549445
"Sitio Baybayon","Caridad Cemetery",2012,22.4353813748238,165,1991,484096,0.00411282059756742
"Cabatoan","SF3",2012,NA,NA,994,242048,0.0041066234796404
"SF4","CAI",2012,NA,NA,1988,484096,0.0041066234796404
"SF4","Visca",2014,NA,NA,875,214272,0.00408359468339307
"Magbangon","SF3",2013,NA,NA,984,241056,0.00408203902827559
"SF3","SF2",2011,NA,NA,4900,1205280,0.0040654453736891
"Tamakin Dacot","CAI",2012,37.8962819720814,168,1961,484096,0.0040508494182972
"SF4","Visca",2011,NA,NA,1946,482112,0.00403640647816275
"Wangag","Caridad Proper",2012,5.91579724411454,192,969,242048,0.00400333818085669
"Visca","Sitio Lonas",2013,3.3797826959065,159,958,241056,0.00397418027346343
"Hicgop South","Elementary School",2011,1.73052315940533,270,1899,482112,0.00393891875746714
"Poroc San Flower","Elementary School",2014,4.28736209804195,81,421,107136,0.00392958482676225
"Poroc San Flower","Poroc San Flower",2011,0,62,947,241056,0.00392854772335059
"Sitio Tugas","SF1",2011,NA,NA,945,241056,0.00392025089605735
"SF4","San Agustin",2013,NA,NA,1885,482112,0.00390987986194079
"Caridad Proper","Caridad Cemetery",2011,0.763632138458259,118,936,241056,0.00388291517323775
"SF6","SF6",2013,NA,NA,935,241056,0.00387876675959113
"Sitio Tugas","SF2",2013,NA,NA,933,241056,0.00387046993229789
"Poroc San Flower","San Agustin",2013,0.575632701262051,61,930,241056,0.00385802469135802
"SF5","Sitio Lonas",2010,NA,NA,4210,1095168,0.00384415906965872
"SF5","Sitio Lonas",2014,NA,NA,4907,1285632,0.00381679983074472
"Sitio Lonas","Caridad Proper",2012,7.17087278024704,97,918,242048,0.00379263617133792
"Hicgop South","Caridad Cemetery",2014,3.09873007253886,126,812,214272,0.00378957586618877
"Other","CAI",2014,NA,NA,1835564,485754624,0.00377878852677684
"SF2","SF2",2012,NA,NA,2735,726144,0.00376647056231271
"Gabas","Elementary School",2012,8.35384165591858,64,910,242048,0.00375958487572713
"Gabas","SF2",2011,NA,NA,903,241056,0.00374601752289924
"Poroc Rose","San Agustin",2014,1.51127255483946,162,401,107136,0.00374290621266428
"SF1","Caridad Cemetery",2012,NA,NA,3613,968192,0.00373169784505553
"Caridad Cemetery","SF2",2013,NA,NA,898,241056,0.00372527545466614
"Magbangon","Caridad Cemetery",2012,3.28805912992589,185,901,242048,0.00372240216816499
"San Agustin","Poroc Rose",2011,1.51127255483946,299,893,241056,0.00370453338643303
"Haina","Haina",2010,0,62,671,182528,0.00367614831697055
"San Agustin","Sitio Tugas",2014,4.52288186298911,79,390,107136,0.00364023297491039
"Gabas","Sitio Tugas",2012,9.17150421479417,60,876,242048,0.00361911686938128
"Elementary School","SF3",2011,NA,NA,871,241056,0.00361326828620735
"Wangag","Sitio Baybayon",2011,26.862065428135,284,869,241056,0.00360497145891411
"Poroc Rose","Caridad Proper",2014,9.15713870255119,78,386,107136,0.0036028972520908
"SF2","SF3",2011,NA,NA,2592,723168,0.003584229390681
"Sitio Baybayon","Wangag",2011,26.862065428135,26,1721,482112,0.00356970994291783
"Pangasugan","Sitio Tugas",2010,NA,NA,325,91264,0.00356109747545582
"Elementary School","Caridad Proper",2011,4.01495979265945,94,858,241056,0.00355933890880127
"Poroc Rose","Poroc San Flower",2010,0.956338767353715,173,322,91264,0.00352822580645161
"Caridad Cemetery","SF1",2012,NA,NA,842,242048,0.00347864886303543
"Sitio Tugas","CAI",2011,38.1435748644816,10,838,241056,0.00347637063586884
"Poroc Rose","Caridad Proper",2010,9.15713870255119,78,317,91264,0.0034734396914446
"Sitio Baybayon","SF2",2011,NA,NA,1673,482112,0.00347014801539891
"Sitio Baybayon","SF3",2013,NA,NA,1671,482112,0.00346599960175229
"Sitio Baybayon","Magbangon",2012,25.1134608596041,18,1675,484096,0.00346005750925436
"San Agustin","SF5",2014,NA,NA,370,107136,0.00345355436081243
"Hicgop South","SF1",2012,NA,NA,1668,484096,0.00344559756742464
"SF5","San Agustin",2011,NA,NA,9964,2892672,0.00344456613124475
"Pangasugan","Elementary School",2014,NA,NA,368,107136,0.00343488649940263
"Caridad Cemetery","Sitio Lonas",2014,7.93235105602247,230,367,107136,0.00342555256869773
"San Agustin","Hicgop South",2014,5.43370927160229,76,367,107136,0.00342555256869773
"Sitio Baybayon","Caridad Proper",2013,21.7509719512898,164,1651,482112,0.00342451546528607
"Visca","Caridad Proper",2011,10.3684742352813,70,825,241056,0.00342244125846276
"Caridad Cemetery","SF1",2010,NA,NA,311,91264,0.00340769635343619
"Sitio Baybayon","Cabatoan",2013,24.9105624659335,14,1638,482112,0.00339755077658303
"SF5","Pangasugan",2011,NA,NA,9813,2892672,0.00339236525952476
"Poroc San Flower","Poroc San Flower",2012,0,62,820,242048,0.00338775780010576
"Sitio Lonas","Caridad Proper",2013,7.17087278024704,97,815,241056,0.00338095712199655
"Sitio Tugas","SF3",2011,NA,NA,810,241056,0.00336021505376344
"Elementary School","Hicgop South",2013,1.73052315940533,59,809,241056,0.00335606664011682
"SF5","Visca",2011,NA,NA,9705,2892672,0.00335502953670516
"SF4","Poroc San Flower",2010,NA,NA,609,182528,0.00333647440392707
"SF2","SF3",2012,NA,NA,2403,726144,0.00330926097303014
"SF5","Elementary School",2010,NA,NA,3622,1095168,0.00330725514259
"Pangasugan","Sitio Tugas",2014,NA,NA,354,107136,0.00330421146953405
"SF4","SF4",2011,NA,NA,1589,482112,0.00329591464224081
"SF5","SF4",2012,NA,NA,9530,2904576,0.00328102965802926
"Magbangon","Magbangon",2011,0,62,790,241056,0.00327724678083101
"Caridad Cemetery","SF3",2012,NA,NA,793,242048,0.00327620967741935
"Cabatoan","Magbangon",2011,0.249569604975458,151,787,241056,0.00326480153989115
"Visca","SF2",2013,NA,NA,780,241056,0.00323576264436479
"Poroc San Flower","Sitio Tugas",2010,5.09597019923732,77,295,91264,0.00323238078541374
"Cabatoan","SF1",2013,NA,NA,779,241056,0.00323161423071817
"Elementary School","SF1",2012,NA,NA,780,242048,0.00322250132205182
