"source","destination","SourceSampled","DestSampled","SimMonth","SimDay","SimYear","YearSampled","SimMonsoon","DailyParticles","ParticlesReleasedDaily","dist_km","NormSourceAllYears","NormSourceAnnual","NormSourceMonsoon","direction","AnnRecPart","SourcePropSamp","DestPropSamp","obs_disp"
"Haina","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,1984,14.8456846831604,0,0,0,174,19,0,1,0
"Haina","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,1984,14.246286656046,0,0,0,177,78,0,0.888888888888889,0
"Haina","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,1984,13.7061846175771,0,0,0,179,36,0,1,0
"Haina","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,1984,12.7500613492617,0,0,0,180,27,0,1,0
"Haina","Visca","yes","yes",10,10,2011,"2012","SWM",0,1984,11.500479636222,0,0,0,316,41,0,1,0
"Haina","Gabas","yes","yes",10,10,2011,"2012","SWM",0,1984,9.76388806466271,0,0,0,333,20,0,0,0
"Haina","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,1984,1.32935692208799,0,0,0,182,827,0,0,0
"Haina","Haina","yes","yes",10,10,2011,"2012","SWM",0,1984,0,0,0,0,62,1366,0,0,0
"Haina","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,1984,0.800707367317091,0,0,0,23,10,0,0,0
"Tamakin Dacot","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,25.829348683192,0,0,0,40,0,0,0.289855072463768,0
"Tamakin Dacot","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,25.3830246400065,0,0,0,38,0,0,0.18213058419244,0
"Tamakin Dacot","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,23.5988979639063,0,0,0,31,1,0,0.459383753501401,0
"Tamakin Dacot","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,23.3884325137891,0,0,0,29,1,0,0.423076923076923,0
"Tamakin Dacot","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,20.820481733943,0,0,0,9,3,0,0,0
"Tamakin Dacot","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,20.1183459764472,0,0,0,3,5,0,0,0
"Tamakin Dacot","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,18.0502649349819,0,0,0,163,11,0,0,0
"Tamakin Dacot","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,17.1629023372764,0,0,0,157,4,0,0,0
"Tamakin Dacot","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,16.3545910610978,0,0,0,154,0,0,0,0
"Tamakin Dacot","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,13.5438241042835,0,0,0,2,20,0,1,0
"Tamakin Dacot","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,12.9431079071849,0,0,0,1,10,0,0.888888888888889,0
"Tamakin Dacot","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,12.3993174604494,0,0,0,175,3,0,1,0
"Tamakin Dacot","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,11.4429803725633,0,0,0,176,10,0,1,0
"Tamakin Dacot","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,10.1897266320616,0,0,0,178,220,0,1,0
"Tamakin Dacot","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,8.43842668542606,0,0,0,332,42,0,0,0
"Tamakin Dacot","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,9.49352979660034e-05,0,0,0,62,31582,0,0,0
"Tamakin Dacot","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,1.32935692208799,0,0,0,36,6920,0,0,0
"Tamakin Dacot","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,2.00690512091702,0,0,0,33,1,0,0,0
"Gabas","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,18.5270048321881,0,0,0,95,8,0,0.289855072463768,0
"Gabas","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,18.0301766971931,0,0,0,93,5,0,0.18213058419244,0
"Gabas","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,16.1581187484931,0,0,0,87,73,0,0.459383753501401,0
"Gabas","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,15.9248209877409,0,0,0,85,48,0,0.423076923076923,0
"Gabas","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,13.0800106975381,0,0,0,73,35,0,0,0
"Gabas","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,12.3313979398098,0,0,0,71,95,0,0,0
"Gabas","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,10.0841152266487,0,0,0,63,654,0,0,0
"Gabas","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",1,992,9.17150421430282,1.08394033992369e-06,1.48157630236483e-07,2.9034116247956e-07,60,912,0,0,0
"Gabas","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,8.35384165537914,0,0,0,64,961,0,0,0
"Gabas","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",2,992,5.29391347715393,2.16788067984738e-06,2.96315260472967e-07,5.8068232495912e-07,16,3555,0,1,0
"Gabas","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,4.69383486209879,0,0,0,24,2136,0,0.888888888888889,0
"Gabas","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,4.12137215375566,0,0,0,17,448,0,1,0
"Gabas","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,3.19705081559734,0,0,0,34,172,0,1,0
"Gabas","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,1.9629852193109,0,0,0,72,2843,0,1,0
"Gabas","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,6253,0,0,0
"Gabas","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,8.43842668542606,0,0,0,42,25,0,0,0
"Gabas","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,9.76388806466271,0,0,0,41,38,0,0,0
"Gabas","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,10.3497099508259,0,0,0,37,102,0,0,0
"Visca","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,16.5775204258635,0,0,0,99,3,1,0.289855072463768,0
"Visca","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,16.078031642585,0,0,0,96,1,1,0.18213058419244,0
"Visca","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,14.2030383569093,0,0,0,91,28,1,0.459383753501401,0
"Visca","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,13.9687512766746,0,0,0,90,33,1,0.423076923076923,0
"Visca","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,11.1170499867974,0,0,0,74,19,1,0,0
"Visca","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,10.3684742357159,0,0,0,70,198,1,0,0
"Visca","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,8.12617156228781,0,0,0,58,162,1,0,0
"Visca","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,7.21408228716616,0,0,0,39,344,1,0,0
"Visca","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,6.39564840604425,0,0,0,57,507,1,0,0
"Visca","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,3.3797826959065,0,0,0,159,2608,1,1,0
"Visca","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,2.77577160643729,0,0,0,161,1615,1,0.888888888888889,0
"Visca","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,2.21665869501555,0,0,0,103,736,1,1,0
"Visca","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,1.26450294037349,0,0,0,158,388,1,1,0
"Visca","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,115,1,1,0
"Visca","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,1.9629852193109,0,0,0,259,3,1,0,0
"Visca","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,10.1897266320616,0,0,0,51,50,1,0,0
"Visca","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,11.500479636222,0,0,0,48,33,1,0,0
"Visca","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,12.0358563168247,0,0,0,43,32,1,0,0
"Poroc Rose","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,15.4237354462504,0,0,0,108,6,1,0.289855072463768,0
"Poroc Rose","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,14.9177755744702,0,0,0,107,13,1,0.18213058419244,0
"Poroc Rose","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,13.0358421206636,0,0,0,105,7,1,0.459383753501401,0
"Poroc Rose","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,12.7986271025087,0,0,0,100,63,1,0.423076923076923,0
"Poroc Rose","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,9.9107454183565,0,0,0,80,180,1,0,0
"Poroc Rose","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,9.15713870255119,0,0,0,78,418,1,0,0
"Poroc Rose","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,6.89197129622291,0,0,0,67,179,1,0,0
"Poroc Rose","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,5.97906582562741,0,0,0,66,440,1,0,0
"Poroc Rose","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,5.1630036993143,0,0,0,69,419,1,0,0
"Poroc Rose","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,2.11528043332987,0,0,0,160,2011,1,1,0
"Poroc Rose","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,1.51127255483946,0,0,0,162,811,1,0.888888888888889,0
"Poroc Rose","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,0.956338767353715,0,0,0,173,506,1,1,0
"Poroc Rose","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,0.000134258785931453,0,0,0,62,273,1,1,0
"Poroc Rose","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,1.26450294037349,0,0,0,303,99,1,1,0
"Poroc Rose","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,3.19705081559734,0,0,0,277,1,1,0,0
"Poroc Rose","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,11.4429803725633,0,0,0,53,32,1,0,0
"Poroc Rose","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,12.7500613492617,0,0,0,49,36,1,0,0
"Poroc Rose","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,13.2745735162831,0,0,0,44,75,1,0,0
"Poroc San Flower","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,14.623388790225,0,0,0,117,7,1,0.289855072463768,0
"Poroc San Flower","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,14.1110169804677,0,0,0,114,16,1,0.18213058419244,0
"Poroc San Flower","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,12.2239561425182,0,0,0,112,16,1,0.459383753501401,0
"Poroc San Flower","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,11.9838137599975,0,0,0,110,17,1,0.423076923076923,0
"Poroc San Flower","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,9.05786494633732,0,0,0,88,72,1,0,0
"Poroc San Flower","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,8.29929043854204,0,0,0,84,278,1,0,0
"Poroc San Flower","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,6.00735397943935,0,0,0,75,289,1,0,0
"Poroc San Flower","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,5.09597019923732,0,0,0,77,615,1,0,0
"Poroc San Flower","Elementary School","yes","yes",10,10,2011,"2012","SWM",1,992,4.28736209804195,1.08394033992369e-06,1.48157630236483e-07,2.9034116247956e-07,81,508,1,0,0
"Poroc San Flower","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",5,992,1.17254142021535,5.41970169961845e-06,7.40788151182416e-07,1.4517058123978e-06,15,3255,1,1,0
"Poroc San Flower","San Agustin","yes","yes",10,10,2011,"2012","SWM",5,992,0.575632693433525,5.41970169961845e-06,7.40788151182416e-07,1.4517058123978e-06,61,1768,1,0.888888888888889,0
"Poroc San Flower","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",3,992,0,3.25182101977107e-06,4.4447289070945e-07,8.7102348743868e-07,62,788,1,1,0
"Poroc San Flower","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,0.956338767353715,0,0,0,56,594,1,1,0
"Poroc San Flower","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,2.21665869501555,0,0,0,311,163,1,1,0
"Poroc San Flower","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,4.12137215375566,0,0,0,288,0,1,0,0
"Poroc San Flower","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,12.3993174604494,0,0,0,54,29,1,0,0
"Poroc San Flower","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,13.7061846175771,0,0,0,50,46,1,0,0
"Poroc San Flower","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,14.2288188911802,0,0,0,45,35,1,0,0
"San Agustin","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,14.0674201434004,0,0,0,119,9,0.888888888888889,0.289855072463768,0
"San Agustin","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,13.5532790749203,0,0,0,116,15,0.888888888888889,0.18213058419244,0
"San Agustin","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,11.6652303956557,0,0,0,115,86,0.888888888888889,0.459383753501401,0
"San Agustin","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,11.4243171337323,0,0,0,113,114,0.888888888888889,0.423076923076923,0
"San Agustin","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,8.48939965705146,0,0,0,92,64,0.888888888888889,0,0
"San Agustin","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,7.72994839109529,0,0,0,89,426,0.888888888888889,0,0
"San Agustin","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,5.43370927160229,0,0,0,76,378,0.888888888888889,0,0
"San Agustin","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,4.52288186298911,0,0,0,79,562,0.888888888888889,0,0
"San Agustin","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,3.71624288089285,0,0,0,83,655,0.888888888888889,0,0
"San Agustin","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,0.604019027624227,0,0,0,156,4072,0.888888888888889,1,0
"San Agustin","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,2159,0.888888888888889,0.888888888888889,0
"San Agustin","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,0.575632693433525,0,0,0,268,993,0.888888888888889,1,0
"San Agustin","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,1.51127255483946,0,0,0,299,1006,0.888888888888889,1,0
"San Agustin","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,2.77577160643729,0,0,0,300,61,0.888888888888889,1,0
"San Agustin","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,4.69383486209879,0,0,0,286,0,0.888888888888889,0,0
"San Agustin","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,12.9431079071849,0,0,0,315,7,0.888888888888889,0,0
"San Agustin","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,14.246286656046,0,0,0,52,5,0.888888888888889,0,0
"San Agustin","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,14.7598845132621,0,0,0,46,68,0.888888888888889,0,0
"Sitio Lonas","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,13.5366192341433,0,0,0,123,28,1,0.289855072463768,0
"Sitio Lonas","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,13.0190499073661,0,0,0,122,18,1,0.18213058419244,0
"Sitio Lonas","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,11.1296663262947,0,0,0,121,163,1,0.459383753501401,0
"Sitio Lonas","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,10.8872204466828,0,0,0,120,207,1,0.423076923076923,0
"Sitio Lonas","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,7.93235105602247,0,0,0,101,202,1,0,0
"Sitio Lonas","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,7.17087278024704,0,0,0,97,860,1,0,0
"Sitio Lonas","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,4.86139751953595,0,0,0,82,2869,1,0,0
"Sitio Lonas","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,3.95401082044188,0,0,0,86,1270,1,0,0
"Sitio Lonas","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,3.15672946924723,0,0,0,106,218,1,0,0
"Sitio Lonas","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,8805,1,1,0
"Sitio Lonas","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,0.604019027624227,0,0,0,305,278,1,0.888888888888889,0
"Sitio Lonas","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,1.17254142021535,0,0,0,290,18,1,1,0
"Sitio Lonas","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,2.11528043332987,0,0,0,301,6,1,1,0
"Sitio Lonas","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,3.3797826959065,0,0,0,302,9,1,1,0
"Sitio Lonas","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,5.29391347715393,0,0,0,289,0,1,0,0
"Sitio Lonas","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,13.5438241042835,0,0,0,314,0,1,0,0
"Sitio Lonas","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,14.8456846831604,0,0,0,55,0,1,0,0
"Sitio Lonas","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,15.3556606444419,0,0,0,47,191,1,0,0
"Elementary School","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,10.3955120225186,0,0,0,130,31,0,0.289855072463768,0
"Elementary School","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,9.87412896656161,0,0,0,127,31,0,0.18213058419244,0
"Elementary School","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,7.98442483925902,0,0,0,128,246,0,0.459383753501401,0
"Elementary School","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,7.74042122042586,0,0,0,125,185,0,0.423076923076923,0
"Elementary School","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,4.77585415072936,0,0,0,98,360,0,0,0
"Elementary School","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,4.01495979265945,0,0,0,94,769,0,0,0
"Elementary School","Hicgop South","yes","yes",10,10,2011,"2012","SWM",1,992,1.73052315940533,1.08394033992369e-06,1.48157630236483e-07,2.9034116247956e-07,59,1536,0,0,0
"Elementary School","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,0.819148876610196,0,0,0,30,652,0,0,0
"Elementary School","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,524,0,0,0
"Elementary School","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,3.15672946924723,0,0,0,228,252,0,1,0
"Elementary School","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,3.71624288089285,0,0,0,248,176,0,0.888888888888889,0
"Elementary School","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,4.28736209804195,0,0,0,250,70,0,1,0
"Elementary School","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,5.1630036993143,0,0,0,262,42,0,1,0
"Elementary School","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,6.39564840604425,0,0,0,272,0,0,1,0
"Elementary School","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,8.35384165537914,0,0,0,266,0,0,0,0
"Elementary School","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,16.3545910610978,0,0,0,306,0,0,0,0
"Elementary School","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,17.625238506364,0,0,0,309,5,0,0,0
"Elementary School","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,18.0747093449379,0,0,0,313,193,0,0,0
"Sitio Tugas","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,9.63741335627491,0,0,0,135,30,0,0.289855072463768,0
"Sitio Tugas","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,9.11177076508712,0,0,0,132,66,0,0.18213058419244,0
"Sitio Tugas","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,7.22370627990875,0,0,0,134,112,0,0.459383753501401,0
"Sitio Tugas","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,6.97778704506868,0,0,0,133,212,0,0.423076923076923,0
"Sitio Tugas","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,3.98589537085982,0,0,0,111,249,0,0,0
"Sitio Tugas","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,3.22263263749314,0,0,0,109,431,0,0,0
"Sitio Tugas","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,0.912910872621498,0,0,0,68,27,0,0,0
"Sitio Tugas","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,9.49352979660034e-05,0,0,0,62,90,0,0,0
"Sitio Tugas","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,0.819148876610196,0,0,0,280,32,0,0,0
"Sitio Tugas","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,3.95401082044188,0,0,0,245,211,0,1,0
"Sitio Tugas","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,4.52288186298911,0,0,0,252,121,0,0.888888888888889,0
"Sitio Tugas","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,5.09597019923732,0,0,0,254,43,0,1,0
"Sitio Tugas","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,5.97906582562741,0,0,0,265,29,0,1,0
"Sitio Tugas","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,7.21408228716616,0,0,0,274,0,0,1,0
"Sitio Tugas","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,9.17150421430282,0,0,0,269,0,0,0,0
"Sitio Tugas","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,17.1629023372764,0,0,0,304,0,0,0,0
"Sitio Tugas","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,18.4303145606387,0,0,0,308,0,0,0,0
"Sitio Tugas","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,18.8737442004117,0,0,0,312,561,0,0,0
"Hicgop South","Palanas","yes","yes",10,10,2011,"2012","SWM",0,1984,8.77552677067879,0,0,0,140,90,0,0.289855072463768,0
"Hicgop South","Wangag","yes","yes",10,10,2011,"2012","SWM",0,1984,8.24594483032354,0,0,0,137,140,0,0.18213058419244,0
"Hicgop South","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,1984,6.36236340664461,0,0,0,142,337,0,0.459383753501401,0
"Hicgop South","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,1984,6.11477685668207,0,0,0,141,554,0,0.423076923076923,0
