"source","destination","YearSampled","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"SF3","Sitio Tugas","2011",NA,NA,104,1205280,8.62870038497279e-05
"Caridad Cemetery","Pangasugan","2014",NA,NA,17,198400,8.56854838709677e-05
"Caridad Proper","Poroc Rose","2014",9.15713870255119,253,17,198400,8.56854838709677e-05
"Haina","Pangasugan","2011",NA,NA,41,482112,8.50424797557414e-05
"Haina","Visca","2012",11.500479636222,316,41,484096,8.46939450026441e-05
"Caridad Cemetery","Palanas","2013",5.6928889753735,146,20,241056,8.29682729324306e-05
"Caridad Proper","Poroc Rose","2013",9.15713870255119,253,20,241056,8.29682729324306e-05
"Elementary School","Palanas","2013",10.3955120225186,130,20,241056,8.29682729324306e-05
"Haina","Pangasugan","2013",NA,NA,40,482112,8.29682729324306e-05
"Palanas","SF3","2011",NA,NA,20,241056,8.29682729324306e-05
"San Agustin","Pangasugan","2011",NA,NA,20,241056,8.29682729324306e-05
"SF1","CAI","2011",NA,NA,80,964224,8.29682729324306e-05
"SF2","Palanas","2013",NA,NA,60,723168,8.29682729324306e-05
"SF6","San Agustin","2013",NA,NA,20,241056,8.29682729324306e-05
"Haina","Hicgop South","2012",19.3126421844879,153,40,484096,8.26282390269699e-05
"Hicgop South","Wangag","2011",8.24594483032354,137,39,482112,8.08940661091199e-05
"SF1","Pangasugan","2013",NA,NA,78,964224,8.08940661091199e-05
"Poroc Rose","Cabatoan","2014",12.7986271025087,100,16,198400,8.06451612903226e-05
"San Agustin","SF1","2014",NA,NA,16,198400,8.06451612903226e-05
"SF1","Haina","2014",NA,NA,63,793600,7.93850806451613e-05
"Haina","SF6","2013",NA,NA,38,482112,7.88198592858091e-05
"Visca","Gabas","2013",1.9629852193109,259,19,241056,7.88198592858091e-05
"Caridad Proper","Poroc Rose","2012",9.15713870255119,253,19,242048,7.84968270756214e-05
"San Agustin","SF4","2012",NA,NA,19,242048,7.84968270756214e-05
"Visca","Caridad Cemetery","2012",11.1170499867974,74,19,242048,7.84968270756214e-05
"Hicgop South","Visca","2014",8.12617156228781,271,31,396800,7.8125e-05
"Other","Tamakin Dacot","2011",NA,NA,84061,1092947904,7.69121745806468e-05
"Tamakin Dacot","SF3","2012",NA,NA,37,484096,7.64311210999471e-05
"Visca","Tamakin Dacot","2014",10.1897266320616,51,15,198400,7.56048387096774e-05
"Pangasugan","Cabatoan","2013",NA,NA,18,241056,7.46714456391876e-05
"SF6","Sitio Tugas","2013",NA,NA,18,241056,7.46714456391876e-05
"Haina","Poroc San Flower","2012",13.7061846175771,179,36,484096,7.43654151242729e-05
"Palanas","SF3","2012",NA,NA,18,242048,7.43654151242729e-05
"SF6","Sitio Baybayon","2012",NA,NA,18,242048,7.43654151242729e-05
"Sitio Lonas","Poroc San Flower","2012",1.17254142021535,290,18,242048,7.43654151242729e-05
"Sitio Lonas","Wangag","2012",13.0190499073661,122,18,242048,7.43654151242729e-05
"SF5","Palanas","2012",NA,NA,212,2904576,7.29882778071567e-05
"SF2","SF5","2014",NA,NA,43,595200,7.2244623655914e-05
"SF3","Poroc Rose","2014",NA,NA,70,992000,7.05645161290323e-05
"SF6","Visca","2014",NA,NA,14,198400,7.05645161290323e-05
"Sitio Lonas","Cabatoan","2014",10.8872204466828,120,14,198400,7.05645161290323e-05
"Gabas","Wangag","2013",18.0301766971931,93,17,241056,7.0523031992566e-05
"Poroc San Flower","Cabatoan","2012",11.9838137599975,110,17,242048,7.02340031729244e-05
"Hicgop South","Pangasugan","2012",NA,NA,33,484096,6.81682971972501e-05
"Caridad Proper","Wangag","2011",5.91579724335279,143,16,241056,6.63746183459445e-05
"Gabas","Cabatoan","2011",15.9248209877409,85,16,241056,6.63746183459445e-05
"Poroc San Flower","Palanas","2011",14.623388790225,117,16,241056,6.63746183459445e-05
"SF3","Poroc Rose","2013",NA,NA,80,1205280,6.63746183459445e-05
"Wangag","Poroc San Flower","2013",14.1110169804677,220,16,241056,6.63746183459445e-05
"Pangasugan","Sitio Baybayon","2012",NA,NA,16,242048,6.61025912215759e-05
"Poroc San Flower","Magbangon","2012",12.2239561425182,112,16,242048,6.61025912215759e-05
"Poroc San Flower","Wangag","2012",14.1110169804677,114,16,242048,6.61025912215759e-05
"Cabatoan","Pangasugan","2014",NA,NA,13,198400,6.55241935483871e-05
"Cabatoan","SF6","2014",NA,NA,13,198400,6.55241935483871e-05
"Caridad Proper","Pangasugan","2014",NA,NA,13,198400,6.55241935483871e-05
"Sitio Tugas","Palanas","2014",9.63741335627491,135,13,198400,6.55241935483871e-05
"Tamakin Dacot","Sitio Lonas","2013",13.5438241042835,2,31,482112,6.43004115226338e-05
"SF4","Sitio Baybayon","2012",NA,NA,31,484096,6.40368852459016e-05
"Haina","SF3","2014",NA,NA,25,396800,6.30040322580645e-05
"Sitio Baybayon","Haina","2014",0.800707367317091,323,25,396800,6.30040322580645e-05
"Cabatoan","Poroc Rose","2013",12.7986271025087,231,15,241056,6.2226204699323e-05
"Poroc Rose","Visca","2011",1.26450294037349,303,15,241056,6.2226204699323e-05
"SF4","Cabatoan","2011",NA,NA,30,482112,6.2226204699323e-05
"Magbangon","Poroc San Flower","2012",12.2239561425182,222,15,242048,6.19711792702274e-05
"San Agustin","Wangag","2012",13.5532790749203,116,15,242048,6.19711792702274e-05
"SF5","Wangag","2013",NA,NA,177,2892672,6.11891012876676e-05
"Gabas","Caridad Cemetery","2014",13.0800106975381,73,12,198400,6.04838709677419e-05
"Magbangon","Tamakin Dacot","2014",23.5988979639063,279,12,198400,6.04838709677419e-05
"San Agustin","Tamakin Dacot","2014",12.9431079071849,315,12,198400,6.04838709677419e-05
"SF6","Poroc Rose","2014",NA,NA,12,198400,6.04838709677419e-05
"Haina","Visca","2011",11.500479636222,316,29,482112,6.01519978760122e-05
"Haina","Visca","2013",11.500479636222,316,29,482112,6.01519978760122e-05
"SF5","Wangag","2012",NA,NA,172,2904576,5.92169046359951e-05
"SF5","Palanas","2013",NA,NA,170,2892672,5.87691933271384e-05
"Elementary School","Sitio Lonas","2011",3.15672946924723,228,14,241056,5.80777910527014e-05
"Gabas","CAI","2013",39.004881087824,171,14,241056,5.80777910527014e-05
"Palanas","Caridad Proper","2011",6.44791835925525,191,14,241056,5.80777910527014e-05
"SF6","Hicgop South","2013",NA,NA,14,241056,5.80777910527014e-05
"SF6","Sitio Lonas","2013",NA,NA,14,241056,5.80777910527014e-05
"SF6","Visca","2011",NA,NA,14,241056,5.80777910527014e-05
"Sitio Lonas","Poroc Rose","2011",2.11528043332987,301,14,241056,5.80777910527014e-05
"Sitio Tugas","Wangag","2011",9.11177076508712,132,14,241056,5.80777910527014e-05
"Tamakin Dacot","Pangasugan","2011",NA,NA,28,482112,5.80777910527014e-05
"Wangag","SF3","2011",NA,NA,14,241056,5.80777910527014e-05
"Pangasugan","Magbangon","2012",NA,NA,14,242048,5.78397673188789e-05
"Sitio Baybayon","Poroc San Flower","2012",14.2288188911802,320,28,484096,5.78397673188789e-05
"SF1","SF3","2011",NA,NA,54,964224,5.60035842293907e-05
"Haina","Poroc Rose","2012",12.7500613492617,180,27,484096,5.57740613432047e-05
"SF4","SF1","2012",NA,NA,27,484096,5.57740613432047e-05
"Caridad Cemetery","Haina","2014",22.050106611415,294,11,198400,5.54435483870968e-05
"Caridad Proper","Wangag","2014",5.91579724335279,143,11,198400,5.54435483870968e-05
"SF4","Gabas","2014",NA,NA,22,396800,5.54435483870968e-05
"Wangag","Haina","2014",26.5532626762551,278,11,198400,5.54435483870968e-05
"Elementary School","Pangasugan","2013",NA,NA,13,241056,5.39293774060799e-05
"Poroc San Flower","SF4","2011",NA,NA,13,241056,5.39293774060799e-05
"SF6","SF2","2013",NA,NA,13,241056,5.39293774060799e-05
"Sitio Tugas","Haina","2013",18.4303145606387,308,13,241056,5.39293774060799e-05
"Sitio Tugas","Sitio Lonas","2011",3.95401082044188,245,13,241056,5.39293774060799e-05
"SF5","SF1","2014",NA,NA,128,2380800,5.37634408602151e-05
"Cabatoan","Poroc Rose","2012",12.7986271025087,231,13,242048,5.37083553675304e-05
"Palanas","Sitio Tugas","2012",9.63741335627491,199,13,242048,5.37083553675304e-05
"Poroc Rose","Wangag","2012",14.9177755744702,107,13,242048,5.37083553675304e-05
"SF4","Caridad Cemetery","2012",NA,NA,26,484096,5.37083553675304e-05
"Other","Tamakin Dacot","2012",NA,NA,57645,1097445632,5.25265200563484e-05
"Magbangon","Haina","2014",24.7849757104057,283,10,198400,5.04032258064516e-05
"San Agustin","Cabatoan","2014",11.4243171337323,113,10,198400,5.04032258064516e-05
"Sitio Lonas","Magbangon","2014",11.1296663262947,121,10,198400,5.04032258064516e-05
"Wangag","Tamakin Dacot","2014",25.3830246400065,275,10,198400,5.04032258064516e-05
"Haina","Caridad Proper","2011",21.3552337005377,169,24,482112,4.97809637594584e-05
"Palanas","Hicgop South","2011",8.77552677067879,195,12,241056,4.97809637594584e-05
"Palanas","San Agustin","2013",14.0674201434004,215,12,241056,4.97809637594584e-05
"Pangasugan","Magbangon","2011",NA,NA,12,241056,4.97809637594584e-05
"San Agustin","SF4","2013",NA,NA,12,241056,4.97809637594584e-05
"SF6","SF4","2011",NA,NA,12,241056,4.97809637594584e-05
"Sitio Tugas","Pangasugan","2013",NA,NA,12,241056,4.97809637594584e-05
"Magbangon","Elementary School","2012",7.98442483925902,206,12,242048,4.95769434161819e-05
"Palanas","Hicgop South","2012",8.77552677067879,195,12,242048,4.95769434161819e-05
"Wangag","Sitio Tugas","2012",9.11177076508712,202,12,242048,4.95769434161819e-05
"SF3","Palanas","2013",NA,NA,59,1205280,4.89512810301341e-05
"SF2","Pangasugan","2014",NA,NA,29,595200,4.87231182795699e-05
"Other","Tamakin Dacot","2014",NA,NA,43722,899545600,4.86045398921411e-05
"Caridad Cemetery","Pangasugan","2013",NA,NA,11,241056,4.56325501128369e-05
"Magbangon","Poroc Rose","2013",13.0358421206636,229,11,241056,4.56325501128369e-05
"Magbangon","Tamakin Dacot","2013",23.5988979639063,279,11,241056,4.56325501128369e-05
"Sitio Lonas","Sitio Tugas","2011",3.95401082044188,86,11,241056,4.56325501128369e-05
"Caridad Proper","Elementary School","2012",4.01495979265945,237,11,242048,4.54455314648334e-05
"SF4","Magbangon","2012",NA,NA,22,484096,4.54455314648334e-05
"Magbangon","SF6","2014",NA,NA,9,198400,4.53629032258065e-05
"Pangasugan","Gabas","2014",NA,NA,9,198400,4.53629032258065e-05
"Sitio Lonas","SF1","2014",NA,NA,9,198400,4.53629032258065e-05
"Sitio Tugas","Tamakin Dacot","2014",17.1629023372764,304,9,198400,4.53629032258065e-05
"Other","Tamakin Dacot","2013",NA,NA,48814,1092947904,4.4662696018126e-05
"Haina","Caridad Cemetery","2011",22.050106611415,170,21,482112,4.35583432895261e-05
"Haina","San Agustin","2011",14.246286656046,177,21,482112,4.35583432895261e-05
"Tamakin Dacot","SF1","2013",NA,NA,21,482112,4.35583432895261e-05
"SF2","Wangag","2014",NA,NA,25,595200,4.2002688172043e-05
"Cabatoan","Pangasugan","2013",NA,NA,10,241056,4.14841364662153e-05
"Caridad Proper","Palanas","2013",6.44791835925525,144,10,241056,4.14841364662153e-05
"Pangasugan","Wangag","2011",NA,NA,10,241056,4.14841364662153e-05
"Poroc Rose","Gabas","2013",3.19705081559734,277,10,241056,4.14841364662153e-05
"Poroc Rose","SF4","2011",NA,NA,10,241056,4.14841364662153e-05
"SF2","Pangasugan","2013",NA,NA,30,723168,4.14841364662153e-05
"SF6","Elementary School","2011",NA,NA,10,241056,4.14841364662153e-05
"Sitio Tugas","Palanas","2011",9.63741335627491,135,10,241056,4.14841364662153e-05
"Visca","Gabas","2011",1.9629852193109,259,10,241056,4.14841364662153e-05
"Caridad Cemetery","Poroc Rose","2012",9.9107454183565,251,10,242048,4.13141195134849e-05
"Haina","Gabas","2012",9.76388806466271,333,20,484096,4.13141195134849e-05
"Tamakin Dacot","SF2","2012",NA,NA,20,484096,4.13141195134849e-05
"Tamakin Dacot","Sitio Lonas","2012",13.5438241042835,2,20,484096,4.13141195134849e-05
"Caridad Cemetery","SF5","2014",NA,NA,8,198400,4.03225806451613e-05
"Caridad Proper","SF5","2014",NA,NA,8,198400,4.03225806451613e-05
"Elementary School","Tamakin Dacot","2014",16.3545910610978,306,8,198400,4.03225806451613e-05
"Tamakin Dacot","CAI","2014",37.8962819720814,168,16,396800,4.03225806451613e-05
"SF2","Sitio Tugas","2011",NA,NA,29,723168,4.01013319173415e-05
"Haina","Sitio Lonas","2012",14.8456846831604,174,19,484096,3.92484135378107e-05
"Hicgop South","Haina","2012",19.3126421844879,307,19,484096,3.92484135378107e-05
"SF5","Cabatoan","2011",NA,NA,110,2892672,3.80271250940307e-05
"Sitio Baybayon","Poroc Rose","2013",13.2745735162831,321,18,482112,3.73357228195938e-05
"Wangag","SF5","2013",NA,NA,9,241056,3.73357228195938e-05
"San Agustin","Palanas","2012",14.0674201434004,119,9,242048,3.71827075621364e-05
"Sitio Lonas","Visca","2012",3.3797826959065,302,9,242048,3.71827075621364e-05
"Other","SF3","2011",NA,NA,40460,1092947904,3.70191478037731e-05
"Other","SF1","2012",NA,NA,40320,1097445632,3.67398610230197e-05
"SF5","Magbangon","2011",NA,NA,104,2892672,3.59529182707199e-05
"Caridad Proper","Haina","2014",21.3552337005377,295,7,198400,3.52822580645161e-05
"SF6","Pangasugan","2014",NA,NA,7,198400,3.52822580645161e-05
"SF1","Gabas","2013",NA,NA,34,964224,3.5261515996283e-05
"SF1","Sitio Tugas","2011",NA,NA,34,964224,3.5261515996283e-05
"Tamakin Dacot","Gabas","2013",8.43842668542606,332,17,482112,3.5261515996283e-05
"Other","SF3","2013",NA,NA,38213,1092947904,3.49632401143248e-05
"SF3","CAI","2011",NA,NA,42,1205280,3.48466746316209e-05
"SF1","SF4","2013",NA,NA,33,964224,3.42244125846276e-05
"SF2","Palanas","2014",NA,NA,20,595200,3.36021505376344e-05
"Caridad Cemetery","Gabas","2013",13.0800106975381,258,8,241056,3.31873091729723e-05
"Caridad Cemetery","Palanas","2011",5.6928889753735,146,8,241056,3.31873091729723e-05
"Gabas","CAI","2011",39.004881087824,171,8,241056,3.31873091729723e-05
"Haina","Elementary School","2011",17.625238506364,138,16,482112,3.31873091729723e-05
"Magbangon","Visca","2013",14.2030383569093,240,8,241056,3.31873091729723e-05
"Pangasugan","Gabas","2013",NA,NA,8,241056,3.31873091729723e-05
"Poroc San Flower","Wangag","2011",14.1110169804677,114,8,241056,3.31873091729723e-05
"San Agustin","SF6","2013",NA,NA,8,241056,3.31873091729723e-05
"SF3","Cabatoan","2011",NA,NA,40,1205280,3.31873091729723e-05
"Sitio Lonas","Elementary School","2011",3.15672946924723,106,8,241056,3.31873091729723e-05
"Tamakin Dacot","Sitio Tugas","2013",17.1629023372764,157,16,482112,3.31873091729723e-05
"Visca","Magbangon","2011",14.2030383569093,91,8,241056,3.31873091729723e-05
"Cabatoan","Elementary School","2012",7.74042122042586,209,8,242048,3.30512956107879e-05
"Gabas","Palanas","2012",18.5270048321881,95,8,242048,3.30512956107879e-05
"Haina","Cabatoan","2012",24.5778997843548,25,16,484096,3.30512956107879e-05
"Haina","Pangasugan","2014",NA,NA,13,396800,3.27620967741935e-05
"Other","SF3","2014",NA,NA,28963,899545600,3.21973672040639e-05
"SF4","Gabas","2011",NA,NA,15,482112,3.11131023496615e-05
"Other","SF2","2014",NA,NA,27898,899545600,3.10134361170796e-05
"SF2","Haina","2013",NA,NA,22,723168,3.04217000752246e-05
"SF2","SF6","2012",NA,NA,22,726144,3.02970209765556e-05
"SF6","SF4","2014",NA,NA,6,198400,3.0241935483871e-05
"Sitio Lonas","Poroc Rose","2014",2.11528043332987,301,6,198400,3.0241935483871e-05
"Visca","Gabas","2014",1.9629852193109,259,6,198400,3.0241935483871e-05
"Wangag","Hicgop South","2014",8.24594483032354,197,6,198400,3.0241935483871e-05
"Elementary School","Cabatoan","2011",7.74042122042586,125,7,241056,2.90388955263507e-05
"Elementary School","Sitio Baybayon","2011",18.0747093449379,313,7,241056,2.90388955263507e-05
"Hicgop South","SF6","2013",NA,NA,14,482112,2.90388955263507e-05
"Hicgop South","Sitio Lonas","2011",4.86139751953595,249,14,482112,2.90388955263507e-05
"Pangasugan","Palanas","2011",NA,NA,7,241056,2.90388955263507e-05
"SF2","Sitio Lonas","2011",NA,NA,21,723168,2.90388955263507e-05
"SF2","Tamakin Dacot","2013",NA,NA,21,723168,2.90388955263507e-05
"SF6","Gabas","2013",NA,NA,7,241056,2.90388955263507e-05
"Sitio Lonas","Caridad Proper","2011",7.17087278024704,97,7,241056,2.90388955263507e-05
"Visca","Cabatoan","2011",13.9687512766746,90,7,241056,2.90388955263507e-05
"Cabatoan","Pangasugan","2012",NA,NA,7,242048,2.89198836594395e-05
"Gabas","SF6","2012",NA,NA,7,242048,2.89198836594395e-05
"Poroc Rose","Magbangon","2012",13.0358421206636,105,7,242048,2.89198836594395e-05
"Poroc San Flower","Palanas","2012",14.623388790225,117,7,242048,2.89198836594395e-05
"San Agustin","Tamakin Dacot","2012",12.9431079071849,315,7,242048,2.89198836594395e-05
"SF6","Cabatoan","2012",NA,NA,7,242048,2.89198836594395e-05
"Sitio Lonas","Pangasugan","2012",NA,NA,7,242048,2.89198836594395e-05
"Wangag","Sitio Lonas","2012",13.0190499073661,212,7,242048,2.89198836594395e-05
"Other","SF1","2013",NA,NA,31437,1092947904,2.87634935617206e-05
"SF3","SF5","2014",NA,NA,28,992000,2.82258064516129e-05
"SF1","SF5","2012",NA,NA,27,968192,2.78870306716023e-05
"SF2","Wangag","2011",NA,NA,20,723168,2.76560909774769e-05
"Other","SF3","2012",NA,NA,30059,1097445632,2.73899673236842e-05
"SF1","Haina","2013",NA,NA,26,964224,2.696468870304e-05
"Tamakin Dacot","Caridad Proper","2013",20.1183459764472,3,13,482112,2.696468870304e-05
"Tamakin Dacot","Poroc San Flower","2013",12.3993174604494,175,13,482112,2.696468870304e-05
"SF3","SF1","2011",NA,NA,31,1205280,2.57201646090535e-05
"Other","SF2","2012",NA,NA,28052,1097445632,2.55611751343688e-05
"Magbangon","Visca","2014",14.2030383569093,240,5,198400,2.52016129032258e-05
"Sitio Tugas","Visca","2014",7.21408228716616,274,5,198400,2.52016129032258e-05
"Wangag","Elementary School","2014",9.87412896656161,207,5,198400,2.52016129032258e-05
"Gabas","Magbangon","2011",16.1581187484931,87,6,241056,2.48904818797292e-05
"Poroc Rose","SF6","2013",NA,NA,6,241056,2.48904818797292e-05
"SF6","Cabatoan","2013",NA,NA,6,241056,2.48904818797292e-05
"SF6","Poroc San Flower","2013",NA,NA,6,241056,2.48904818797292e-05
"Sitio Baybayon","SF5","2013",NA,NA,12,482112,2.48904818797292e-05
"Sitio Lonas","Hicgop South","2011",4.86139751953595,82,6,241056,2.48904818797292e-05
"Wangag","Poroc Rose","2013",14.9177755744702,227,6,241056,2.48904818797292e-05
"Hicgop South","SF4","2012",NA,NA,12,484096,2.4788471708091e-05
"Hicgop South","Tamakin Dacot","2012",18.0502649349819,298,12,484096,2.4788471708091e-05
"Magbangon","Poroc Rose","2012",13.0358421206636,229,6,242048,2.4788471708091e-05
"Poroc Rose","Palanas","2012",15.4237354462504,108,6,242048,2.4788471708091e-05
"SF4","Palanas","2012",NA,NA,12,484096,2.4788471708091e-05
"Sitio Lonas","Poroc Rose","2012",2.11528043332987,301,6,242048,2.4788471708091e-05
"Other","SF2","2011",NA,NA,26261,1092947904,2.40276777181138e-05
"SF1","SF5","2014",NA,NA,19,793600,2.39415322580645e-05
"Other","Haina","2014",NA,NA,21254,899545600,2.36274848101086e-05
