"source","destination","YearSampled","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"San Agustin","Hicgop South","2011",5.43370927160229,76,76,241056,0.000315279437143236
"Sitio Lonas","Poroc San Flower","2014",1.17254142021535,290,62,198400,0.0003125
"Visca","Haina","2014",11.500479636222,48,62,198400,0.0003125
"Caridad Proper","Hicgop South","2011",2.33565955110038,205,75,241056,0.000311131023496615
"Poroc Rose","Palanas","2013",15.4237354462504,108,75,241056,0.000311131023496615
"Poroc Rose","Sitio Baybayon","2012",13.2745735162831,44,75,242048,0.000309855896351137
"Palanas","Wangag","2014",0.540970717463239,183,61,198400,0.000307459677419355
"Caridad Proper","Magbangon","2011",4.03826759766962,148,74,241056,0.000306982609849993
"Sitio Tugas","SF4","2013",NA,NA,74,241056,0.000306982609849993
"Wangag","Sitio Lonas","2013",13.0190499073661,212,74,241056,0.000306982609849993
"Caridad Cemetery","Hicgop South","2013",3.09873007253886,208,73,241056,0.000302834196203372
"Poroc San Flower","Palanas","2013",14.623388790225,117,73,241056,0.000302834196203372
"SF6","SF3","2011",NA,NA,73,241056,0.000302834196203372
"SF5","Sitio Baybayon","2013",NA,NA,875,2892672,0.000302488495066153
"Pangasugan","SF4","2014",NA,NA,60,198400,0.00030241935483871
"Gabas","Magbangon","2012",16.1581187484931,87,73,242048,0.00030159307244844
"Pangasugan","Sitio Baybayon","2013",NA,NA,72,241056,0.00029868578255675
"SF4","Haina","2013",NA,NA,144,482112,0.00029868578255675
"Sitio Lonas","SF2","2011",NA,NA,72,241056,0.00029868578255675
"Wangag","Cabatoan","2011",2.13420254257553,203,72,241056,0.00029868578255675
"Wangag","Magbangon","2011",1.88974564473697,210,72,241056,0.00029868578255675
"Poroc San Flower","Caridad Cemetery","2012",9.05786494633732,88,72,242048,0.000297461660497091
"SF5","Poroc Rose","2012",NA,NA,861,2904576,0.000296428807509254
"SF5","SF1","2012",NA,NA,861,2904576,0.000296428807509254
"Caridad Cemetery","Poroc San Flower","2013",9.05786494633732,243,71,241056,0.000294537368910129
"Poroc San Flower","Tamakin Dacot","2013",12.3993174604494,54,71,241056,0.000294537368910129
"SF4","CAI","2013",NA,NA,142,482112,0.000294537368910129
"Wangag","Elementary School","2013",9.87412896656161,207,71,241056,0.000294537368910129
"Caridad Proper","Sitio Tugas","2012",3.22263263749314,225,71,242048,0.000293330248545743
"Magbangon","San Agustin","2012",11.6652303956557,219,71,242048,0.000293330248545743
"Magbangon","Sitio Lonas","2012",11.1296663262947,213,71,242048,0.000293330248545743
"San Agustin","Pangasugan","2012",NA,NA,71,242048,0.000293330248545743
"SF2","Poroc San Flower","2012",NA,NA,212,726144,0.000291953111228627
"Tamakin Dacot","Pangasugan","2012",NA,NA,141,484096,0.000291264542570069
"Elementary School","Poroc San Flower","2012",4.28736209804195,250,70,242048,0.000289198836594395
"Hicgop South","Wangag","2012",8.24594483032354,137,140,484096,0.000289198836594395
"SF3","Magbangon","2013",NA,NA,347,1205280,0.000287899907075534
"Cabatoan","Sitio Tugas","2014",6.97778704506868,201,57,198400,0.000287298387096774
"Poroc Rose","Sitio Baybayon","2013",13.2745735162831,44,69,241056,0.000286240541616886
"SF1","Elementary School","2012",NA,NA,277,968192,0.000286100277630883
"Caridad Cemetery","Wangag","2012",5.15903752298336,145,69,242048,0.000285067424643046
"Pangasugan","Haina","2014",NA,NA,56,198400,0.000282258064516129
"Poroc San Flower","Pangasugan","2011",NA,NA,68,241056,0.000282092127970264
"SF2","Hicgop South","2013",NA,NA,204,723168,0.000282092127970264
"SF4","Sitio Baybayon","2013",NA,NA,136,482112,0.000282092127970264
"Sitio Lonas","Cabatoan","2013",10.8872204466828,120,68,241056,0.000282092127970264
"Sitio Tugas","Sitio Tugas","2011",9.49352979660034e-05,62,68,241056,0.000282092127970264
"San Agustin","Sitio Baybayon","2012",14.7598845132621,46,68,242048,0.000280936012691698
"Poroc Rose","Cabatoan","2013",12.7986271025087,100,67,241056,0.000277943714323643
"Elementary School","Poroc Rose","2014",5.1630036993143,262,55,198400,0.000277217741935484
"Palanas","SF3","2014",NA,NA,55,198400,0.000277217741935484
"SF2","Hicgop South","2011",NA,NA,200,723168,0.000276560909774769
"Haina","SF2","2011",NA,NA,133,482112,0.000275869507500332
"Sitio Tugas","Poroc Rose","2013",5.97906582562741,265,66,241056,0.000273795300677021
"Cabatoan","Palanas","2012",2.66084320590822,139,66,242048,0.000272673188789001
"Sitio Tugas","Wangag","2012",9.11177076508712,132,66,242048,0.000272673188789001
"SF6","San Agustin","2014",NA,NA,54,198400,0.000272177419354839
"SF5","Caridad Proper","2013",NA,NA,781,2892672,0.000269992588167618
"San Agustin","Visca","2013",2.77577160643729,300,65,241056,0.0002696468870304
"Sitio Lonas","Poroc San Flower","2013",1.17254142021535,290,65,241056,0.0002696468870304
"Hicgop South","Magbangon","2011",6.36236340664461,142,129,482112,0.000267572680207089
"Gabas","Poroc Rose","2014",3.19705081559734,34,53,198400,0.000267137096774194
"Poroc San Flower","Magbangon","2013",12.2239561425182,112,64,241056,0.000265498473383778
"San Agustin","Caridad Cemetery","2013",8.48939965705146,92,64,241056,0.000265498473383778
"SF5","Poroc Rose","2013",NA,NA,765,2892672,0.000264461369972123
"San Agustin","Caridad Cemetery","2012",8.48939965705146,92,64,242048,0.000264410364886304
"SF3","San Agustin","2011",NA,NA,318,1205280,0.000263839107925129
"Haina","Elementary School","2012",17.625238506364,138,127,484096,0.000262344658910629
"Caridad Cemetery","Palanas","2014",5.6928889753735,146,52,198400,0.000262096774193548
"Hicgop South","Wangag","2014",8.24594483032354,137,104,396800,0.000262096774193548
"SF2","Poroc Rose","2014",NA,NA,156,595200,0.000262096774193548
"Hicgop South","Haina","2013",19.3126421844879,307,126,482112,0.000261350059737157
"Poroc Rose","Cabatoan","2012",12.7986271025087,100,63,242048,0.000260278952934955
"Elementary School","Magbangon","2013",7.98442483925902,128,62,241056,0.000257201646090535
"Gabas","Sitio Baybayon","2013",10.3497099508259,37,62,241056,0.000257201646090535
"Cabatoan","Tamakin Dacot","2014",23.3884325137891,281,51,198400,0.000257056451612903
"Gabas","Tamakin Dacot","2014",8.43842668542606,42,51,198400,0.000257056451612903
"Caridad Proper","Hicgop South","2013",2.33565955110038,205,61,241056,0.000253053232443913
"Magbangon","Pangasugan","2014",NA,NA,50,198400,0.000252016129032258
"Poroc San Flower","Caridad Cemetery","2014",9.05786494633732,88,50,198400,0.000252016129032258
"San Agustin","Visca","2012",2.77577160643729,300,61,242048,0.000252016129032258
"Cabatoan","Palanas","2011",2.66084320590822,139,60,241056,0.000248904818797292
"San Agustin","SF1","2011",NA,NA,60,241056,0.000248904818797292
"SF4","Palanas","2013",NA,NA,120,482112,0.000248904818797292
"Poroc Rose","SF4","2012",NA,NA,60,242048,0.00024788471708091
"Wangag","Poroc San Flower","2014",14.1110169804677,220,49,198400,0.000246975806451613
"SF1","Poroc San Flower","2014",NA,NA,194,793600,0.00024445564516129
"Cabatoan","Sitio Tugas","2012",6.97778704506868,201,59,242048,0.000243753305129561
"SF2","Caridad Cemetery","2011",NA,NA,176,723168,0.000243373600601797
"SF2","San Agustin","2011",NA,NA,175,723168,0.000241990796052923
"San Agustin","Wangag","2013",13.5532790749203,116,58,241056,0.000240607991504049
"Haina","SF6","2012",NA,NA,116,484096,0.000239621893178213
"Visca","SF4","2012",NA,NA,58,242048,0.000239621893178213
"Poroc San Flower","Haina","2014",13.7061846175771,50,47,198400,0.000236895161290323
"Sitio Tugas","Pangasugan","2014",NA,NA,47,198400,0.000236895161290323
"Caridad Cemetery","Palanas","2012",5.6928889753735,146,57,242048,0.000235490481226864
"Gabas","Caridad Proper","2014",12.3313979398098,71,46,198400,0.000231854838709677
"SF6","Hicgop South","2012",NA,NA,56,242048,0.000231359069275516
"Cabatoan","Palanas","2013",2.66084320590822,139,55,241056,0.000228162750564184
"SF2","Wangag","2012",NA,NA,165,726144,0.000227227657324167
"Wangag","Sitio Lonas","2014",13.0190499073661,212,45,198400,0.000226814516129032
"SF2","Hicgop South","2012",NA,NA,163,726144,0.000224473382689935
"Pangasugan","Poroc Rose","2013",NA,NA,54,241056,0.000224014336917563
"Sitio Tugas","Cabatoan","2013",6.97778704506868,133,54,241056,0.000224014336917563
"Sitio Tugas","Magbangon","2013",7.22370627990875,134,54,241056,0.000224014336917563
"Caridad Cemetery","Sitio Tugas","2012",3.98589537085982,223,54,242048,0.000223096245372819
"Sitio Baybayon","CAI","2012",37.2246259586305,166,108,484096,0.000223096245372819
"SF1","Poroc Rose","2014",NA,NA,177,793600,0.000223034274193548
"Hicgop South","Wangag","2013",8.24594483032354,137,107,482112,0.000221940130094252
"Caridad Proper","Magbangon","2014",4.03826759766962,148,44,198400,0.000221774193548387
"Palanas","Magbangon","2011",2.41391771324467,198,53,241056,0.000219865923270941
"SF5","Poroc San Flower","2014",NA,NA,522,2380800,0.000219254032258065
"Sitio Baybayon","Poroc San Flower","2014",14.2288188911802,320,87,396800,0.000219254032258065
"Caridad Proper","Wangag","2012",5.91579724335279,143,53,242048,0.00021896483342147
"SF2","Sitio Baybayon","2011",NA,NA,157,723168,0.000217100314173194
"Cabatoan","Poroc Rose","2014",12.7986271025087,231,43,198400,0.000216733870967742
"Caridad Cemetery","Poroc San Flower","2014",9.05786494633732,243,43,198400,0.000216733870967742
"Caridad Cemetery","Elementary School","2013",4.77585415072936,233,52,241056,0.00021571750962432
"Pangasugan","Tamakin Dacot","2012",NA,NA,52,242048,0.000214833421470122
"SF1","Palanas","2011",NA,NA,206,964224,0.000213643302801009
"Cabatoan","SF5","2014",NA,NA,42,198400,0.000211693548387097
"Visca","Sitio Baybayon","2013",12.0358563168247,43,51,241056,0.000211569095977698
"Elementary School","SF5","2012",NA,NA,51,242048,0.000210702009518773
"Pangasugan","SF4","2012",NA,NA,51,242048,0.000210702009518773
"SF2","Sitio Tugas","2012",NA,NA,152,726144,0.000209324872201657
"Poroc Rose","Tamakin Dacot","2013",11.4429803725633,53,50,241056,0.000207420682331077
"SF3","Poroc San Flower","2013",NA,NA,250,1205280,0.000207420682331077
"Poroc San Flower","SF1","2014",NA,NA,41,198400,0.000206653225806452
"Sitio Tugas","SF5","2014",NA,NA,41,198400,0.000206653225806452
"Wangag","Poroc Rose","2014",14.9177755744702,227,41,198400,0.000206653225806452
"Visca","Tamakin Dacot","2012",10.1897266320616,51,50,242048,0.000206570597567425
"Sitio Lonas","Pangasugan","2011",NA,NA,49,241056,0.000203272268684455
"Sitio Tugas","Caridad Cemetery","2013",3.98589537085982,111,49,241056,0.000203272268684455
"Haina","SF4","2012",NA,NA,98,484096,0.000202439185616076
"Caridad Cemetery","Poroc Rose","2014",9.9107454183565,251,40,198400,0.000201612903225806
"Wangag","Pangasugan","2014",NA,NA,40,198400,0.000201612903225806
"SF1","Poroc San Flower","2012",NA,NA,194,968192,0.000200373479640402
"SF2","Haina","2014",NA,NA,119,595200,0.000199932795698925
"SF5","SF6","2011",NA,NA,578,2892672,0.00019981525731227
"Poroc San Flower","Cabatoan","2011",11.9838137599975,110,48,241056,0.000199123855037834
"Gabas","Cabatoan","2012",15.9248209877409,85,48,242048,0.000198307773664728
"SF6","Visca","2012",NA,NA,48,242048,0.000198307773664728
"SF1","Palanas","2014",NA,NA,157,793600,0.000197832661290323
"Gabas","Caridad Cemetery","2013",13.0800106975381,73,47,241056,0.000194975441391212
"Gabas","Tamakin Dacot","2013",8.43842668542606,42,47,241056,0.000194975441391212
"Sitio Lonas","Palanas","2013",13.5366192341433,123,47,241056,0.000194975441391212
"SF4","Tamakin Dacot","2014",NA,NA,77,396800,0.000194052419354839
"SF4","Cabatoan","2013",NA,NA,93,482112,0.000192901234567901
"Gabas","Haina","2014",9.76388806466271,41,38,198400,0.000191532258064516
"Pangasugan","SF6","2013",NA,NA,46,241056,0.00019082702774459
"San Agustin","Palanas","2013",14.0674201434004,119,46,241056,0.00019082702774459
"Wangag","SF2","2011",NA,NA,46,241056,0.00019082702774459
"Poroc San Flower","Haina","2012",13.7061846175771,50,46,242048,0.000190044949762031
"SF3","Elementary School","2011",NA,NA,229,1205280,0.000189997345015266
"SF5","Sitio Baybayon","2012",NA,NA,551,2904576,0.000189700665432752
"SF2","Elementary School","2012",NA,NA,137,726144,0.000188667812444915
"Poroc Rose","Cabatoan","2011",12.7986271025087,100,45,241056,0.000186678614097969
"Poroc Rose","Sitio Baybayon","2011",13.2745735162831,44,45,241056,0.000186678614097969
"Poroc San Flower","SF6","2013",NA,NA,45,241056,0.000186678614097969
"Cabatoan","Elementary School","2014",7.74042122042586,209,37,198400,0.000186491935483871
"Elementary School","Palanas","2014",10.3955120225186,130,37,198400,0.000186491935483871
"San Agustin","Haina","2014",14.246286656046,52,37,198400,0.000186491935483871
"Sitio Tugas","Haina","2014",18.4303145606387,308,37,198400,0.000186491935483871
"Hicgop South","Palanas","2012",8.77552677067879,140,90,484096,0.000185913537810682
"Magbangon","Sitio Tugas","2012",7.22370627990875,200,45,242048,0.000185913537810682
"Pangasugan","Haina","2012",NA,NA,45,242048,0.000185913537810682
"SF1","Palanas","2013",NA,NA,179,964224,0.000185641510686314
"SF5","Magbangon","2013",NA,NA,534,2892672,0.000184604407274658
"SF1","Pangasugan","2014",NA,NA,146,793600,0.000183971774193548
"Haina","Pangasugan","2012",NA,NA,89,484096,0.000183847831835008
"Magbangon","Palanas","2013",2.41391771324467,136,44,241056,0.000182530200451347
"San Agustin","Haina","2013",14.246286656046,52,44,241056,0.000182530200451347
"San Agustin","Magbangon","2013",11.6652303956557,115,44,241056,0.000182530200451347
"Caridad Cemetery","Elementary School","2012",4.77585415072936,233,44,242048,0.000181782125859334
"Elementary School","Wangag","2014",9.87412896656161,127,36,198400,0.000181451612903226
"Magbangon","Poroc San Flower","2014",12.2239561425182,222,36,198400,0.000181451612903226
"Sitio Tugas","Poroc San Flower","2012",5.09597019923732,254,43,242048,0.000177650713907985
"Cabatoan","Poroc San Flower","2014",11.9838137599975,224,35,198400,0.000176411290322581
"SF4","Wangag","2013",NA,NA,85,482112,0.000176307579981415
"Gabas","Cabatoan","2013",15.9248209877409,85,42,241056,0.000174233373158104
"Palanas","SF2","2011",NA,NA,42,241056,0.000174233373158104
"SF5","Caridad Cemetery","2013",NA,NA,504,2892672,0.000174233373158104
"Elementary School","Poroc Rose","2012",5.1630036993143,262,42,242048,0.000173519301956637
"Palanas","Palanas","2012",0,62,42,242048,0.000173519301956637
"Visca","Visca","2014",0,62,34,198400,0.000171370967741935
"SF5","Caridad Cemetery","2012",NA,NA,495,2904576,0.000170420742993125
"Palanas","Sitio Baybayon","2011",27.2919430069393,282,41,241056,0.000170084959511483
"Sitio Baybayon","Poroc San Flower","2013",14.2288188911802,320,82,482112,0.000170084959511483
"SF1","Wangag","2013",NA,NA,162,964224,0.000168010752688172
"SF2","SF5","2012",NA,NA,122,726144,0.000168010752688172
"SF2","Elementary School","2013",NA,NA,121,723168,0.000167319350413735
"Caridad Cemetery","Wangag","2014",5.15903752298336,145,33,198400,0.00016633064516129
"Elementary School","Pangasugan","2014",NA,NA,33,198400,0.00016633064516129
"Cabatoan","Wangag","2013",2.13420254257553,131,40,241056,0.000165936545864861
"Caridad Proper","SF3","2011",NA,NA,40,241056,0.000165936545864861
"Visca","Palanas","2013",16.5775204258635,99,40,241056,0.000165936545864861
"SF5","Cabatoan","2013",NA,NA,476,2892672,0.000164553741315987
"Hicgop South","Tamakin Dacot","2013",18.0502649349819,298,79,482112,0.000163862339041551
"Sitio Baybayon","Pangasugan","2014",NA,NA,65,396800,0.000163810483870968
"Sitio Lonas","Poroc Rose","2013",2.11528043332987,301,39,241056,0.00016178813221824
"Sitio Lonas","Wangag","2013",13.0190499073661,122,39,241056,0.00016178813221824
"Sitio Tugas","Wangag","2013",9.11177076508712,132,39,241056,0.00016178813221824
"Haina","San Agustin","2012",14.246286656046,177,78,484096,0.000161125066102591
"SF2","Cabatoan","2011",NA,NA,116,723168,0.000160405327669366
"SF3","Poroc San Flower","2014",NA,NA,157,992000,0.000158266129032258
"Caridad Cemetery","Hicgop South","2011",3.09873007253886,208,38,241056,0.000157639718571618
"Poroc Rose","Wangag","2013",14.9177755744702,107,38,241056,0.000157639718571618
"Tamakin Dacot","San Agustin","2013",12.9431079071849,1,76,482112,0.000157639718571618
"Gabas","Haina","2012",9.76388806466271,41,38,242048,0.000156993654151243
"Elementary School","Haina","2014",17.625238506364,309,31,198400,0.00015625
"Poroc Rose","Haina","2014",12.7500613492617,49,31,198400,0.00015625
"Hicgop South","Palanas","2014",8.77552677067879,140,61,396800,0.000153729838709677
"Hicgop South","Pangasugan","2013",NA,NA,74,482112,0.000153491304924997
"Palanas","Sitio Tugas","2013",9.63741335627491,199,37,241056,0.000153491304924997
"San Agustin","Cabatoan","2013",11.4243171337323,113,37,241056,0.000153491304924997
"Haina","SF2","2012",NA,NA,74,484096,0.000152862242199894
"Pangasugan","Caridad Cemetery","2012",NA,NA,37,242048,0.000152862242199894
"SF2","SF4","2013",NA,NA,109,723168,0.000150725695827249
"Magbangon","Haina","2013",24.7849757104057,283,36,241056,0.000149342891278375
"SF6","Sitio Baybayon","2013",NA,NA,36,241056,0.000149342891278375
"Poroc Rose","Haina","2012",12.7500613492617,49,36,242048,0.000148730830248546
"Visca","SF1","2012",NA,NA,36,242048,0.000148730830248546
"Hicgop South","Palanas","2013",8.77552677067879,140,71,482112,0.000147268684455064
"Sitio Baybayon","Sitio Lonas","2012",15.3556606444419,318,71,484096,0.000146665124272871
"SF4","SF1","2014",NA,NA,58,396800,0.00014616935483871
"Poroc Rose","Pangasugan","2011",NA,NA,35,241056,0.000145194477631754
"Caridad Proper","Palanas","2012",6.44791835925525,144,35,242048,0.000144599418297197
"Gabas","Caridad Cemetery","2012",13.0800106975381,73,35,242048,0.000144599418297197
"Poroc San Flower","Sitio Baybayon","2012",14.2288188911802,45,35,242048,0.000144599418297197
"SF4","SF6","2013",NA,NA,68,482112,0.000141046063985132
"Visca","SF4","2011",NA,NA,34,241056,0.000141046063985132
"Wangag","Caridad Cemetery","2011",5.15903752298336,190,34,241056,0.000141046063985132
"SF4","Tamakin Dacot","2013",NA,NA,67,482112,0.000138971857161821
"Tamakin Dacot","Poroc Rose","2013",11.4429803725633,176,67,482112,0.000138971857161821
"SF5","Poroc Rose","2011",NA,NA,398,2892672,0.000137589052612947
"Caridad Proper","Poroc San Flower","2013",8.29929043854204,247,33,241056,0.000136897650338511
"Pangasugan","SF4","2011",NA,NA,33,241056,0.000136897650338511
"SF2","Poroc San Flower","2013",NA,NA,99,723168,0.000136897650338511
"Visca","Magbangon","2013",14.2030383569093,91,33,241056,0.000136897650338511
"SF4","Cabatoan","2012",NA,NA,66,484096,0.0001363365943945
"Visca","Cabatoan","2012",13.9687512766746,90,33,242048,0.0001363365943945
"Visca","Haina","2012",11.500479636222,48,33,242048,0.0001363365943945
"Gabas","Cabatoan","2014",15.9248209877409,85,27,198400,0.000136088709677419
"Poroc San Flower","SF4","2014",NA,NA,27,198400,0.000136088709677419
"Wangag","Sitio Tugas","2014",9.11177076508712,202,27,198400,0.000136088709677419
"SF1","Poroc Rose","2013",NA,NA,131,964224,0.000135860546926855
"SF3","Hicgop South","2011",NA,NA,161,1205280,0.000133578919421213
"Haina","CAI","2011",37.78096281888,167,64,482112,0.000132749236691889
"Magbangon","Poroc San Flower","2013",12.2239561425182,222,32,241056,0.000132749236691889
"Pangasugan","Wangag","2013",NA,NA,32,241056,0.000132749236691889
"Wangag","CAI","2013",36.4319242119535,21,32,241056,0.000132749236691889
"Caridad Cemetery","Poroc San Flower","2012",9.05786494633732,243,32,242048,0.000132205182443152
"Poroc Rose","Tamakin Dacot","2012",11.4429803725633,53,32,242048,0.000132205182443152
"Sitio Tugas","Elementary School","2012",0.819148876610196,280,32,242048,0.000132205182443152
"Visca","Sitio Baybayon","2012",12.0358563168247,43,32,242048,0.000132205182443152
"Palanas","San Agustin","2014",14.0674201434004,215,26,198400,0.000131048387096774
"Sitio Tugas","Wangag","2014",9.11177076508712,132,26,198400,0.000131048387096774
"SF3","SF5","2013",NA,NA,156,1205280,0.000129430505774592
"Palanas","SF3","2013",NA,NA,31,241056,0.000128600823045268
"Palanas","Wangag","2011",0.540970717463239,183,31,241056,0.000128600823045268
"Elementary School","Palanas","2012",10.3955120225186,130,31,242048,0.000128073770491803
"Elementary School","Wangag","2012",9.87412896656161,127,31,242048,0.000128073770491803
"SF4","Magbangon","2013",NA,NA,61,482112,0.000126526616221957
"Gabas","SF6","2014",NA,NA,25,198400,0.000126008064516129
"SF5","Cabatoan","2012",NA,NA,366,2904576,0.000126008064516129
"Palanas","Caridad Cemetery","2011",5.6928889753735,189,30,241056,0.000124452409398646
"Pangasugan","Cabatoan","2012",NA,NA,30,242048,0.000123942358540455
"SF2","Poroc Rose","2012",NA,NA,90,726144,0.000123942358540455
"SF6","Caridad Proper","2012",NA,NA,30,242048,0.000123942358540455
"SF6","SF4","2012",NA,NA,30,242048,0.000123942358540455
"Sitio Tugas","Palanas","2012",9.63741335627491,135,30,242048,0.000123942358540455
"Sitio Baybayon","Tamakin Dacot","2014",2.00690512091702,317,49,396800,0.000123487903225806
"SF2","Wangag","2013",NA,NA,88,723168,0.000121686800300898
"SF3","Wangag","2012",NA,NA,147,1210240,0.000121463511369646
"SF2","Palanas","2012",NA,NA,88,726144,0.000121188083906222
"Magbangon","Poroc Rose","2014",13.0358421206636,229,24,198400,0.000120967741935484
"SF3","Poroc San Flower","2012",NA,NA,146,1210240,0.000120637228979376
"Gabas","Magbangon","2013",16.1581187484931,87,29,241056,0.000120303995752024
"Pangasugan","Palanas","2013",NA,NA,29,241056,0.000120303995752024
"Poroc San Flower","Tamakin Dacot","2012",12.3993174604494,54,29,242048,0.000119810946589106
"SF6","SF3","2012",NA,NA,29,242048,0.000119810946589106
"Sitio Tugas","Poroc Rose","2012",5.97906582562741,265,29,242048,0.000119810946589106
"SF5","Caridad Proper","2014",NA,NA,284,2380800,0.000119287634408602
"Cabatoan","Haina","2013",24.5778997843548,285,28,241056,0.000116155582105403
"Caridad Cemetery","Poroc Rose","2013",9.9107454183565,251,28,241056,0.000116155582105403
"Caridad Proper","Palanas","2011",6.44791835925525,144,28,241056,0.000116155582105403
"Elementary School","Wangag","2013",9.87412896656161,127,28,241056,0.000116155582105403
"Poroc Rose","Magbangon","2013",13.0358421206636,105,28,241056,0.000116155582105403
"Sitio Baybayon","Pangasugan","2013",NA,NA,56,482112,0.000116155582105403
"Sitio Tugas","Palanas","2013",9.63741335627491,135,28,241056,0.000116155582105403
"Wangag","Caridad Proper","2011",5.91579724335279,192,28,241056,0.000116155582105403
"Elementary School","SF5","2014",NA,NA,23,198400,0.000115927419354839
"Poroc Rose","Tamakin Dacot","2014",11.4429803725633,53,23,198400,0.000115927419354839
"San Agustin","Caridad Cemetery","2014",8.48939965705146,92,23,198400,0.000115927419354839
"Sitio Lonas","Palanas","2012",13.5366192341433,123,28,242048,0.000115679534637758
"Visca","Magbangon","2012",14.2030383569093,91,28,242048,0.000115679534637758
"Caridad Proper","Elementary School","2013",4.01495979265945,237,27,241056,0.000112007168458781
"Poroc San Flower","Magbangon","2011",12.2239561425182,112,27,241056,0.000112007168458781
"San Agustin","Caridad Cemetery","2011",8.48939965705146,92,27,241056,0.000112007168458781
"SF6","SF1","2013",NA,NA,27,241056,0.000112007168458781
"SF6","Sitio Lonas","2011",NA,NA,27,241056,0.000112007168458781
"SF4","Tamakin Dacot","2012",NA,NA,54,484096,0.000111548122686409
"Sitio Tugas","Hicgop South","2012",0.912910872621498,68,27,242048,0.000111548122686409
"Gabas","SF1","2014",NA,NA,22,198400,0.000110887096774194
"Pangasugan","Tamakin Dacot","2014",NA,NA,22,198400,0.000110887096774194
"Other","SF5","2013",NA,NA,121007,1092947904,0.000110716164564784
"Haina","Sitio Baybayon","2014",0.800707367317091,23,43,396800,0.000108366935483871
"Sitio Baybayon","Poroc Rose","2014",13.2745735162831,321,43,396800,0.000108366935483871
"Pangasugan","Sitio Baybayon","2011",NA,NA,26,241056,0.00010785875481216
"Poroc Rose","Magbangon","2011",13.0358421206636,105,26,241056,0.00010785875481216
"San Agustin","SF5","2011",NA,NA,26,241056,0.00010785875481216
"Sitio Lonas","Poroc San Flower","2011",1.17254142021535,290,26,241056,0.00010785875481216
"Wangag","SF3","2012",NA,NA,26,242048,0.000107416710735061
"SF3","Caridad Proper","2011",NA,NA,128,1205280,0.000106199389353511
"Haina","SF6","2014",NA,NA,42,396800,0.000105846774193548
"Other","SF5","2014",NA,NA,94820,899545600,0.000105408775274983
"Other","SF5","2012",NA,NA,114527,1097445632,0.000104357789270421
"Caridad Proper","Wangag","2013",5.91579724335279,143,25,241056,0.000103710341165538
"Sitio Lonas","Magbangon","2013",11.1296663262947,121,25,241056,0.000103710341165538
"Visca","Cabatoan","2013",13.9687512766746,90,25,241056,0.000103710341165538
"Gabas","Tamakin Dacot","2012",8.43842668542606,42,25,242048,0.000103285298783712
"SF2","Magbangon","2011",NA,NA,74,723168,0.000102327536616664
"SF2","Poroc Rose","2013",NA,NA,74,723168,0.000102327536616664
"SF5","Poroc Rose","2014",NA,NA,243,2380800,0.000102066532258065
"Haina","Sitio Tugas","2012",18.4303145606387,152,49,484096,0.000101219592808038
"Cabatoan","Haina","2014",24.5778997843548,285,20,198400,0.000100806451612903
"Caridad Cemetery","Wangag","2013",5.15903752298336,145,24,241056,9.95619275189168e-05
"Palanas","Cabatoan","2011",2.66084320590822,196,24,241056,9.95619275189168e-05
"San Agustin","Tamakin Dacot","2013",12.9431079071849,315,24,241056,9.95619275189168e-05
"Wangag","Pangasugan","2013",NA,NA,24,241056,9.95619275189168e-05
"SF1","Poroc Rose","2012",NA,NA,96,968192,9.91538868323638e-05
"SF4","Haina","2012",NA,NA,48,484096,9.91538868323638e-05
"Sitio Baybayon","Elementary School","2014",18.0747093449379,65,39,396800,9.82862903225806e-05
"Sitio Baybayon","SF5","2014",NA,NA,39,396800,9.82862903225806e-05
"SF2","Tamakin Dacot","2014",NA,NA,57,595200,9.57661290322581e-05
"Hicgop South","Gabas","2013",10.0841152266487,267,46,482112,9.54135138722952e-05
"Pangasugan","Magbangon","2013",NA,NA,23,241056,9.54135138722952e-05
"Poroc San Flower","Sitio Baybayon","2011",14.2288188911802,45,23,241056,9.54135138722952e-05
"SF5","Magbangon","2012",NA,NA,272,2904576,9.36453375638992e-05
"SF3","Elementary School","2012",NA,NA,113,1210240,9.33699101004759e-05
"Tamakin Dacot","SF2","2013",NA,NA,45,482112,9.33393070489845e-05
"SF6","Poroc Rose","2013",NA,NA,22,241056,9.12651002256737e-05
"Visca","Wangag","2013",16.078031642585,96,22,241056,9.12651002256737e-05
"Cabatoan","Poroc San Flower","2012",11.9838137599975,224,22,242048,9.08910629296668e-05
"Sitio Lonas","Caridad Cemetery","2014",7.93235105602247,101,18,198400,9.07258064516129e-05
"SF3","Wangag","2013",NA,NA,107,1205280,8.87760520377008e-05
"SF3","Palanas","2012",NA,NA,107,1210240,8.84122157588578e-05
"Other","SF5","2011",NA,NA,95609,1092947904,8.74780944728359e-05
"Caridad Cemetery","Wangag","2011",5.15903752298336,145,21,241056,8.71166865790522e-05
"Gabas","Palanas","2013",18.5270048321881,95,21,241056,8.71166865790522e-05
"Hicgop South","Visca","2013",8.12617156228781,271,42,482112,8.71166865790522e-05
"Poroc Rose","Caridad Cemetery","2013",9.9107454183565,80,21,241056,8.71166865790522e-05
"Poroc San Flower","Visca","2011",2.21665869501555,311,21,241056,8.71166865790522e-05
"SF6","Magbangon","2013",NA,NA,21,241056,8.71166865790522e-05
"Tamakin Dacot","Gabas","2012",8.43842668542606,332,42,484096,8.67596509783184e-05
