comparison,time_scale,data_source,log_like,iteration
gen_monsoonal_bio_total,monsoonal,simulation,-32413.22075977,807
gen_total_bio_total,total_years,simulation_subsample,-7474.53872769255,807
gen_annual_bio_annual,annual,simulation_subsample,-3988.42981122413,807
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-870.65855686357,807
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4982.02103985414,807
gen_total_bio_total,total_years,simulation,-44945.1621182154,808
gen_annual_bio_annual,annual,simulation,-43908.2304230559,808
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12281.8592108342,808
gen_monsoonal_bio_total,monsoonal,simulation,-28715.1982062511,808
gen_total_bio_total,total_years,simulation_subsample,-15835.9404523798,808
gen_annual_bio_annual,annual,simulation_subsample,-6557.45972939686,808
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2276.17234615013,808
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-10072.2102846932,808
gen_total_bio_total,total_years,simulation,-47815.4084901031,809
gen_annual_bio_annual,annual,simulation,-41143.3076212518,809
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12795.5057667219,809
gen_monsoonal_bio_total,monsoonal,simulation,-30228.3751057184,809
gen_total_bio_total,total_years,simulation_subsample,-11100.3647917303,809
gen_annual_bio_annual,annual,simulation_subsample,-5550.83256354007,809
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1084.13258713989,809
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6828.38243368624,809
gen_total_bio_total,total_years,simulation,-48359.5422707955,810
gen_annual_bio_annual,annual,simulation,-40172.3426410169,810
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12127.4706004212,810
gen_monsoonal_bio_total,monsoonal,simulation,-28642.6895940192,810
gen_total_bio_total,total_years,simulation_subsample,-9652.00799977131,810
gen_annual_bio_annual,annual,simulation_subsample,-4790.25832233319,810
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1267.96971293461,810
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5494.11812082741,810
gen_total_bio_total,total_years,simulation,-50641.87306441,811
gen_annual_bio_annual,annual,simulation,-38680.0831990964,811
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13408.8354857717,811
gen_monsoonal_bio_total,monsoonal,simulation,-33420.9442904456,811
gen_total_bio_total,total_years,simulation_subsample,-11467.2538025251,811
gen_annual_bio_annual,annual,simulation_subsample,-5508.8514654244,811
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1736.63594783353,811
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7646.56419123384,811
gen_total_bio_total,total_years,simulation,-45864.2551189227,812
gen_annual_bio_annual,annual,simulation,-42401.1366688364,812
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13541.2550081363,812
gen_monsoonal_bio_total,monsoonal,simulation,-30135.9806158817,812
gen_total_bio_total,total_years,simulation_subsample,-10545.2528249533,812
gen_annual_bio_annual,annual,simulation_subsample,-5792.04238386041,812
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1230.80419619991,812
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6524.34445560406,812
gen_total_bio_total,total_years,simulation,-49597.8714274439,813
gen_annual_bio_annual,annual,simulation,-40694.6575596805,813
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14370.1886298162,813
gen_monsoonal_bio_total,monsoonal,simulation,-32420.2403321191,813
gen_total_bio_total,total_years,simulation_subsample,-14469.7738496212,813
gen_annual_bio_annual,annual,simulation_subsample,-7266.20736085914,813
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1791.04837913454,813
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9203.79144498337,813
gen_total_bio_total,total_years,simulation,-43370.3765583804,814
gen_annual_bio_annual,annual,simulation,-40476.3912258759,814
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12860.0811112461,814
gen_monsoonal_bio_total,monsoonal,simulation,-29105.7957285933,814
gen_total_bio_total,total_years,simulation_subsample,-8488.10804810146,814
gen_annual_bio_annual,annual,simulation_subsample,-4035.53131412388,814
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1085.97021172825,814
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6055.20768524406,814
gen_total_bio_total,total_years,simulation,-50322.9809402179,815
gen_annual_bio_annual,annual,simulation,-41804.6148597922,815
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13763.6532331349,815
gen_monsoonal_bio_total,monsoonal,simulation,-32535.916932671,815
gen_total_bio_total,total_years,simulation_subsample,-10894.3797693712,815
gen_annual_bio_annual,annual,simulation_subsample,-5339.36009414799,815
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1540.78066315316,815
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7546.09156549841,815
gen_total_bio_total,total_years,simulation,-49242.4483622621,816
gen_annual_bio_annual,annual,simulation,-41135.0969770397,816
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13312.1235792101,816
gen_monsoonal_bio_total,monsoonal,simulation,-33438.6745568649,816
gen_total_bio_total,total_years,simulation_subsample,-10965.9773254979,816
gen_annual_bio_annual,annual,simulation_subsample,-6081.40242613979,816
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1002.82679648696,816
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7457.2530369565,816
gen_total_bio_total,total_years,simulation,-48589.3931785788,817
gen_annual_bio_annual,annual,simulation,-41662.0525313825,817
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14499.6534316568,817
gen_monsoonal_bio_total,monsoonal,simulation,-33406.6683575914,817
gen_total_bio_total,total_years,simulation_subsample,-8772.74155923498,817
gen_annual_bio_annual,annual,simulation_subsample,-4917.49637446742,817
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1646.61553582532,817
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6377.24636358745,817
gen_total_bio_total,total_years,simulation,-44757.4784325709,818
gen_annual_bio_annual,annual,simulation,-39674.1924449619,818
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12031.648329394,818
gen_monsoonal_bio_total,monsoonal,simulation,-31151.4085544958,818
gen_total_bio_total,total_years,simulation_subsample,-7085.40461098141,818
gen_annual_bio_annual,annual,simulation_subsample,-4449.21632804489,818
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-870.375819161611,818
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4650.45864525347,818
gen_total_bio_total,total_years,simulation,-45735.9825159197,819
gen_annual_bio_annual,annual,simulation,-44378.8292187529,819
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11722.4677560858,819
gen_monsoonal_bio_total,monsoonal,simulation,-29701.2514313965,819
gen_total_bio_total,total_years,simulation_subsample,-11203.5633389283,819
gen_annual_bio_annual,annual,simulation_subsample,-4294.15331047512,819
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1177.64238043268,819
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7120.88743529099,819
gen_total_bio_total,total_years,simulation,-48242.5969749098,820
gen_annual_bio_annual,annual,simulation,-40770.2147331684,820
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13583.7036305703,820
gen_monsoonal_bio_total,monsoonal,simulation,-32158.1529029309,820
gen_total_bio_total,total_years,simulation_subsample,-10638.5608494753,820
gen_annual_bio_annual,annual,simulation_subsample,-5171.70263232717,820
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1268.90485356349,820
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6953.20263316794,820
gen_total_bio_total,total_years,simulation,-48972.0354284078,821
gen_annual_bio_annual,annual,simulation,-43436.6966275376,821
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13953.7170876934,821
gen_monsoonal_bio_total,monsoonal,simulation,-31709.4243309032,821
gen_total_bio_total,total_years,simulation_subsample,-10825.1301560133,821
gen_annual_bio_annual,annual,simulation_subsample,-5097.70228996194,821
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1452.26976612964,821
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6883.28819845126,821
gen_total_bio_total,total_years,simulation,-45262.0886695282,822
gen_annual_bio_annual,annual,simulation,-41765.2913553551,822
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12700.8796652084,822
gen_monsoonal_bio_total,monsoonal,simulation,-28630.5061194486,822
gen_total_bio_total,total_years,simulation_subsample,-13518.2888200522,822
gen_annual_bio_annual,annual,simulation_subsample,-6030.28509047016,822
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1897.90513019836,822
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8469.54701044668,822
gen_total_bio_total,total_years,simulation,-45501.4597406866,823
gen_annual_bio_annual,annual,simulation,-41719.6341883886,823
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11433.3521218592,823
gen_monsoonal_bio_total,monsoonal,simulation,-29209.8659374706,823
gen_total_bio_total,total_years,simulation_subsample,-11199.0716896371,823
gen_annual_bio_annual,annual,simulation_subsample,-6133.98546596137,823
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-888.717890514329,823
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6666.24548050011,823
gen_total_bio_total,total_years,simulation,-55670.1044530082,824
gen_annual_bio_annual,annual,simulation,-44361.2237947862,824
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15780.7330385428,824
gen_monsoonal_bio_total,monsoonal,simulation,-37795.4821640759,824
gen_total_bio_total,total_years,simulation_subsample,-11329.0406208957,824
gen_annual_bio_annual,annual,simulation_subsample,-6330.96331176641,824
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1584.826373578,824
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7667.3923167737,824
gen_total_bio_total,total_years,simulation,-51712.7429188548,825
gen_annual_bio_annual,annual,simulation,-44176.0767953425,825
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13428.1007859875,825
gen_monsoonal_bio_total,monsoonal,simulation,-33802.1773858465,825
gen_total_bio_total,total_years,simulation_subsample,-11831.8398303404,825
gen_annual_bio_annual,annual,simulation_subsample,-5878.75816614429,825
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1708.70062765472,825
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7714.94699176273,825
gen_total_bio_total,total_years,simulation,-44733.5421275824,826
gen_annual_bio_annual,annual,simulation,-40262.0618875833,826
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14633.5119268075,826
gen_monsoonal_bio_total,monsoonal,simulation,-30960.8952220189,826
gen_total_bio_total,total_years,simulation_subsample,-11254.184508505,826
gen_annual_bio_annual,annual,simulation_subsample,-5610.75447099915,826
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1658.96350992034,826
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7539.46125164682,826
gen_total_bio_total,total_years,simulation,-46405.9608171605,827
gen_annual_bio_annual,annual,simulation,-39907.5631484982,827
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11811.0311421362,827
gen_monsoonal_bio_total,monsoonal,simulation,-30290.599254645,827
gen_total_bio_total,total_years,simulation_subsample,-9866.30581777828,827
gen_annual_bio_annual,annual,simulation_subsample,-4244.70420299488,827
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1072.4624883843,827
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6524.24825697539,827
gen_total_bio_total,total_years,simulation,-45902.0221066433,828
gen_annual_bio_annual,annual,simulation,-42039.544734676,828
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13853.4172975034,828
gen_monsoonal_bio_total,monsoonal,simulation,-31108.3769113859,828
gen_total_bio_total,total_years,simulation_subsample,-16446.5764128044,828
gen_annual_bio_annual,annual,simulation_subsample,-7867.32440576032,828
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2799.86041720159,828
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-11133.6235296206,828
gen_total_bio_total,total_years,simulation,-41727.6630311937,829
gen_annual_bio_annual,annual,simulation,-40855.3069660597,829
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12936.3284969613,829
gen_monsoonal_bio_total,monsoonal,simulation,-28168.9145063105,829
gen_total_bio_total,total_years,simulation_subsample,-13091.2941871847,829
gen_annual_bio_annual,annual,simulation_subsample,-6986.47161304384,829
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1926.41843758892,829
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9633.01706403348,829
gen_total_bio_total,total_years,simulation,-53077.362965009,830
gen_annual_bio_annual,annual,simulation,-40932.9698012862,830
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14814.247928781,830
gen_monsoonal_bio_total,monsoonal,simulation,-34688.947425546,830
gen_total_bio_total,total_years,simulation_subsample,-12459.8798952908,830
gen_annual_bio_annual,annual,simulation_subsample,-5456.28389125838,830
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1962.16626043746,830
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8152.53046910094,830
gen_total_bio_total,total_years,simulation,-47040.6798962857,831
gen_annual_bio_annual,annual,simulation,-42553.1555473603,831
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13000.2923615279,831
gen_monsoonal_bio_total,monsoonal,simulation,-32241.1444236061,831
gen_total_bio_total,total_years,simulation_subsample,-11663.9799434795,831
gen_annual_bio_annual,annual,simulation_subsample,-5744.34688548374,831
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1790.63542116868,831
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8248.20801569753,831
gen_total_bio_total,total_years,simulation,-50460.3588064712,832
gen_annual_bio_annual,annual,simulation,-43883.3470583045,832
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13132.8128756138,832
gen_monsoonal_bio_total,monsoonal,simulation,-34077.7732788136,832
gen_total_bio_total,total_years,simulation_subsample,-12691.9015937268,832
gen_annual_bio_annual,annual,simulation_subsample,-5484.74438877676,832
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1888.84834714774,832
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8866.7849291045,832
gen_total_bio_total,total_years,simulation,-42017.6619317869,833
gen_annual_bio_annual,annual,simulation,-39780.21995623,833
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12350.8014818768,833
gen_monsoonal_bio_total,monsoonal,simulation,-27267.4275447493,833
gen_total_bio_total,total_years,simulation_subsample,-12114.5919856829,833
gen_annual_bio_annual,annual,simulation_subsample,-4624.57869464918,833
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1618.52119604557,833
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7819.31754974813,833
gen_total_bio_total,total_years,simulation,-47178.1339252801,834
gen_annual_bio_annual,annual,simulation,-41500.7685400702,834
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13361.996832565,834
gen_monsoonal_bio_total,monsoonal,simulation,-31547.4781803107,834
gen_total_bio_total,total_years,simulation_subsample,-6466.29337952341,834
gen_annual_bio_annual,annual,simulation_subsample,-3015.636414844,834
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1043.10526441186,834
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4569.29561990337,834
gen_total_bio_total,total_years,simulation,-46957.8133108466,835
gen_annual_bio_annual,annual,simulation,-42301.8032882073,835
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12029.2013415131,835
gen_monsoonal_bio_total,monsoonal,simulation,-31304.623521077,835
gen_total_bio_total,total_years,simulation_subsample,-8954.32734879002,835
gen_annual_bio_annual,annual,simulation_subsample,-5572.47466426597,835
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-657.479750461452,835
