fish_indiv year size color sex gen_id ligation_id sample_id
1713 2017 8.4 YP F 1713 L4956 APCL17_493
1712 2017 10.5 YP F 1712 L4955 APCL17_492
1711 2017 8.7 O M 1711 L4954 APCL17_491
1710 2017 9.2 YP F 1710 L4953 APCL17_490
1709 2017 6.9 YR J 1709 L4952 APCL17_488
1708 2017 9 YP F 1708 L4951 APCL17_487
1707 2017 9.5 O M 1707 L4948 APCL17_482
1706 2017 10.2 YP F 1706 L4947 APCL17_481
1705 2017 9.3 O M 1705 L4946 APCL17_480
1704 2017 10.2 YP F 1704 L4944 APCL17_478
1703 2017 10.3 YP F 1703 L4940 APCL17_472
1702 2017 8.2 O M 1702 L4939 APCL17_470
1701 2017 8.4 O M 1701 L4937 APCL17_465
1700 2017 8.5 O M 1700 L4935 APCL17_463
1699 2017 9.1 YP F 1699 L4934 APCL17_462
1697 2017 7.9 O M 1697 L4930 APCL17_457
1696 2017 8.6 YP F 1696 L4929 APCL17_456
1695 2017 9.3 O M 1695 L4928 APCL17_455
1694 2017 7.2 O M 1694 L4926 APCL17_449
1693 2017 8.5 YP F 1693 L4923 APCL17_446
1692 2017 8.8 O M 1692 L4922 APCL17_445
1691 2017 8.3 O M 1691 L4921 APCL17_444
1690 2017 9 O M 1690 L4918 APCL17_440
996 2017 6.2 YR J 996 L4915 APCL17_437
2244 2017 7.3 YR F 2244 L4910 APCL17_431
1689 2017 8 O M 1689 L4908 APCL17_429
2162 2017 6.4 O J 2162 L4906 APCL17_427
1688 2017 9.3 O M 1688 L4905 APCL17_426
1687 2017 9.2 O M 1687 L4904 APCL17_425
1686 2017 9.7 YP F 1686 L4899 APCL17_420
1685 2017 9.9 O M 1685 L4897 APCL17_418
2161 2017 6.5 O J 2161 L4896 APCL17_416
1684 2017 8 O M 1684 L4895 APCL17_415
1683 2017 9.8 YP F 1683 L4894 APCL17_414
1682 2017 9.9 YP F 1682 L4893 APCL17_413
1681 2017 11.9 O M 1681 L4892 APCL17_412
1680 2017 9 YP F 1680 L4889 APCL17_408
1990 2017 10.2 YP F 1990 L4481 APCL17_265
1989 2017 8.2 O M 1989 L4478 APCL17_261
1988 2017 11 O M 1988 L4473 APCL17_252
2204 2017 6.6 O M 2204 L4469 APCL17_248
2639 2017 8.3 O M 2639 L4464 APCL17_242
1987 2017 7.3 O M 1987 L4462 APCL17_240
1986 2017 9.1 YP F 1986 L4461 APCL17_239
1985 2017 7.9 O M 1985 L4451 APCL17_228
1984 2017 8.4 O M 1984 L4449 APCL17_225
2203 2017 6.7 O M 2203 L4445 APCL17_221
1983 2017 8.9 YP F NA NA NA
1982 2017 8.1 O M 1982 L4440 APCL17_210
1981 2017 8.3 O M 1981 L4432 APCL17_202
1980 2017 6.9 YR J 1980 L4430 APCL17_197
1979 2017 8.7 O M 1979 L4429 APCL17_196
2163 2017 6.9 O J 2163 L4428 APCL17_195
1978 2017 8.7 O M 1978 L4427 APCL17_193
1977 2017 7.2 O M 1977 L4426 APCL17_191
1976 2017 9 O M 1976 L4425 APCL17_190
1975 2017 9.2 YP F 1975 L4424 APCL17_189
1974 2017 7 O M 1974 L4423 APCL17_188
1973 2017 9.5 O M 1973 L4420 APCL17_185
2034 2017 6.2 YP J 2034 L4418 APCL17_183
1972 2017 9 O M 1972 L4416 APCL17_180
1971 2017 8.3 O M 1971 L4414 APCL17_178
1970 2017 8.2 O M 1970 L4413 APCL17_177
1969 2017 8.1 YP F 1969 L4412 APCL17_175
2749 2017 5.8 O M 2749 L4411 APCL17_174
2569 2017 5.5 O M 2569 L4409 APCL17_168
2649 2017 8.7 O M 2649 L4458 APCL17_234
2648 2017 9.1 YP F 2648 L4439 APCL17_209
2642 2017 7.4 O M 2642 L4482 APCL17_266
2570 2017 6 YP F 2570 L4470 APCL17_249
2641 2017 5.5 YP F 2641 L5612 APCL17_547
2640 2017 7.4 O M 2640 L4460 APCL17_237
2748 2017 6.4 O M 2748 L3582 APCL17_616
2644 2017 6.7 O M 2644 L4911 APCL17_432
2643 2017 7.5 O M 2643 L4933 APCL17_461
2747 2017 6.6 O M 2747 L3405 APCL17_029
1999 2017 7.1 O M 1999 L3693 APCL17_309
1998 2017 8.1 YP F 1998 L3686 APCL17_302
1997 2017 7.2 O M 1997 L3684 APCL17_300
1996 2017 7.3 O M 1996 L3681 APCL17_297
1995 2017 8.2 O M 1995 L3679 APCL17_295
1994 2017 7 YR J 1994 L3678 APCL17_294
1993 2017 7.1 O M 1993 L3676 APCL17_292
1992 2017 9.6 YP F 1992 L3675 APCL17_291
1991 2017 9 O M 1991 L3674 APCL17_290
2564 2017 7.8 O M 2564 L3647 APCL17_073
2659 2017 8.7 O M 2659 L3331 APCL17_141
1718 2017 8.5 O M 1718 L3586 APCL17_505
1007 2017 6 YR J 1007 L3585 APCL17_503
1717 2017 8.4 YP F 1717 L3584 APCL17_502
1739 2017 8.3 YP F 1739 L3580 APCL17_614
1738 2017 10.1 O M 1738 L3579 APCL17_612
1737 2017 6.5 YR J 1737 L3576 APCL17_604
1736 2017 8.6 O M 1736 L3575 APCL17_602
1735 2017 9.2 YP F 1735 L3574 APCL17_601
1734 2017 7.6 O M 1734 L3573 APCL17_600
1733 2017 8.6 YP F 1733 L3572 APCL17_599
1732 2017 6.3 YR J 1732 L3569 APCL17_594
1731 2017 8.2 O M 1731 L3564 APCL17_589
1730 2017 9 YP F 1730 L3563 APCL17_588
1729 2017 8 O M 1729 L3559 APCL17_584
1728 2017 8.3 YP F 1728 L3556 APCL17_576
1727 2017 6.5 YR J 1727 L3555 APCL17_574
1726 2017 8.4 O M 1726 L3553 APCL17_572
1725 2017 8.8 O M 1725 L3552 APCL17_571
1724 2017 9.5 YP F 1724 L3551 APCL17_570
1723 2017 7.6 O M 1723 L3550 APCL17_569
2689 2017 9.3 O M 2689 L3549 APCL17_568
1722 2017 9.4 YP F 1722 L3548 APCL17_567
1787 2017 6.8 YP J 1787 L3547 APCL17_566
1721 2017 8.4 YP F 1721 L3546 APCL17_565
1720 2017 7.4 O M 1720 L3545 APCL17_564
1719 2017 8.9 YP F 1719 L3544 APCL17_563
1679 2017 11.8 YP F NA NA NA
1764 2017 6.3 YP J 1764 L3424 APCL17_062
1678 2017 8.1 O M 1678 L3423 APCL17_060
1677 2017 9.2 O M 1677 L3422 APCL17_059
2243 2017 7.3 YR F 2243 L3419 APCL17_054
1675 2017 7.5 O M 1675 L3416 APCL17_046
1674 2017 8.7 O M 1674 L3415 APCL17_042
1673 2017 9.2 YP F 1673 L3414 APCL17_041
1672 2017 8.6 O M 1672 L3412 APCL17_038
1671 2017 7.7 O M 1671 L3410 APCL17_036
1740 2017 7.3 YP M 1740 L3409 APCL17_035
1670 2017 7.8 O M 1670 L3408 APCL17_032
1669 2017 8.2 YP F 1669 L3406 APCL17_030
1667 2017 9.7 YP F 1667 L3402 APCL17_023
1666 2017 7.6 O M NA NA NA
1834 2017 6.9 YP F 1834 L3398 APCL17_019
1664 2017 7.7 O M NA NA NA
1833 2017 7.3 YP F 1833 L3396 APCL17_016
1663 2017 8.1 O M NA NA NA
1662 2017 7.6 O M 1662 L3393 APCL17_013
1661 2017 8.5 O M 1661 L3388 APCL17_008
1660 2017 8.2 O M 1660 L3387 APCL17_007
1659 2017 8.7 YP F 1659 L3386 APCL17_006
980 2017 7 O M 980 L3385 APCL17_005
2592 2017 7.9 O M 2592 L3384 APCL17_004
979 2017 8 O M 979 L3383 APCL17_003
2591 2017 9 O M 2591 L3382 APCL17_002
1658 2017 7.2 O M NA NA NA
2036 2017 6.1 YP F 2036 L3348 APCL17_162
1968 2017 7.5 O M NA NA NA
1967 2017 7 O M NA NA NA
1876 2017 8 O M 1876 L3345 APCL17_158
1966 2017 6.8 YR J NA NA NA
2202 2017 6.4 O M 2202 L3343 APCL17_156
2268 2017 7.5 YP F 2268 L3341 APCL17_154
1965 2017 8 YP F 1965 L3334 APCL17_146
1964 2017 9 O M 1964 L3333 APCL17_145
1963 2017 6.8 YR J 1963 L3332 APCL17_144
1962 2017 7.9 O M 1962 L3330 APCL17_139
1960 2017 8.4 YP F 1960 L3325 APCL17_133
2201 2017 6.9 O M 2201 L3254 APCL17_090
1742 2017 11.5 O M 1742 L3246 APCL17_098
1743 2017 9.6 O M 1743 L3244 APCL17_100
1744 2017 9.8 O M 1744 L3243 APCL17_101
1745 2017 10.1 O M 1745 L3241 APCL17_103
1746 2017 9.2 YP F 1746 L3240 APCL17_104
1957 2017 10.1 O M 1957 L3235 APCL17_109
1959 2017 9.6 YP F 1959 L3224 APCL17_120
1022 2017 9 O M NA NA NA
2550 2017 10.4 YP F 2550 L3558 APCL17_583
1065 2016 8.6 O M 1065 L5606 APCL16_484
1066 2016 7 O M 1066 L5574 APCL16_485
2743 2016 6.9 O M 2743 L5437 APCL16_759
2705 2016 7.3 YP J 2705 L5386 APCL16_705
1337 2016 7 YR J 1337 L5462 APCL16_786
2259 2016 6.6 YP F 2259 L5459 APCL16_783
2700 2016 8.2 O M 2700 L5456 APCL16_780
2685 2016 10 O M 2685 L5453 APCL16_777
1347 2016 6 YR J 1347 L5448 APCL16_770
1341 2016 7.6 O M 1341 L5444 APCL16_766
2575 2016 9.6 O M 2575 L5442 APCL16_764
274 2016 10.6 YP F 274 L5441 APCL16_763
2524 2016 8.8 YP F 2524 L5436 APCL16_758
272 2016 6.4 YR J 272 L5433 APCL16_755
2246 2016 7.6 YP F 2246 L5431 APCL16_753
51 2016 10.5 O M 51 L5430 APCL16_752
76 2016 10.7 YP F 76 L5429 APCL16_751
2612 2016 6.4 YR J 2612 L5424 APCL16_746
1024 2016 8 YP F 1024 L3161 APCL16_020
1767 2016 6.4 YP J 1767 L5421 APCL16_743
2182 2016 6 O M 2182 L5419 APCL16_741
2180 2016 6.8 O M 2180 L5418 APCL16_740
2613 2016 8 YP F 2613 L5414 APCL16_736
