fish_indiv year size color sex gen_id ligation_id sample_id
1134 2015 8.8 O M 1134 L2807 APCL15_354741
1299 2015 7 O M 1299 L2806 APCL15_404420
1135 2015 9.1 YP F 1135 L2805 APCL15_371421
705 2015 10.2 YP F 705 L2802 APCL15_407646
1296 2015 9.5 O M 1296 L2801 APCL15_372956
1142 2015 8.9 YP F 1142 L2800 APCL15_402921
1263 2015 10.4 YP F 1263 L2798 APCL15_373373
1136 2015 11.7 YP F 1136 L2796 APCL15_404829
1145 2015 8.3 O M 1145 L2795 APCL15_406317
1178 2015 10.3 YP F 1178 L2794 APCL15_404526
1228 2015 9.7 O M 1228 L2793 APCL15_407028
1280 2015 7.9 O M 1280 L2789 APCL15_371708
2597 2015 10.4 O M 2597 L2788 APCL15_404060
1273 2015 9.2 O M 1273 L2787 APCL15_402874
1161 2015 7 YR J 1161 L2785 APCL15_403879
1174 2015 10.6 O M 1174 L2783 APCL15_372491
2598 2015 8.4 O M 2598 L2778 APCL15_407137
574 2015 9.1 O M 574 L2775 APCL15_372981
1203 2015 8.6 O M 1203 L2774 APCL15_354327
2422 2015 7.3 O M 2422 L2771 APCL15_399571
1279 2015 8.5 O M 1279 L2770 APCL15_355926
2220 2015 8 YR F 2220 L2768 APCL15_372081
1196 2015 8.2 O M 1196 L2767 APCL15_407105
1172 2015 6.7 YR J 1172 L2766 APCL15_354641
2221 2015 9.3 YR F 2221 L2765 APCL15_367983
1173 2015 8.4 YP F 1173 L2762 APCL15_370062
2214 2015 9.2 YR F 2214 L2761 APCL15_369053
1843 2015 7.3 YP F 1843 L2760 APCL15_399642
1120 2015 8.5 O M 1120 L2759 APCL15_369437
433 2015 8.8 O M 433 L2756 APCL15_406954
1278 2015 8.9 O M 1278 L2755 APCL15_354107
970 2015 7.9 O M 970 L2753 APCL15_403913
1020 2015 8.8 O M 1020 L2751 APCL15_372487
1776 2015 6.3 YP J 1776 L2747 APCL15_354523
1293 2015 9.4 YP F 1293 L2743 APCL15_372325
1321 2015 9.2 O M 1321 L2741 APCL15_356312
1027 2015 8 O M 1027 L2739 APCL15_369281
1082 2015 9.8 YP F 1082 L2737 APCL15_373218
1067 2015 9.1 O M 1067 L2736 APCL15_356353
1016 2015 10 YP F 1016 L2735 APCL15_369767
1766 2015 7.8 YP J 1766 L2732 APCL15_373186
2211 2015 7.8 YR F 2211 L2727 APCL15_354513
1017 2015 8.7 O M 1017 L2724 APCL15_373232
1076 2015 10 YP F 1076 L2720 APCL15_368338
1087 2015 7 O M 1087 L2717 APCL15_372788
1091 2015 7.7 O M 1091 L2714 APCL15_364882
2402 2015 7.8 O M 2402 L2710 APCL15_368852
1075 2015 6.3 YR J 1075 L2708 APCL15_372316
2134 2015 8.3 YR J 2134 L2707 APCL15_354281
2212 2015 9.3 YR F 2212 L2706 APCL15_355891
1080 2015 10.5 O M 1080 L2704 APCL15_372611
1070 2015 6.1 Y J 1070 L2703 APCL15_368773
1081 2015 8.5 O M 1081 L2702 APCL15_403314
1077 2015 7 O M 1077 L2701 APCL15_369699
1084 2015 9.2 O M 1084 L2700 APCL15_355603
1074 2015 8.9 O M 1074 L2699 APCL15_371140
1840 2015 6.9 YP F 1840 L2698 APCL15_353987
2255 2015 6.9 YP F 2255 L2697 APCL15_369615
2179 2015 6 O M 2179 L2696 APCL15_368111
1071 2015 8.5 YP F 1071 L2694 APCL15_368386
1085 2015 8.7 O M 1085 L2693 APCL15_362937
2135 2015 7.3 YR J 2135 L2692 APCL15_353835
2610 2015 9.4 O M 2610 L2690 APCL15_355246
1031 2015 10.7 O M 1031 L2687 APCL15_364555
1083 2015 8.4 YP F 1083 L2686 APCL15_370180
1068 2015 8.4 O M 1068 L2685 APCL15_356422
1088 2015 11.9 O M 1088 L2684 APCL15_403157
1078 2015 6.4 YR J 1078 L2682 APCL15_406453
1838 2015 7.3 YP F 1838 L2681 APCL15_355903
1090 2015 7.2 O M 1090 L2680 APCL15_406807
1089 2015 11.6 O M 1089 L2679 APCL15_404299
1839 2015 7.5 YP F 1839 L2673 APCL15_354358
2416 2015 6.5 W J 2416 L2672 APCL15_355735
1073 2015 8.4 O M 1073 L2670 APCL15_403170
2210 2015 8.9 Y F 2210 L2668 APCL15_404993
1477 2015 8 O M 1477 L2667 APCL15_403468
2414 2015 7.5 O M 2414 L2665 APCL15_371425
1092 2015 8.8 O M 1092 L2664 APCL15_369857
2599 2015 9.4 O M 2599 L2663 APCL15_405034
1079 2015 11 YP F 1079 L2659 APCL15_370997
1072 2015 9.1 O M 1072 L2658 APCL15_362514
1069 2015 10.1 YP F 1069 L2655 APCL15_404131
1086 2015 10.7 O M 1086 L2654 APCL15_404021
2227 2015 10.9 YR F 2227 L2653 APCL15_368924
1353 2015 9.2 YP F 1353 L2649 APCL15_354247
1417 2015 8.1 O M 1417 L2647 APCL15_370599
1379 2015 9.6 O M 1379 L2642 APCL15_404090
1356 2015 10.5 O M 1356 L2638 APCL15_355666
1376 2015 10.6 O M 1376 L2637 APCL15_407297
1354 2015 7.9 O M 1354 L2636 APCL15_406498
1458 2015 10.8 YP F 1458 L2635 APCL15_372405
779 2015 10.7 O M 779 L2634 APCL15_371672
2228 2015 12.2 YR F 2228 L2633 APCL15_370613
1438 2015 8.4 O M 1438 L2628 APCL15_372649
1459 2015 8.8 O M 1459 L2627 APCL15_355734
1439 2015 8.8 O M 1439 L2626 APCL15_362714
1401 2015 7 O M 1401 L2624 APCL15_362989
1368 2015 10.1 O M 1368 L2622 APCL15_356398
1457 2015 9.5 O M 1457 L2619 APCL15_404792
2147 2015 9 Y J 2147 L2617 APCL15_372731
2771 2015 10.2 YP F 2771 L2616 APCL15_375244
1391 2015 8.8 O M 1391 L2614 APCL15_354481
1412 2015 7.9 O M 1412 L2613 APCL15_368898
1351 2015 7.8 O M 1351 L2610 APCL15_354123
1380 2015 9.7 YP F 1380 L2609 APCL15_354382
1363 2015 7.2 O M 1363 L2603 APCL15_405116
1453 2015 9.6 YP F 1453 L2602 APCL15_370174
2493 2015 8.7 O M 2493 L2601 APCL15_403708
1437 2015 7.4 O M 1437 L2596 APCL15_355651
1440 2015 8.9 O M 1440 L2595 APCL15_370407
1366 2015 9.9 O M 1366 L2593 APCL15_356404
1378 2015 7 Y J 1378 L2592 APCL15_405015
1403 2015 9.1 O M 1403 L2590 APCL15_370592
1444 2015 7.7 O M 1444 L2588 APCL15_405033
2229 2015 9.6 Y F 2229 L2586 APCL15_356267
1427 2015 9.3 O M 1427 L2584 APCL15_402781
2399 2015 9.7 Y F 2399 L2587 APCL15_403045
2381 2015 9 O M 2381 L2776 APCL15_399614
2375 2015 9.2 YP F 2375 L2786 APCL15_404313
1480 2015 9.1 O M 1480 L2438 APCL15_404635
1046 2015 9.3 O M 1046 L3070 APCL15_404653
1479 2015 10.4 YP F 1479 L2343 APCL15_402950
2132 2015 7.2 YR J 2132 L2338 APCL15_403075
1483 2015 9.1 O M 1483 L2337 APCL15_403072
1481 2015 9.5 YP F 1481 L2336 APCL15_403388
2207 2015 9.5 YR F 2207 L2334 APCL15_403262
2148 2015 8.5 YR J 2148 L2333 APCL15_405490
1478 2015 6.2 YR J 1478 L2332 APCL15_402854
1482 2015 8.4 O M 1482 L2331 APCL15_404648
1484 2015 9.2 O M 1484 L2315 APCL15_356376
578 2015 7.9 O M 578 L2750 APCL15_373511
281 2015 7.2 YP F 281 L3060 APCL15_375659
570 2015 8.3 Y F 570 L2748 APCL15_356339
5 2015 9.4 YP F 5 L2959 APCL15_355541
1029 2015 8.8 O M 1029 L2808 APCL15_407670
2319 2015 9.1 YR F 2319 L2912 APCL15_403062
2367 2015 9.4 YP F 2367 L2782 APCL15_405904
2373 2015 7.7 YR J 2373 L2799 APCL15_403393
2314 2015 8.3 O M 2314 L2597 APCL15_372549
2366 2015 10 O M 2366 L2856 APCL15_404670
2321 2015 9.6 O M 2321 L2824 APCL15_406037
6 2015 8.2 O M 6 L2939 APCL15_399786
2308 2015 8.6 O M 2308 L2777 APCL15_406164
2307 2015 8.3 YP F 2307 L2781 APCL15_403391
2554 2015 10.2 O M 2554 L2913 APCL15_402510
527 2015 8.5 O M 527 L2812 APCL15_407401
302 2015 8.6 O M 302 L2849 APCL15_376136
2552 2015 9.3 YP F 2552 L2907 APCL15_403777
2309 2015 6.4 O J 2309 L2949 APCL15_373608
2364 2015 8.9 O M 2364 L3080 APCL15_401889
277 2015 8.8 YR J 277 L3047 APCL15_403102
16 2015 8.2 O M 16 L2919 APCL15_404741
2298 2015 9.2 YP F 2298 L2779 APCL15_404854
2208 2015 8.1 YR F 2208 L2752 APCL15_403892
2 2014 9.4 YP F 2 L0822 APCL14_357
501 2014 9.5 O M 501 L1197 APCL14_279
1030 2014 7 YR J 1030 L2441 APCL14_252
1036 2014 5.8 YP F 1036 L0751 APCL14_105
2421 2014 6.8 O M 2421 L0700 APCL14_022
1010 2014 8.3 O M 1010 L3170 APCL14_549
530 2014 9.2 O M 530 L3053 APCL14_202
793 2014 6 Y J 793 L3014 APCL14_196
337 2014 7.2 O M 337 L0740 APCL14_413
2441 2014 7.1 Y J 2441 L0983 APCL14_001
7 2014 7.8 O M 7 L1198 APCL14_280
2365 2014 7.5 O M 2365 L1302 APCL14_266
2380 2014 10 O M 2380 L0720 APCL14_004
8 2014 10.2 YP F 8 L0945 APCL14_007
2718 2014 6.4 O M 2718 L0935 APCL14_391
2723 2014 7.2 YR J 2723 L1290 APCL14_034
783 2014 8.2 O M 783 L0933 APCL14_255
2739 2014 6.5 O M 2739 L0771 APCL14_044
2737 2014 6 O M 2737 L0927 APCL14_141
2539 2014 6.7 YP F 2539 L0750 APCL14_047
535 2014 8.8 YP F 535 L0724 APCL14_042
1825 2014 7.9 YP F 1825 L2530 APCL14_250
729 2014 9.6 O M 729 L2512 APCL14_203
389 2014 7.8 O M 389 L2511 APCL14_178
543 2014 6.3 Y J 543 L2509 APCL14_150
669 2014 9 O M 669 L2508 APCL14_083
414 2014 10.5 O M 414 L2507 APCL14_072
2247 2014 7.8 YP F 2247 L2501 APCL14_062
683 2014 9.7 YP F 683 L2500 APCL14_008
372 2014 8.8 Y F 372 L2348 APCL14_125
147 2014 7.8 O M 147 L2289 APCL14_560
395 2014 6.3 Y J 395 L2244 APCL14_130
2083 2014 8.9 Y F 2083 L1744 APCL14_316
735 2014 8.4 O M 735 L1743 APCL14_315
2129 2014 7.8 Y J 2129 L1348 APCL14_258
2173 2014 6 O M 2173 L1338 APCL14_085
379 2014 9.2 YP F 379 L1337 APCL14_082
2312 2014 8 O M 2312 L1335 APCL14_146
614 2014 6.4 Y J 614 L1332 APCL14_177
749 2014 8.4 O M 749 L1331 APCL14_163
324 2014 9.2 O M 324 L1324 APCL14_180
515 2014 8.2 O M 515 L1301 APCL14_257
2084 2014 8.8 Y F 2084 L1295 APCL14_211
1793 2014 5.1 YP F 1793 L1293 APCL14_037
347 2014 6.3 W J 347 L1286 APCL14_459
2311 2014 7 O M 2311 L1284 APCL14_148
403 2014 7.6 O M 403 L1283 APCL14_433
340 2014 9.8 O M 340 L1280 APCL14_243
2169 2014 5.8 O M 2169 L1247 APCL14_554
517 2014 9.2 O M 517 L1246 APCL14_254
772 2014 8.3 O M 772 L1245 APCL14_249
2362 2014 8.5 O M 2362 L1242 APCL14_035
647 2014 9.3 YP F 647 L1240 APCL14_451
771 2014 9.2 O M 771 L1239 APCL14_448
794 2014 9.3 YP F 794 L1235 APCL14_256
536 2014 9.2 O M 536 L1234 APCL14_184
724 2014 10.1 YP F 724 L1233 APCL14_097
2077 2014 7.8 YR F 2077 L1232 APCL14_055
518 2014 7.9 O M 518 L1227 APCL14_011
2048 2014 9.2 Y F 2048 L1205 APCL14_287
27 2014 7.8 O M 27 L1204 APCL14_286
10 2014 8 O M 10 L1203 APCL14_285
776 2014 6 Y J 776 L1202 APCL14_284
26 2014 8.9 O M 26 L1201 APCL14_283
2089 2014 9 Y F 2089 L1200 APCL14_282
11 2014 7.3 O M 11 L1199 APCL14_281
2127 2014 9.4 Y J 2127 L1196 APCL14_278
508 2014 9.1 O M 508 L1195 APCL14_276
2130 2014 8.2 Y J 2130 L1194 APCL14_274
391 2014 6.8 Y J 391 L1193 APCL14_264
488 2014 6.8 YR J 488 L1192 APCL14_262
2091 2014 8.2 Y F 2091 L1191 APCL14_259
2080 2014 8.2 Y F 2080 L1190 APCL14_322
2131 2014 8.5 Y J 2131 L1189 APCL14_297
1 2014 8.9 O M 1 L1188 APCL14_288
334 2014 9.9 O M 334 L1187 APCL14_172
751 2014 8.7 O M 751 L1186 APCL14_275
462 2014 7.6 O M 462 L1185 APCL14_267
2094 2014 9 Y F 2094 L1184 APCL14_265
484 2014 7.6 O M 484 L1183 APCL14_222
604 2014 9 O M 604 L1182 APCL14_263
20 2014 10.7 YP F 20 L1172 APCL14_415
487 2014 7.7 O M 487 L1168 APCL14_272
2075 2014 8.7 Y F 2075 L1016 APCL14_298
2172 2014 6.7 O M 2172 L1001 APCL14_235
697 2014 8.3 YP F 697 L0992 APCL14_147
343 2014 8.5 O M 343 L0990 APCL14_121
533 2014 10.6 O M 533 L0987 APCL14_068
560 2014 9 YP F 560 L0984 APCL14_014
975 2014 6.8 O M 975 L0967 APCL14_458
498 2014 9.6 O M 498 L0957 APCL14_165
2401 2014 6.7 YP F 2401 L0951 APCL14_057
1811 2014 5.5 YP F 1811 L0950 APCL14_056
2126 2014 7.8 YR J 2126 L0949 APCL14_053
332 2014 9.5 YP F 332 L0946 APCL14_015
2165 2014 6.2 O M 2165 L0942 APCL14_556
417 2014 7.5 O M 417 L0932 APCL14_221
2082 2014 8.3 YR F 2082 L0926 APCL14_135
307 2014 10.7 YP F 307 L0924 APCL14_098
562 2014 8.8 O M 562 L0920 APCL14_052
666 2014 7.4 O M 666 L0919 APCL14_041
2071 2014 8.8 YR F 2071 L0918 APCL14_040
2088 2014 7.2 Y F 2088 L0905 APCL14_123
293 2014 8.4 O M 293 L0904 APCL14_115
328 2014 7.7 O M 328 L0902 APCL14_111
2093 2014 7.9 Y F 2093 L0901 APCL14_110
2320 2014 6.3 YR J 2320 L0898 APCL14_075
451 2014 6 YR J 451 L0896 APCL14_067
2352 2014 6.3 W J 2352 L0895 APCL14_065
2125 2014 10.1 Y J 2125 L0823 APCL14_359
442 2014 9 O M 442 L0818 APCL14_261
323 2014 9.3 O M 323 L0817 APCL14_248
1807 2014 7 YP F 1807 L0816 APCL14_247
2111 2014 9.4 Y F 2111 L0814 APCL14_550
2363 2014 6.3 W J 2363 L0788 APCL14_226
544 2014 8.6 O M 544 L0786 APCL14_201
436 2014 9 O M 436 L0778 APCL14_078
398 2014 7.2 O M 398 L0770 APCL14_557
756 2014 7.4 O M 756 L0769 APCL14_548
719 2014 8.1 O M 719 L0765 APCL14_456
1792 2014 6 YP F 1792 L0756 APCL14_240
2087 2014 9.9 Y F 2087 L0754 APCL14_171
2092 2014 10.2 Y F 2092 L0753 APCL14_170
596 2014 8.1 YP F 596 L0747 APCL14_546
466 2014 7.7 O M 466 L0744 APCL14_452
633 2014 9.1 O M 633 L0741 APCL14_438
2324 2014 8.1 O M 2324 L0739 APCL14_398
1795 2014 6.4 YP F 1795 L0736 APCL14_239
280 2014 10.1 YP F 280 L0734 APCL14_181
448 2014 10.1 O M 448 L0733 APCL14_176
2278 2014 9.7 O M 2278 L0732 APCL14_169
286 2014 7.8 O M 286 L0731 APCL14_168
2113 2014 6.8 O M 2113 L0729 APCL14_149
367 2014 7.8 O M 367 L0728 APCL14_140
2359 2014 9.5 O M 2359 L0727 APCL14_050
315 2014 7.3 O M 315 L0725 APCL14_043
361 2014 8.8 O M 361 L0722 APCL14_006
761 2014 6.2 Y J 761 L0714 APCL14_142
2081 2014 8.7 Y F 2081 L0711 APCL14_120
559 2014 9 O M 559 L0710 APCL14_117
612 2014 7 Y J 612 L0709 APCL14_112
653 2014 10.1 O M 653 L0704 APCL14_073
458 2014 9.3 O M 458 L0703 APCL14_070
742 2014 8.5 YP F 742 L0701 APCL14_023
2303 2014 8.1 O M 2303 L0712 APCL14_244
506 2014 8.1 O M 506 L0687 APCL14_009
2361 2014 8.3 Y F 2361 L1013 APCL14_268
2332 2014 7.5 O M 2332 L0923 APCL14_095
2085 2014 8 Y F 2085 L0627 APCL14_457
2164 2014 5.8 O M 2164 L0613 APCL14_312
345 2014 8.3 O M 345 L0612 APCL14_309
691 2014 9.2 O M 691 L0609 APCL14_335
2128 2014 8.9 YR J 2128 L0608 APCL14_334
331 2014 8 O M 331 L0607 APCL14_333
494 2014 6.2 Y J 494 L0605 APCL14_323
396 2014 7.7 O M 396 L0604 APCL14_321
2076 2014 8.4 Y F 2076 L0603 APCL14_319
2046 2014 7.1 Y F 2046 L0601 APCL14_317
424 2014 6.5 Y J 424 L0599 APCL14_313
2090 2014 9.3 YR F 2090 L0594 APCL14_299
753 2014 7.5 O M 753 L0593 APCL14_292
626 2014 9 O M 626 L0592 APCL14_291
2078 2014 9.1 Y F 2078 L0591 APCL14_290
2717 2013 9.6 YP F 2717 L1098 APCL13_145
496 2013 8.6 YP F 496 L1224 APCL13_599
1028 2013 8.2 O M 1028 L0677 APCL13_584
2538 2013 7.5 YP F 2538 L0285 APCL13_252
2171 2013 5.4 O M 2171 L2528 APCL13_515
1817 2013 6.6 YP F 1817 L2527 APCL13_416
788 2013 6.3 YR J 788 L2491 APCL13_456
1820 2013 7.9 YP F 1820 L2443 APCL13_513
394 2013 9.2 O M 394 L2442 APCL13_496
2716 2013 7.4 YR F 2716 L0410 APCL13_031
341 2013 6.3 W J 341 L2395 APCL13_502
2174 2013 6.6 O M 2174 L2393 APCL13_415
2342 2013 7.9 O M 2342 L0346 APCL13_315
365 2013 9.1 O M 365 L2239 APCL13_511
1799 2013 6.5 YP F 1799 L2236 APCL13_508
564 2013 9.7 O M 564 L2235 APCL13_506
303 2013 10.3 YP F 303 L2234 APCL13_205
699 2013 8.6 O M 699 L2233 APCL13_504
318 2013 9.6 O M 318 L2232 APCL13_503
437 2013 8.3 YP F 437 L2230 APCL13_414
758 2013 9.3 YP F 758 L0372 APCL13_355
609 2013 8 O M 609 L2200 APCL13_643
1794 2013 5.5 YP F 1794 L1336 APCL13_650
381 2013 7.5 O M 381 L1319 APCL13_597
313 2013 9.6 YP F 313 L1317 APCL13_576
774 2013 9.4 YP F 774 L1316 APCL13_571
287 2013 9.7 YP F 287 L1315 APCL13_546
376 2013 8.3 O M 376 L1278 APCL13_610
671 2013 9.8 O M 671 L1271 APCL13_578
503 2013 7.1 O M 503 L1261 APCL13_465
1804 2013 5.6 YP F 1804 L1250 APCL13_665
702 2013 8.2 O M 702 L1225 APCL13_602
529 2013 9.2 YP F 529 L1223 APCL13_598
444 2013 9.8 O M 444 L1222 APCL13_596
1815 2013 6.7 YP F 1815 L1221 APCL13_579
1822 2013 6.8 YP F 1822 L1219 APCL13_559
961 2013 8 O M 961 L1218 APCL13_557
769 2013 10.5 YP F 769 L1217 APCL13_555
2072 2013 7.6 YR F 2072 L1215 APCL13_211
747 2013 8.9 O M 747 L1209 APCL13_630
465 2013 9.3 YP F 465 L1181 APCL13_592
611 2013 7.3 O M 611 L1115 APCL13_170
2051 2013 7.4 Y F 2051 L1114 APCL13_169
151 2013 6.5 YR J 151 L1113 APCL13_168
2121 2013 9.5 Y J 2121 L1111 APCL13_166
743 2013 8.5 YP F 743 L1109 APCL13_162
2086 2013 8.4 YR F 2086 L1108 APCL13_161
1789 2013 7.8 YP F 1789 L1107 APCL13_160
93 2013 7.2 O M 93 L1105 APCL13_158
538 2013 10.5 O M 538 L1100 APCL13_149
554 2013 8.2 O M 554 L1097 APCL13_144
388 2013 11.6 YP F 388 L1096 APCL13_135
963 2013 6.2 YP J 963 L1095 APCL13_134
695 2013 6.3 Y J 695 L1094 APCL13_133
353 2013 10.7 O M 353 L1093 APCL13_132
371 2013 6 YR J 371 L1091 APCL13_128
2060 2013 11.2 YR F 2060 L1090 APCL13_127
215 2013 11.1 O M 215 L1089 APCL13_126
2096 2013 7.5 YR F 2096 L1085 APCL13_121
2333 2013 11.1 O M 2333 L1084 APCL13_120
1828 2013 7.4 YP F 1828 L1081 APCL13_114
819 2013 6.3 YR J 819 L1073 APCL13_104
817 2013 9.5 O M 817 L1071 APCL13_102
360 2013 7.7 O M 360 L0979 APCL13_651
282 2013 10.5 O M 282 L0978 APCL13_634
733 2013 8.2 O M 733 L0977 APCL13_631
2114 2013 5.9 YP F 2114 L0975 APCL13_613
445 2013 7.5 O M 445 L0944 APCL13_658
720 2013 10.8 YP F 720 L0943 APCL13_635
2248 2013 7.4 YP F 2248 L0890 APCL13_644
472 2013 8 O M 472 L0886 APCL13_618
800 2013 7 O M 800 L0882 APCL13_603
2073 2013 10.6 YR F 2073 L0879 APCL13_589
664 2013 10.1 O M 664 L0878 APCL13_588
1801 2013 7.2 YP F 1801 L0872 APCL13_562
754 2013 7.4 O M 754 L0871 APCL13_560
401 2013 7 O M 401 L0860 APCL13_524
2168 2013 6.4 O M 2168 L0857 APCL13_492
470 2013 8.6 O M 470 L0853 APCL13_478
1818 2013 5.6 YP F 1818 L0845 APCL13_441
294 2013 8.3 O M 294 L0844 APCL13_437
1823 2013 7.3 YP F 1823 L0774 APCL13_660
775 2013 8.8 YP F 775 L0772 APCL13_652
438 2013 7.8 O M 438 L0768 APCL13_606
397 2013 9.7 YP F 397 L0748 APCL13_620
2374 2013 9.1 O M 2374 L0678 APCL13_587
2115 2013 7.8 YP F 2115 L0689 APCL13_621
1821 2013 7.8 YP F 1821 L0688 APCL13_619
632 2013 8.5 O M 632 L0686 APCL13_614
1800 2013 7.2 YP F 1800 L0684 APCL13_604
725 2013 8.8 O M 725 L0681 APCL13_594
1756 2013 7.3 YP J 1756 L0680 APCL13_591
731 2013 6.5 YR J 731 L0679 APCL13_590
541 2013 9.5 O M 541 L0676 APCL13_583
1758 2013 6.1 YP J 1758 L0675 APCL13_580
1813 2013 5.7 YP F 1813 L0674 APCL13_573
297 2013 9.2 O M 297 L0673 APCL13_570
421 2013 9.7 YP F 421 L0672 APCL13_569
667 2013 8.4 O M 667 L0671 APCL13_566
2301 2013 9.6 YP F 2301 L0670 APCL13_565
1808 2013 6.6 YP F 1808 L0668 APCL13_532
2112 2013 6.5 O M 2112 L0667 APCL13_530
375 2013 9 YP F 375 L0666 APCL13_528
1798 2013 7.5 YP F 1798 L0665 APCL13_526
1755 2013 6.3 YP J 1755 L0664 APCL13_521
631 2013 9.2 YP F 631 L0663 APCL13_517
896 2013 10.6 O M 896 L0662 APCL13_021
1824 2013 5.4 YP F 1824 L0659 APCL13_488
1761 2013 6.1 YP J 1761 L0657 APCL13_481
1805 2013 7.4 YP F 1805 L0656 APCL13_474
477 2013 9.7 O M 477 L0654 APCL13_469
1762 2013 6.3 YP J 1762 L0652 APCL13_421
1814 2013 7.1 YP F 1814 L0651 APCL13_420
292 2013 10.1 YP F 292 L0492 APCL13_548
2109 2013 12.4 Y F 2109 L0482 APCL13_022
2110 2013 11.4 Y F 2110 L0481 APCL13_020
1827 2013 7.1 YP F 1827 L0479 APCL13_499
643 2013 10.7 YP F 643 L0477 APCL13_497
2252 2013 7.6 YP F 2252 L0475 APCL13_494
382 2013 9.2 YP F 382 L0469 APCL13_482
2108 2013 10 Y F 2108 L0456 APCL13_006
893 2013 9.8 O M 893 L0454 APCL13_004
752 2013 7.1 O M 752 L0451 APCL13_427
700 2013 9 O M 700 L0445 APCL13_219
114 2013 7.4 O M 114 L0441 APCL13_182
126 2013 8.7 O M 126 L0440 APCL13_180
214 2013 9.6 O M 214 L0439 APCL13_164
125 2013 8.2 O M 125 L0438 APCL13_163
2057 2013 8.2 Y F 2057 L0437 APCL13_156
2079 2013 11.2 YR F 2079 L0435 APCL13_148
2327 2013 11 O M 2327 L0434 APCL13_147
137 2013 12.1 YP F 137 L0433 APCL13_136
806 2013 11.9 O M 806 L0431 APCL13_119
818 2013 12.5 YP F 818 L0430 APCL13_118
2097 2013 10.5 YR F 2097 L0429 APCL13_111
811 2013 8.8 O M 811 L0428 APCL13_109
810 2013 10.9 YP F 810 L0426 APCL13_088
812 2013 10.2 YP F 812 L0422 APCL13_081
801 2013 8.9 YP F 801 L0421 APCL13_073
814 2013 6.4 YR J 814 L0419 APCL13_049
1829 2013 7.1 YP F 1829 L0418 APCL13_046
2095 2013 7.7 YR F 2095 L0412 APCL13_039
1802 2013 7 YP F 1802 L0409 APCL13_408
665 2013 7 O M 665 L0408 APCL13_407
679 2013 7.6 O M 679 L0406 APCL13_405
306 2013 8.8 O M 306 L0403 APCL13_397
443 2013 9.2 YP F 443 L0402 APCL13_392
429 2013 7.6 O M 429 L0401 APCL13_391
2250 2013 7.6 YP F 2250 L0397 APCL13_387
342 2013 10.5 YP F 342 L0393 APCL13_381
657 2013 10.2 O M 657 L0390 APCL13_377
750 2013 10.2 YP F 750 L0389 APCL13_376
474 2013 6.3 YR J 474 L0386 APCL13_373
703 2013 9.1 O M 703 L0384 APCL13_370
450 2013 8.3 YP F 450 L0382 APCL13_368
505 2013 7.6 O M 505 L0380 APCL13_366
1757 2013 7 YP J 1757 L0376 APCL13_360
2317 2013 9.5 O M 2317 L0373 APCL13_356
740 2013 8.2 O M 740 L0371 APCL13_354
290 2013 7.4 O M 290 L0369 APCL13_350
349 2013 8.6 O M 349 L0368 APCL13_349
1803 2013 7.7 YP F 1803 L0365 APCL13_344
692 2013 7.5 O M 692 L0364 APCL13_343
628 2013 7.8 O M 628 L0360 APCL13_338
791 2013 9.4 YP F 791 L0359 APCL13_335
1790 2013 7.1 YP F 1790 L0356 APCL13_331
2170 2013 5.8 O M 2170 L0355 APCL13_330
402 2013 9.1 YP F 402 L0354 APCL13_329
1806 2013 7 YP F 1806 L0353 APCL13_326
766 2013 8.2 YP F 766 L0350 APCL13_322
300 2013 9.9 YP F 300 L0349 APCL13_319
491 2013 6.8 YR J 491 L0348 APCL13_318
322 2013 7.8 O M 322 L0347 APCL13_317
755 2013 9.8 O M 755 L0345 APCL13_314
510 2013 8.6 YP F 510 L0343 APCL13_312
479 2013 7.5 O M 479 L0342 APCL13_311
409 2013 8 O M 409 L0341 APCL13_310
2318 2013 7 YR J 2318 L0340 APCL13_309
737 2013 9.5 YP F 737 L0339 APCL13_308
110 2013 8 O M 110 L0338 APCL13_307
658 2013 9.8 O M 658 L0335 APCL13_304
723 2013 8.7 YP F 723 L0334 APCL13_303
717 2013 8.2 O M 717 L0333 APCL13_302
1810 2013 6.3 YP F 1810 L0329 APCL13_297
428 2013 9.7 O M 428 L0328 APCL13_296
762 2013 9 YP F 762 L0327 APCL13_295
446 2013 10.2 YP F 446 L0325 APCL13_293
1796 2013 6.2 YP F 1796 L0322 APCL13_290
467 2013 8.3 O M 467 L0320 APCL13_288
590 2013 10 YP F 590 L0314 APCL13_282
1812 2013 7.6 YP F 1812 L0312 APCL13_279
1835 2013 6.9 YP F 1835 L0309 APCL13_276
1836 2013 7.7 YP F 1836 L0306 APCL13_273
2167 2013 6.7 O M 2167 L0303 APCL13_270
1826 2013 5.8 YP F 1826 L0302 APCL13_269
586 2013 8.3 O M 586 L0300 APCL13_267
410 2013 8.2 YP F 410 L0297 APCL13_264
327 2013 7.9 O M 327 L0295 APCL13_262
311 2013 6 YR J 311 L0294 APCL13_261
2249 2013 6.2 YP F 2249 L0292 APCL13_259
606 2013 7 O M 606 L0290 APCL13_257
655 2013 8.1 YP F 655 L0289 APCL13_256
2253 2013 7.8 YP F 2253 L0287 APCL13_254
1816 2013 6.6 YP F 1816 L0284 APCL13_251
1797 2013 5.3 YP F 1797 L0279 APCL13_246
563 2013 7.9 O M 563 L0276 APCL13_243
455 2013 9.1 O M 455 L0275 APCL13_242
