comparison,time_scale,log_like,iteration
gen_annual_bio_annual,annual,-27742.1154933918,517
gen_total_bio_total,total_years,-29061.2060547291,517
gen_monsoonal_bio_total,monsoonal,-13282.931890433,518
gen_monsoonal_bio_monsoonal,total_monsoons,-24889.0330209584,518
gen_annual_bio_annual,annual,-28966.4996461374,518
gen_total_bio_total,total_years,-29142.844614855,518
gen_monsoonal_bio_total,monsoonal,-13301.7224544234,519
gen_monsoonal_bio_monsoonal,total_monsoons,-25514.2513129877,519
gen_annual_bio_annual,annual,-27443.839126586,519
gen_total_bio_total,total_years,-38931.5399663821,519
gen_monsoonal_bio_total,monsoonal,-13627.552868583,520
gen_monsoonal_bio_monsoonal,total_monsoons,-23831.4487405064,520
gen_annual_bio_annual,annual,-26428.9669385825,520
gen_total_bio_total,total_years,-28724.5896734702,520
gen_monsoonal_bio_total,monsoonal,-13313.1718209933,521
gen_monsoonal_bio_monsoonal,total_monsoons,-24875.95536076,521
gen_annual_bio_annual,annual,-27429.0394462447,521
gen_total_bio_total,total_years,-40316.6244528339,521
gen_monsoonal_bio_total,monsoonal,-13203.0866375846,522
gen_monsoonal_bio_monsoonal,total_monsoons,-23135.0473302802,522
gen_total_bio_total,total_years,-27769.528189651,522
gen_annual_bio_annual,annual,-30100.797873862,522
gen_monsoonal_bio_total,monsoonal,-17354.8852938965,523
gen_monsoonal_bio_monsoonal,total_monsoons,-27843.7483711124,523
gen_total_bio_total,total_years,-29553.9366787241,523
gen_annual_bio_annual,annual,-30190.258599037,523
gen_monsoonal_bio_total,monsoonal,-14470.6451306086,524
gen_monsoonal_bio_monsoonal,total_monsoons,-26787.8385005267,524
gen_annual_bio_annual,annual,-27741.468369263,524
gen_total_bio_total,total_years,-30168.8188810776,524
gen_monsoonal_bio_total,monsoonal,-12960.7425529365,525
gen_monsoonal_bio_monsoonal,total_monsoons,-22344.3316097358,525
gen_total_bio_total,total_years,-29601.5549651814,525
gen_annual_bio_annual,annual,-36047.664905738,525
gen_monsoonal_bio_total,monsoonal,-11479.4261186646,526
gen_monsoonal_bio_monsoonal,total_monsoons,-20912.8475267047,526
gen_annual_bio_annual,annual,-30205.3524620136,526
gen_total_bio_total,total_years,-38744.5068409231,526
gen_monsoonal_bio_total,monsoonal,-15472.0501917883,527
gen_monsoonal_bio_monsoonal,total_monsoons,-26254.1748931925,527
gen_annual_bio_annual,annual,-29404.9292204717,527
gen_total_bio_total,total_years,-39610.6832244926,527
gen_monsoonal_bio_total,monsoonal,-15032.8591908804,528
gen_annual_bio_annual,annual,-27066.7037978316,528
gen_monsoonal_bio_monsoonal,total_monsoons,-27170.0691208781,528
gen_total_bio_total,total_years,-29133.3233589773,528
gen_monsoonal_bio_total,monsoonal,-14730.6863467266,529
gen_monsoonal_bio_monsoonal,total_monsoons,-25905.018178415,529
gen_total_bio_total,total_years,-28602.0597376256,529
gen_annual_bio_annual,annual,-28875.4765168894,529
gen_monsoonal_bio_total,monsoonal,-11821.904853047,530
gen_monsoonal_bio_monsoonal,total_monsoons,-21699.079158912,530
gen_annual_bio_annual,annual,-27335.1659033555,530
gen_total_bio_total,total_years,-38997.6220586665,530
gen_monsoonal_bio_total,monsoonal,-13995.8693230377,531
gen_annual_bio_annual,annual,-26415.0611471694,531
gen_monsoonal_bio_monsoonal,total_monsoons,-26652.5599286434,531
gen_total_bio_total,total_years,-40448.4937791872,531
gen_monsoonal_bio_total,monsoonal,-14511.0610854104,532
gen_monsoonal_bio_monsoonal,total_monsoons,-23870.6971294211,532
gen_annual_bio_annual,annual,-26985.6030663041,532
gen_total_bio_total,total_years,-27503.1228473913,532
gen_monsoonal_bio_total,monsoonal,-12469.0210413435,533
gen_monsoonal_bio_monsoonal,total_monsoons,-22263.7060178355,533
gen_annual_bio_annual,annual,-26694.538714947,533
gen_total_bio_total,total_years,-38490.3527376853,533
gen_monsoonal_bio_total,monsoonal,-14190.4556475747,534
gen_monsoonal_bio_monsoonal,total_monsoons,-25486.538544076,534
gen_annual_bio_annual,annual,-26235.4723844537,534
gen_total_bio_total,total_years,-40069.5426472857,534
gen_monsoonal_bio_total,monsoonal,-13788.5642085555,535
gen_monsoonal_bio_monsoonal,total_monsoons,-23861.6874610681,535
gen_annual_bio_annual,annual,-26171.5940071777,535
gen_total_bio_total,total_years,-38133.9939196072,535
gen_monsoonal_bio_total,monsoonal,-13664.1090627981,536
gen_monsoonal_bio_monsoonal,total_monsoons,-25215.4075374631,536
gen_total_bio_total,total_years,-28342.1663436413,536
gen_annual_bio_annual,annual,-31207.0135115291,536
gen_monsoonal_bio_total,monsoonal,-15984.3167369831,537
gen_annual_bio_annual,annual,-26090.2848904059,537
gen_monsoonal_bio_monsoonal,total_monsoons,-27721.0932060534,537
gen_total_bio_total,total_years,-40105.8565293311,537
gen_monsoonal_bio_total,monsoonal,-15702.5885003328,538
gen_monsoonal_bio_monsoonal,total_monsoons,-25905.7323027102,538
gen_total_bio_total,total_years,-26479.1557989911,538
gen_annual_bio_annual,annual,-30422.3360541096,538
gen_monsoonal_bio_total,monsoonal,-11530.0943713405,539
gen_monsoonal_bio_monsoonal,total_monsoons,-22633.2992549967,539
gen_annual_bio_annual,annual,-26438.8808598335,539
gen_total_bio_total,total_years,-39037.8785551652,539
gen_monsoonal_bio_total,monsoonal,-12268.8530476353,540
gen_monsoonal_bio_monsoonal,total_monsoons,-22990.5306890375,540
gen_annual_bio_annual,annual,-26272.8993074878,540
gen_total_bio_total,total_years,-34138.6986633753,540
gen_monsoonal_bio_total,monsoonal,-15710.8405777164,541
gen_total_bio_total,total_years,-27798.1890731105,541
gen_monsoonal_bio_monsoonal,total_monsoons,-27933.8081746101,541
gen_annual_bio_annual,annual,-28091.2599764698,541
gen_monsoonal_bio_total,monsoonal,-13603.2952219898,542
gen_monsoonal_bio_monsoonal,total_monsoons,-23131.4341903018,542
gen_annual_bio_annual,annual,-27460.9872367461,542
gen_total_bio_total,total_years,-27726.45185523,542
gen_monsoonal_bio_total,monsoonal,-16249.1213990155,543
gen_annual_bio_annual,annual,-28018.7123634882,543
gen_monsoonal_bio_monsoonal,total_monsoons,-28922.5085224395,543
gen_total_bio_total,total_years,-43568.7729438139,543
gen_monsoonal_bio_total,monsoonal,-13513.1084036837,544
gen_monsoonal_bio_monsoonal,total_monsoons,-23630.9600556679,544
gen_annual_bio_annual,annual,-28186.5487483598,544
gen_total_bio_total,total_years,-38694.7492891482,544
gen_monsoonal_bio_total,monsoonal,-15102.955331224,545
gen_monsoonal_bio_monsoonal,total_monsoons,-26968.876969457,545
gen_annual_bio_annual,annual,-28134.5271782124,545
gen_total_bio_total,total_years,-39755.2733883047,545
gen_monsoonal_bio_total,monsoonal,-13431.6503262995,546
gen_monsoonal_bio_monsoonal,total_monsoons,-23290.0651979001,546
gen_total_bio_total,total_years,-27249.3746434172,546
gen_annual_bio_annual,annual,-29913.7710585798,546
gen_monsoonal_bio_total,monsoonal,-15222.1385690945,547
gen_monsoonal_bio_monsoonal,total_monsoons,-27990.8919051625,547
gen_total_bio_total,total_years,-28691.7210240797,547
gen_annual_bio_annual,annual,-29135.1918884031,547
gen_monsoonal_bio_total,monsoonal,-13600.9590595417,548
gen_monsoonal_bio_monsoonal,total_monsoons,-24317.8936691294,548
gen_annual_bio_annual,annual,-27548.7237173966,548
gen_total_bio_total,total_years,-38739.4377651861,548
gen_monsoonal_bio_total,monsoonal,-12277.6462857662,549
gen_monsoonal_bio_monsoonal,total_monsoons,-22607.8709953369,549
gen_annual_bio_annual,annual,-27724.7995253436,549
gen_total_bio_total,total_years,-39673.5612905223,549
gen_monsoonal_bio_total,monsoonal,-15515.8679598123,550
gen_monsoonal_bio_monsoonal,total_monsoons,-26820.3327436704,550
gen_annual_bio_annual,annual,-27212.3451706216,550
gen_total_bio_total,total_years,-40491.7719608577,550
gen_monsoonal_bio_total,monsoonal,-12342.3812109354,551
gen_monsoonal_bio_monsoonal,total_monsoons,-22517.5230001748,551
gen_annual_bio_annual,annual,-25766.8321436088,551
gen_total_bio_total,total_years,-27247.0907677212,551
gen_monsoonal_bio_total,monsoonal,-15015.3998366513,552
gen_monsoonal_bio_monsoonal,total_monsoons,-25046.612285818,552
gen_annual_bio_annual,annual,-27343.505266152,552
gen_total_bio_total,total_years,-28616.9365429014,552
gen_monsoonal_bio_total,monsoonal,-15199.2314186879,553
gen_monsoonal_bio_monsoonal,total_monsoons,-26166.3705248493,553
gen_annual_bio_annual,annual,-31194.4029256109,553
gen_total_bio_total,total_years,-37819.319686797,553
gen_monsoonal_bio_total,monsoonal,-14946.4580784392,554
gen_monsoonal_bio_monsoonal,total_monsoons,-25033.9061527929,554
gen_total_bio_total,total_years,-29609.7816244438,554
gen_annual_bio_annual,annual,-33224.2027473207,554
gen_monsoonal_bio_total,monsoonal,-13757.5745558767,555
gen_monsoonal_bio_monsoonal,total_monsoons,-24785.392619052,555
gen_annual_bio_annual,annual,-27150.8122065025,555
gen_total_bio_total,total_years,-29020.6750409943,555
gen_monsoonal_bio_total,monsoonal,-13537.3326478269,556
gen_monsoonal_bio_monsoonal,total_monsoons,-24908.936950808,556
gen_total_bio_total,total_years,-25649.8759354472,556
gen_annual_bio_annual,annual,-27088.4434939661,556
gen_monsoonal_bio_total,monsoonal,-12093.0693721147,557
gen_monsoonal_bio_monsoonal,total_monsoons,-21956.2538411545,557
gen_annual_bio_annual,annual,-30145.1324492846,557
gen_total_bio_total,total_years,-40262.5557460349,557
gen_monsoonal_bio_total,monsoonal,-14492.1654919647,558
gen_monsoonal_bio_monsoonal,total_monsoons,-23459.6735250976,558
gen_annual_bio_annual,annual,-26096.754793471,558
gen_total_bio_total,total_years,-39074.0125219368,558
gen_monsoonal_bio_total,monsoonal,-11866.0285271347,559
gen_monsoonal_bio_monsoonal,total_monsoons,-21742.4704803086,559
gen_annual_bio_annual,annual,-32920.4674151538,559
gen_total_bio_total,total_years,-39017.5123533086,559
gen_monsoonal_bio_total,monsoonal,-16114.5489099265,560
gen_annual_bio_annual,annual,-23405.1906604779,560
gen_monsoonal_bio_monsoonal,total_monsoons,-27337.8379210516,560
gen_total_bio_total,total_years,-38919.8633083282,560
gen_monsoonal_bio_total,monsoonal,-14573.8796948633,561
gen_monsoonal_bio_monsoonal,total_monsoons,-25575.9168084164,561
gen_total_bio_total,total_years,-29776.5574332491,561
gen_annual_bio_annual,annual,-30707.5154949916,561
gen_monsoonal_bio_total,monsoonal,-12383.0037001494,562
gen_monsoonal_bio_monsoonal,total_monsoons,-21783.8479013866,562
gen_annual_bio_annual,annual,-27284.3267802976,562
gen_total_bio_total,total_years,-28065.742180888,562
gen_monsoonal_bio_total,monsoonal,-13485.1634659155,563
gen_monsoonal_bio_monsoonal,total_monsoons,-24483.1332305953,563
gen_total_bio_total,total_years,-28820.0023484615,563
gen_annual_bio_annual,annual,-30061.8725788461,563
gen_monsoonal_bio_total,monsoonal,-14890.6810636925,564
gen_monsoonal_bio_monsoonal,total_monsoons,-26979.4439319848,564
gen_annual_bio_annual,annual,-27662.2032148764,564
gen_total_bio_total,total_years,-37681.1140479028,564
gen_monsoonal_bio_total,monsoonal,-12347.4105364948,565
gen_monsoonal_bio_monsoonal,total_monsoons,-22411.1198873495,565
gen_annual_bio_annual,annual,-26222.9622869001,565
gen_total_bio_total,total_years,-40325.5347879161,565
gen_monsoonal_bio_total,monsoonal,-14214.3726632447,566
gen_monsoonal_bio_monsoonal,total_monsoons,-24876.8496304791,566
gen_total_bio_total,total_years,-28384.7166657022,566
gen_annual_bio_annual,annual,-29495.0285929629,566
gen_monsoonal_bio_total,monsoonal,-15478.3515950107,567
gen_monsoonal_bio_monsoonal,total_monsoons,-26296.7456825646,567
gen_annual_bio_annual,annual,-31196.2758339955,567
gen_total_bio_total,total_years,-38633.9295884668,567
gen_monsoonal_bio_total,monsoonal,-12023.4756200455,568
gen_monsoonal_bio_monsoonal,total_monsoons,-21192.5893417728,568
gen_annual_bio_annual,annual,-26917.9459217367,568
gen_total_bio_total,total_years,-40684.0218015645,568
gen_monsoonal_bio_total,monsoonal,-16623.0502226261,569
gen_annual_bio_annual,annual,-26915.3630261319,569
gen_monsoonal_bio_monsoonal,total_monsoons,-27613.8179810813,569
gen_total_bio_total,total_years,-33294.8736229003,569
gen_monsoonal_bio_total,monsoonal,-12966.9772509719,570
gen_monsoonal_bio_monsoonal,total_monsoons,-22528.7816776788,570
gen_annual_bio_annual,annual,-26631.1621894191,570
gen_total_bio_total,total_years,-39929.7781268772,570
gen_monsoonal_bio_total,monsoonal,-13667.1416313369,571
gen_monsoonal_bio_monsoonal,total_monsoons,-23083.1461326252,571
gen_annual_bio_annual,annual,-34690.3548339115,571
gen_total_bio_total,total_years,-38510.4786047685,571
gen_monsoonal_bio_total,monsoonal,-13326.0825027955,572
gen_monsoonal_bio_monsoonal,total_monsoons,-23772.7335156891,572
gen_annual_bio_annual,annual,-27494.0989359978,572
gen_total_bio_total,total_years,-35345.7497837607,572
gen_monsoonal_bio_total,monsoonal,-14167.9246822509,573
gen_monsoonal_bio_monsoonal,total_monsoons,-25115.2786055028,573
gen_annual_bio_annual,annual,-27045.2361237211,573
gen_total_bio_total,total_years,-38233.029198221,573
gen_monsoonal_bio_total,monsoonal,-16044.5178387724,574
gen_monsoonal_bio_monsoonal,total_monsoons,-26050.9302196846,574
gen_annual_bio_annual,annual,-31071.275669741,574
gen_total_bio_total,total_years,-39353.5147628448,574
gen_monsoonal_bio_total,monsoonal,-13938.2445271069,575
gen_monsoonal_bio_monsoonal,total_monsoons,-23128.948053495,575
gen_total_bio_total,total_years,-26078.6803042658,575
gen_annual_bio_annual,annual,-27035.5985378832,575
gen_monsoonal_bio_total,monsoonal,-12746.8480069244,576
gen_monsoonal_bio_monsoonal,total_monsoons,-23024.348701174,576
gen_annual_bio_annual,annual,-28352.3586161434,576
gen_total_bio_total,total_years,-40993.4555107583,576
gen_monsoonal_bio_total,monsoonal,-13864.494890779,577
gen_monsoonal_bio_monsoonal,total_monsoons,-24097.2789457764,577
gen_annual_bio_annual,annual,-29332.893044073,577
gen_total_bio_total,total_years,-40590.0839192994,577
gen_monsoonal_bio_total,monsoonal,-13002.8103943615,578
gen_monsoonal_bio_monsoonal,total_monsoons,-22917.1815418993,578
gen_annual_bio_annual,annual,-31276.4920880578,578
gen_total_bio_total,total_years,-39068.4290140661,578
gen_monsoonal_bio_total,monsoonal,-14553.5487039528,579
gen_monsoonal_bio_monsoonal,total_monsoons,-24888.4342868378,579
gen_annual_bio_annual,annual,-28140.5369201949,579
gen_total_bio_total,total_years,-39471.0652664537,579
gen_monsoonal_bio_total,monsoonal,-13594.7228222343,580
gen_monsoonal_bio_monsoonal,total_monsoons,-23045.7125261292,580
gen_annual_bio_annual,annual,-27685.9531945357,580
gen_total_bio_total,total_years,-37762.7087965637,580
gen_monsoonal_bio_total,monsoonal,-15565.5144120786,581
gen_monsoonal_bio_monsoonal,total_monsoons,-24661.7130826279,581
gen_annual_bio_annual,annual,-26078.2983443137,581
gen_total_bio_total,total_years,-27797.4981485057,581
gen_monsoonal_bio_total,monsoonal,-13588.0633802402,582
gen_monsoonal_bio_monsoonal,total_monsoons,-24906.6489074526,582
gen_total_bio_total,total_years,-26994.6227369673,582
gen_annual_bio_annual,annual,-28193.3925027576,582
gen_monsoonal_bio_total,monsoonal,-13657.0900788803,583
gen_monsoonal_bio_monsoonal,total_monsoons,-23772.622987655,583
gen_annual_bio_annual,annual,-27967.4808344017,583
gen_total_bio_total,total_years,-38737.4008146884,583
gen_monsoonal_bio_total,monsoonal,-12826.5994627941,584
gen_monsoonal_bio_monsoonal,total_monsoons,-24133.430247817,584
gen_total_bio_total,total_years,-27911.5441506622,584
gen_annual_bio_annual,annual,-30399.1795102677,584
gen_monsoonal_bio_total,monsoonal,-13674.9960704415,585
gen_monsoonal_bio_monsoonal,total_monsoons,-25148.0075289538,585
gen_annual_bio_annual,annual,-26839.3987760132,585
gen_total_bio_total,total_years,-37042.6095098626,585
gen_monsoonal_bio_total,monsoonal,-13935.5782199107,586
gen_monsoonal_bio_monsoonal,total_monsoons,-24555.3696609926,586
gen_annual_bio_annual,annual,-29446.7312859603,586
gen_total_bio_total,total_years,-37886.7428410704,586
gen_monsoonal_bio_total,monsoonal,-13749.2491046404,587
gen_monsoonal_bio_monsoonal,total_monsoons,-24609.7272695164,587
gen_annual_bio_annual,annual,-33992.8475818428,587
gen_total_bio_total,total_years,-38929.8070653086,587
gen_monsoonal_bio_total,monsoonal,-12926.3095586501,588
gen_monsoonal_bio_monsoonal,total_monsoons,-21528.7111582551,588
gen_annual_bio_annual,annual,-25102.4173293562,588
gen_total_bio_total,total_years,-27067.5154877998,588
gen_monsoonal_bio_total,monsoonal,-12576.3453434572,589
gen_monsoonal_bio_monsoonal,total_monsoons,-24171.9705615148,589
gen_total_bio_total,total_years,-29576.5871940336,589
gen_annual_bio_annual,annual,-33911.0935164994,589
gen_monsoonal_bio_total,monsoonal,-13513.0717861205,590
gen_monsoonal_bio_monsoonal,total_monsoons,-24676.7307032101,590
gen_annual_bio_annual,annual,-27682.5844425759,590
gen_total_bio_total,total_years,-39612.7337250341,590
gen_monsoonal_bio_total,monsoonal,-13465.7758380409,591
gen_monsoonal_bio_monsoonal,total_monsoons,-23959.4124803536,591
gen_annual_bio_annual,annual,-27977.1075599258,591
gen_total_bio_total,total_years,-40826.5083304689,591
gen_monsoonal_bio_total,monsoonal,-16017.5460976406,592
gen_monsoonal_bio_monsoonal,total_monsoons,-26512.4381295476,592
gen_total_bio_total,total_years,-26773.8743109571,592
gen_annual_bio_annual,annual,-29966.6743039356,592
gen_monsoonal_bio_total,monsoonal,-16949.0690209301,593
gen_total_bio_total,total_years,-27394.3741314528,593
gen_monsoonal_bio_monsoonal,total_monsoons,-28392.9875002986,593
gen_annual_bio_annual,annual,-30238.3223369334,593
gen_monsoonal_bio_total,monsoonal,-13466.4316717988,594
gen_monsoonal_bio_monsoonal,total_monsoons,-25183.6874145411,594
gen_annual_bio_annual,annual,-26967.818571429,594
gen_total_bio_total,total_years,-29260.1380360667,594
gen_monsoonal_bio_total,monsoonal,-12884.3032137244,595
gen_monsoonal_bio_monsoonal,total_monsoons,-24181.3073324253,595
gen_annual_bio_annual,annual,-29098.0110410536,595
gen_total_bio_total,total_years,-39883.970616352,595
gen_monsoonal_bio_total,monsoonal,-11462.3149841352,596
gen_monsoonal_bio_monsoonal,total_monsoons,-21095.8435045769,596
gen_annual_bio_annual,annual,-29068.587422675,596
gen_total_bio_total,total_years,-38566.7554133605,596
gen_monsoonal_bio_total,monsoonal,-12586.4930101023,597
gen_monsoonal_bio_monsoonal,total_monsoons,-23331.6624997801,597
gen_annual_bio_annual,annual,-28043.19118695,597
gen_total_bio_total,total_years,-28222.2010542276,597
gen_monsoonal_bio_total,monsoonal,-15230.809243318,598
gen_monsoonal_bio_monsoonal,total_monsoons,-26001.3413151572,598
gen_annual_bio_annual,annual,-27404.507368454,598
gen_total_bio_total,total_years,-39181.7324350183,598
gen_monsoonal_bio_total,monsoonal,-11931.8648768706,599
gen_monsoonal_bio_monsoonal,total_monsoons,-21464.4312940652,599
gen_annual_bio_annual,annual,-26077.3110082115,599
gen_total_bio_total,total_years,-26624.9169321306,599
gen_monsoonal_bio_total,monsoonal,-12609.1149075099,600
gen_monsoonal_bio_monsoonal,total_monsoons,-22013.7768472567,600
gen_annual_bio_annual,annual,-27484.485892515,600
gen_total_bio_total,total_years,-28068.8254177993,600
gen_monsoonal_bio_total,monsoonal,-11630.5504521169,601
gen_monsoonal_bio_monsoonal,total_monsoons,-21665.8195866236,601
gen_annual_bio_annual,annual,-26473.6534860702,601
gen_total_bio_total,total_years,-39148.5617361466,601
gen_monsoonal_bio_total,monsoonal,-15935.7494601573,602
gen_annual_bio_annual,annual,-27099.9757371937,602
gen_monsoonal_bio_monsoonal,total_monsoons,-27199.5754008837,602
gen_total_bio_total,total_years,-29272.6606862557,602
gen_monsoonal_bio_total,monsoonal,-14246.4780923885,603
gen_monsoonal_bio_monsoonal,total_monsoons,-24805.6099678827,603
gen_annual_bio_annual,annual,-33198.7010635386,603
gen_total_bio_total,total_years,-33493.0255434399,603
gen_monsoonal_bio_total,monsoonal,-17109.1836700008,604
gen_monsoonal_bio_monsoonal,total_monsoons,-27272.684906335,604
gen_annual_bio_annual,annual,-27521.1715027552,604
gen_total_bio_total,total_years,-38814.0252697264,604
gen_monsoonal_bio_total,monsoonal,-13028.437088977,605
gen_monsoonal_bio_monsoonal,total_monsoons,-22359.1475776724,605
gen_total_bio_total,total_years,-26630.5686219348,605
gen_annual_bio_annual,annual,-32993.8037249797,605
gen_monsoonal_bio_total,monsoonal,-13145.3074336401,606
gen_monsoonal_bio_monsoonal,total_monsoons,-23391.4092661424,606
gen_total_bio_total,total_years,-25976.5218949626,606
gen_annual_bio_annual,annual,-35797.6707947441,606
gen_monsoonal_bio_total,monsoonal,-15168.1653821553,607
gen_monsoonal_bio_monsoonal,total_monsoons,-26472.8600412577,607
gen_annual_bio_annual,annual,-33179.6184161851,607
gen_total_bio_total,total_years,-42916.3805151887,607
gen_monsoonal_bio_total,monsoonal,-12008.6646774925,608
gen_monsoonal_bio_monsoonal,total_monsoons,-22304.7122720203,608
gen_annual_bio_annual,annual,-25185.8232606316,608
gen_total_bio_total,total_years,-37900.5765497138,608
gen_monsoonal_bio_total,monsoonal,-14380.0602978372,609
gen_monsoonal_bio_monsoonal,total_monsoons,-25129.8661329475,609
gen_total_bio_total,total_years,-26563.6321094978,609
gen_annual_bio_annual,annual,-26658.5818668823,609
gen_monsoonal_bio_total,monsoonal,-17553.1068937017,610
gen_annual_bio_annual,annual,-26476.4738772897,610
gen_monsoonal_bio_monsoonal,total_monsoons,-28494.4788642975,610
gen_total_bio_total,total_years,-40411.899646996,610
gen_monsoonal_bio_total,monsoonal,-14871.3932537727,611
gen_monsoonal_bio_monsoonal,total_monsoons,-24650.7435194855,611
gen_annual_bio_annual,annual,-29013.6251311055,611
gen_total_bio_total,total_years,-38780.259908612,611
gen_monsoonal_bio_total,monsoonal,-12144.2182657453,612
gen_monsoonal_bio_monsoonal,total_monsoons,-23000.8285892557,612
gen_annual_bio_annual,annual,-27018.5197822192,612
gen_total_bio_total,total_years,-38352.7089321367,612
gen_monsoonal_bio_total,monsoonal,-15936.6455853116,613
gen_monsoonal_bio_monsoonal,total_monsoons,-26381.6413967502,613
gen_total_bio_total,total_years,-27754.126160398,613
gen_annual_bio_annual,annual,-28907.4417928801,613
gen_monsoonal_bio_total,monsoonal,-17854.2643373812,614
gen_annual_bio_annual,annual,-24435.3896708714,614
gen_total_bio_total,total_years,-27880.6426211511,614
gen_monsoonal_bio_monsoonal,total_monsoons,-28177.1162487927,614
gen_monsoonal_bio_total,monsoonal,-13476.0077534136,615
gen_monsoonal_bio_monsoonal,total_monsoons,-25078.6967124512,615
gen_annual_bio_annual,annual,-28111.4551387247,615
gen_total_bio_total,total_years,-28725.9695749877,615
gen_monsoonal_bio_total,monsoonal,-14541.5051397235,616
gen_monsoonal_bio_monsoonal,total_monsoons,-26546.5492085275,616
gen_annual_bio_annual,annual,-28026.8050533297,616
gen_total_bio_total,total_years,-30713.3533670375,616
gen_monsoonal_bio_total,monsoonal,-16412.0976798647,617
gen_monsoonal_bio_monsoonal,total_monsoons,-26536.3214535172,617
gen_annual_bio_annual,annual,-32338.5270017662,617
gen_total_bio_total,total_years,-40309.4247159673,617
gen_monsoonal_bio_total,monsoonal,-16949.4026591895,618
gen_monsoonal_bio_monsoonal,total_monsoons,-28020.5959805714,618
gen_annual_bio_annual,annual,-30092.0218244318,618
gen_total_bio_total,total_years,-39653.0125125343,618
gen_monsoonal_bio_total,monsoonal,-11983.1756265321,619
gen_monsoonal_bio_monsoonal,total_monsoons,-21491.3460726083,619
gen_annual_bio_annual,annual,-27855.8235687599,619
gen_total_bio_total,total_years,-39089.7685194143,619
gen_monsoonal_bio_total,monsoonal,-14461.616686219,620
gen_monsoonal_bio_monsoonal,total_monsoons,-24528.1556856374,620
gen_annual_bio_annual,annual,-25297.3427086113,620
gen_total_bio_total,total_years,-30212.7611506515,620
gen_monsoonal_bio_total,monsoonal,-14687.092906758,621
gen_monsoonal_bio_monsoonal,total_monsoons,-25850.7978648955,621
gen_total_bio_total,total_years,-29840.4692682652,621
gen_annual_bio_annual,annual,-32704.1697382395,621
gen_monsoonal_bio_total,monsoonal,-12962.3094782689,622
gen_monsoonal_bio_monsoonal,total_monsoons,-23237.1165426628,622
gen_annual_bio_annual,annual,-26692.3769251567,622
gen_total_bio_total,total_years,-38071.0401892181,622
gen_monsoonal_bio_total,monsoonal,-12605.8734946565,623
gen_monsoonal_bio_monsoonal,total_monsoons,-23094.1154354656,623
gen_annual_bio_annual,annual,-27443.1984284567,623
gen_total_bio_total,total_years,-38355.9103216804,623
gen_monsoonal_bio_total,monsoonal,-12763.6064980538,624
gen_monsoonal_bio_monsoonal,total_monsoons,-22024.8967923147,624
gen_annual_bio_annual,annual,-29151.9647235707,624
gen_total_bio_total,total_years,-38277.8277465379,624
gen_monsoonal_bio_total,monsoonal,-13288.2278138716,625
gen_monsoonal_bio_monsoonal,total_monsoons,-23651.9438180336,625
gen_annual_bio_annual,annual,-27716.5721789413,625
gen_total_bio_total,total_years,-38635.9637058577,625
gen_monsoonal_bio_total,monsoonal,-18471.5658901466,626
gen_annual_bio_annual,annual,-29830.4897941616,626
gen_monsoonal_bio_monsoonal,total_monsoons,-30717.2951071771,626
gen_total_bio_total,total_years,-40666.9622002285,626
gen_monsoonal_bio_total,monsoonal,-13788.7977722456,627
gen_monsoonal_bio_monsoonal,total_monsoons,-24389.4236929035,627
gen_annual_bio_annual,annual,-25241.0938881935,627
gen_total_bio_total,total_years,-40097.8323667302,627
gen_monsoonal_bio_total,monsoonal,-15496.444676187,628
gen_monsoonal_bio_monsoonal,total_monsoons,-26377.7399429909,628
gen_annual_bio_annual,annual,-27345.9894904101,628
gen_total_bio_total,total_years,-39473.0771115059,628
gen_monsoonal_bio_total,monsoonal,-13063.0997083497,629
gen_monsoonal_bio_monsoonal,total_monsoons,-23204.3168231262,629
gen_annual_bio_annual,annual,-27384.17779927,629
gen_total_bio_total,total_years,-41133.5043418997,629
gen_monsoonal_bio_total,monsoonal,-12531.8511253827,630
gen_monsoonal_bio_monsoonal,total_monsoons,-22928.2538274605,630
gen_total_bio_total,total_years,-27566.7764354792,630
gen_annual_bio_annual,annual,-32772.7068940791,630
gen_monsoonal_bio_total,monsoonal,-12924.5631151566,631
gen_monsoonal_bio_monsoonal,total_monsoons,-25966.3665423243,631
gen_total_bio_total,total_years,-29102.2713614367,631
gen_annual_bio_annual,annual,-29369.2743815587,631
gen_monsoonal_bio_total,monsoonal,-13318.0001627423,632
gen_monsoonal_bio_monsoonal,total_monsoons,-23794.3650211519,632
gen_annual_bio_annual,annual,-26961.0710650001,632
gen_total_bio_total,total_years,-39974.6332643971,632
gen_monsoonal_bio_total,monsoonal,-15368.0303490571,633
gen_monsoonal_bio_monsoonal,total_monsoons,-26677.8592401256,633
gen_annual_bio_annual,annual,-30222.2920541913,633
gen_total_bio_total,total_years,-40943.5337677565,633
gen_monsoonal_bio_total,monsoonal,-13871.5052498171,634
gen_monsoonal_bio_monsoonal,total_monsoons,-24952.4783696008,634
gen_annual_bio_annual,annual,-28880.0269951255,634
gen_total_bio_total,total_years,-38862.3814603468,634
gen_monsoonal_bio_total,monsoonal,-13936.2549002554,635
gen_monsoonal_bio_monsoonal,total_monsoons,-26089.4847474188,635
gen_annual_bio_annual,annual,-27827.6791837348,635
gen_total_bio_total,total_years,-32143.8819726739,635
gen_monsoonal_bio_total,monsoonal,-11743.9583243519,636
