comparison,time_scale,log_like,iteration
gen_total_bio_total,total_years,-40071.4774110486,886
gen_monsoonal_bio_total,monsoonal,-14311.6259713384,887
gen_monsoonal_bio_monsoonal,total_monsoons,-23548.5258303576,887
gen_annual_bio_annual,annual,-30416.5509107036,887
gen_total_bio_total,total_years,-36224.172586993,887
gen_monsoonal_bio_total,monsoonal,-16899.8663642941,888
gen_monsoonal_bio_monsoonal,total_monsoons,-28556.0820542946,888
gen_annual_bio_annual,annual,-33557.0439300754,888
gen_total_bio_total,total_years,-39035.0477743695,888
gen_monsoonal_bio_total,monsoonal,-13642.7456877752,889
gen_annual_bio_annual,annual,-24401.7456523797,889
gen_monsoonal_bio_monsoonal,total_monsoons,-25126.5421635334,889
gen_total_bio_total,total_years,-40206.6725462756,889
gen_monsoonal_bio_total,monsoonal,-12787.1877296692,890
gen_monsoonal_bio_monsoonal,total_monsoons,-23047.7150036591,890
gen_annual_bio_annual,annual,-25880.6709503416,890
gen_total_bio_total,total_years,-29314.9058388922,890
gen_monsoonal_bio_total,monsoonal,-13348.668234315,891
gen_monsoonal_bio_monsoonal,total_monsoons,-24817.2434917384,891
gen_total_bio_total,total_years,-25929.4749774128,891
gen_annual_bio_annual,annual,-28452.1766917247,891
gen_monsoonal_bio_total,monsoonal,-14035.4645918827,892
gen_monsoonal_bio_monsoonal,total_monsoons,-24810.8328337959,892
gen_annual_bio_annual,annual,-25777.3355962639,892
gen_total_bio_total,total_years,-28162.1473221032,892
gen_monsoonal_bio_total,monsoonal,-12732.9884262054,893
gen_monsoonal_bio_monsoonal,total_monsoons,-24031.9194159431,893
gen_annual_bio_annual,annual,-32641.5052057669,893
gen_total_bio_total,total_years,-39206.4164601859,893
gen_monsoonal_bio_total,monsoonal,-13882.9491093447,894
gen_monsoonal_bio_monsoonal,total_monsoons,-23447.1652871457,894
gen_annual_bio_annual,annual,-27706.6800206634,894
gen_total_bio_total,total_years,-40092.0284410327,894
gen_monsoonal_bio_total,monsoonal,-13969.4206307988,895
gen_monsoonal_bio_monsoonal,total_monsoons,-24445.4445339002,895
gen_annual_bio_annual,annual,-26901.6191327404,895
gen_total_bio_total,total_years,-40022.287280179,895
gen_monsoonal_bio_total,monsoonal,-15555.0045176594,896
gen_monsoonal_bio_monsoonal,total_monsoons,-26753.5977656251,896
gen_annual_bio_annual,annual,-33553.4282365806,896
gen_total_bio_total,total_years,-39298.7516529941,896
gen_monsoonal_bio_total,monsoonal,-14284.2658428611,897
gen_monsoonal_bio_monsoonal,total_monsoons,-24243.703135494,897
gen_annual_bio_annual,annual,-28921.0819682733,897
gen_total_bio_total,total_years,-40796.0288360844,897
gen_monsoonal_bio_total,monsoonal,-12886.7602525864,898
gen_monsoonal_bio_monsoonal,total_monsoons,-22476.5213819494,898
gen_annual_bio_annual,annual,-25976.6214636625,898
gen_total_bio_total,total_years,-33646.0264963619,898
gen_monsoonal_bio_total,monsoonal,-11598.4004477685,899
gen_monsoonal_bio_monsoonal,total_monsoons,-21752.9213529902,899
gen_annual_bio_annual,annual,-28020.3323449529,899
gen_total_bio_total,total_years,-39523.3735043916,899
gen_monsoonal_bio_total,monsoonal,-13473.1237603357,900
gen_monsoonal_bio_monsoonal,total_monsoons,-24917.7370680841,900
gen_annual_bio_annual,annual,-28248.2111731899,900
gen_total_bio_total,total_years,-29403.804177098,900
gen_monsoonal_bio_total,monsoonal,-10922.2681283899,901
gen_monsoonal_bio_monsoonal,total_monsoons,-20726.8638511912,901
gen_annual_bio_annual,annual,-26009.8136723881,901
gen_total_bio_total,total_years,-36535.8575198017,901
gen_monsoonal_bio_total,monsoonal,-14833.4716775955,902
gen_monsoonal_bio_monsoonal,total_monsoons,-25975.8097810061,902
gen_annual_bio_annual,annual,-29704.9503695882,902
gen_total_bio_total,total_years,-30033.8560764551,902
gen_monsoonal_bio_total,monsoonal,-13820.326150388,903
gen_monsoonal_bio_monsoonal,total_monsoons,-22971.356659739,903
gen_annual_bio_annual,annual,-27808.8540271936,903
gen_total_bio_total,total_years,-28666.3067048252,903
gen_monsoonal_bio_total,monsoonal,-13626.9930074156,904
gen_monsoonal_bio_monsoonal,total_monsoons,-24816.2734294853,904
gen_annual_bio_annual,annual,-25600.1595775068,904
gen_total_bio_total,total_years,-27866.8140499703,904
gen_monsoonal_bio_total,monsoonal,-14729.2413370435,905
gen_monsoonal_bio_monsoonal,total_monsoons,-25186.7797579911,905
gen_annual_bio_annual,annual,-27643.6511926583,905
gen_total_bio_total,total_years,-31801.7142377389,905
gen_monsoonal_bio_total,monsoonal,-14915.8388502114,906
gen_monsoonal_bio_monsoonal,total_monsoons,-24910.8132176785,906
gen_annual_bio_annual,annual,-28006.688564168,906
gen_total_bio_total,total_years,-39184.705928414,906
gen_monsoonal_bio_total,monsoonal,-11975.0885529896,907
gen_monsoonal_bio_monsoonal,total_monsoons,-21740.6052517939,907
gen_annual_bio_annual,annual,-29460.1944599585,907
gen_total_bio_total,total_years,-38264.2811467699,907
gen_monsoonal_bio_total,monsoonal,-15860.1192743988,908
gen_monsoonal_bio_monsoonal,total_monsoons,-26496.2450449298,908
gen_annual_bio_annual,annual,-28111.177483907,908
gen_total_bio_total,total_years,-29949.5734974618,908
gen_monsoonal_bio_total,monsoonal,-14652.1187833703,909
gen_monsoonal_bio_monsoonal,total_monsoons,-24817.8739260339,909
gen_annual_bio_annual,annual,-29632.4805447365,909
gen_total_bio_total,total_years,-38269.2541894203,909
gen_monsoonal_bio_total,monsoonal,-15758.8684093944,910
gen_annual_bio_annual,annual,-22610.7189569732,910
gen_monsoonal_bio_monsoonal,total_monsoons,-25975.4197449171,910
gen_total_bio_total,total_years,-37877.9979193367,910
gen_monsoonal_bio_total,monsoonal,-10287.5702833018,911
gen_monsoonal_bio_monsoonal,total_monsoons,-20600.6241105809,911
gen_annual_bio_annual,annual,-27253.1886807318,911
gen_total_bio_total,total_years,-38037.8219812978,911
gen_monsoonal_bio_total,monsoonal,-13225.356408862,912
gen_monsoonal_bio_monsoonal,total_monsoons,-23425.6189866811,912
gen_annual_bio_annual,annual,-29229.1280475016,912
gen_total_bio_total,total_years,-40267.9075473059,912
gen_monsoonal_bio_total,monsoonal,-13574.084183019,913
gen_monsoonal_bio_monsoonal,total_monsoons,-24307.4238014809,913
gen_annual_bio_annual,annual,-26985.0577609151,913
gen_total_bio_total,total_years,-39726.2553440871,913
gen_monsoonal_bio_total,monsoonal,-14559.9533881313,914
gen_annual_bio_annual,annual,-25642.2378034504,914
gen_monsoonal_bio_monsoonal,total_monsoons,-26514.055406823,914
gen_total_bio_total,total_years,-27905.3247726797,914
gen_monsoonal_bio_total,monsoonal,-13856.0251042991,915
gen_monsoonal_bio_monsoonal,total_monsoons,-24648.1671533084,915
gen_annual_bio_annual,annual,-27522.5164983227,915
gen_total_bio_total,total_years,-39331.415319832,915
gen_monsoonal_bio_total,monsoonal,-14892.7818567845,916
gen_monsoonal_bio_monsoonal,total_monsoons,-26866.5885221995,916
gen_total_bio_total,total_years,-28536.4440009257,916
gen_annual_bio_annual,annual,-30181.3996746744,916
gen_monsoonal_bio_total,monsoonal,-12656.2383804351,917
gen_monsoonal_bio_monsoonal,total_monsoons,-23011.0946198717,917
gen_annual_bio_annual,annual,-26434.1578576055,917
gen_total_bio_total,total_years,-29332.513559587,917
gen_monsoonal_bio_total,monsoonal,-13963.7770155429,918
gen_monsoonal_bio_monsoonal,total_monsoons,-23075.5675527615,918
gen_annual_bio_annual,annual,-28386.6098524099,918
gen_total_bio_total,total_years,-38767.807596402,918
gen_monsoonal_bio_total,monsoonal,-13630.6588732071,919
gen_monsoonal_bio_monsoonal,total_monsoons,-24758.8929543416,919
gen_annual_bio_annual,annual,-29247.9226440484,919
gen_total_bio_total,total_years,-38114.6487716899,919
gen_monsoonal_bio_total,monsoonal,-15248.6579944235,920
gen_monsoonal_bio_monsoonal,total_monsoons,-24361.2949875431,920
gen_annual_bio_annual,annual,-27463.73123812,920
gen_total_bio_total,total_years,-39369.8929832039,920
gen_monsoonal_bio_total,monsoonal,-15647.021462438,921
gen_monsoonal_bio_monsoonal,total_monsoons,-27882.112456198,921
gen_annual_bio_annual,annual,-29738.9366107191,921
gen_total_bio_total,total_years,-40478.5744222726,921
gen_monsoonal_bio_total,monsoonal,-11817.0662145929,922
gen_monsoonal_bio_monsoonal,total_monsoons,-21696.7670320797,922
gen_annual_bio_annual,annual,-31786.5562818709,922
gen_total_bio_total,total_years,-38356.0872649585,922
gen_monsoonal_bio_total,monsoonal,-12989.5973528901,923
gen_monsoonal_bio_monsoonal,total_monsoons,-24572.8241398662,923
gen_annual_bio_annual,annual,-26010.8736929921,923
gen_total_bio_total,total_years,-30004.3349172726,923
gen_monsoonal_bio_total,monsoonal,-16839.7169432913,924
gen_monsoonal_bio_monsoonal,total_monsoons,-26992.205360093,924
gen_annual_bio_annual,annual,-29682.6339540949,924
gen_total_bio_total,total_years,-29935.4280180515,924
gen_monsoonal_bio_total,monsoonal,-16875.6078944547,925
gen_annual_bio_annual,annual,-27339.0579554035,925
gen_monsoonal_bio_monsoonal,total_monsoons,-28202.5004104347,925
gen_total_bio_total,total_years,-28968.2471343895,925
gen_monsoonal_bio_total,monsoonal,-13769.3543607153,926
gen_monsoonal_bio_monsoonal,total_monsoons,-24623.7382947604,926
gen_total_bio_total,total_years,-28447.610438306,926
gen_annual_bio_annual,annual,-29612.1371234555,926
gen_monsoonal_bio_total,monsoonal,-13513.1541827758,927
gen_monsoonal_bio_monsoonal,total_monsoons,-24307.2826013881,927
gen_total_bio_total,total_years,-28070.8241370894,927
gen_annual_bio_annual,annual,-33098.3419999882,927
gen_monsoonal_bio_total,monsoonal,-11940.872523984,928
gen_monsoonal_bio_monsoonal,total_monsoons,-20625.2473354269,928
gen_annual_bio_annual,annual,-25136.4288580259,928
gen_total_bio_total,total_years,-28648.4043590969,928
gen_monsoonal_bio_total,monsoonal,-15857.1320942619,929
gen_annual_bio_annual,annual,-23344.1591437797,929
gen_monsoonal_bio_monsoonal,total_monsoons,-26133.4122560949,929
gen_total_bio_total,total_years,-38880.5306953953,929
gen_monsoonal_bio_total,monsoonal,-12664.3723916283,930
gen_monsoonal_bio_monsoonal,total_monsoons,-22912.3033047552,930
gen_total_bio_total,total_years,-26313.6400532313,930
gen_annual_bio_annual,annual,-33699.4741548659,930
gen_monsoonal_bio_total,monsoonal,-14533.3972755779,931
gen_monsoonal_bio_monsoonal,total_monsoons,-24087.9054710296,931
gen_total_bio_total,total_years,-27647.3274228815,931
gen_annual_bio_annual,annual,-31315.0303415313,931
gen_monsoonal_bio_total,monsoonal,-14604.3469309696,932
gen_monsoonal_bio_monsoonal,total_monsoons,-25017.5895119288,932
gen_total_bio_total,total_years,-28118.3639961398,932
gen_annual_bio_annual,annual,-29951.2900565054,932
gen_monsoonal_bio_total,monsoonal,-17412.1979369417,933
gen_annual_bio_annual,annual,-28050.9267456208,933
gen_total_bio_total,total_years,-28368.9023504821,933
gen_monsoonal_bio_monsoonal,total_monsoons,-28477.9866887584,933
gen_monsoonal_bio_total,monsoonal,-15253.2912590174,934
gen_monsoonal_bio_monsoonal,total_monsoons,-25465.2621013955,934
gen_annual_bio_annual,annual,-25588.6929379739,934
gen_total_bio_total,total_years,-27934.9413188276,934
gen_monsoonal_bio_total,monsoonal,-12005.5087071707,935
gen_monsoonal_bio_monsoonal,total_monsoons,-21238.6649768974,935
gen_annual_bio_annual,annual,-25766.6372403382,935
gen_total_bio_total,total_years,-36603.7804058519,935
gen_monsoonal_bio_total,monsoonal,-14661.1237901523,936
gen_monsoonal_bio_monsoonal,total_monsoons,-25263.9569745635,936
gen_annual_bio_annual,annual,-28324.9704642767,936
gen_total_bio_total,total_years,-39474.6622023373,936
gen_monsoonal_bio_total,monsoonal,-13046.1650027333,937
gen_monsoonal_bio_monsoonal,total_monsoons,-25555.2147845981,937
gen_annual_bio_annual,annual,-28843.2813488816,937
gen_total_bio_total,total_years,-38547.3897839591,937
gen_monsoonal_bio_total,monsoonal,-13698.1958751578,938
gen_monsoonal_bio_monsoonal,total_monsoons,-23626.2218702627,938
gen_annual_bio_annual,annual,-27658.3419052297,938
gen_total_bio_total,total_years,-40476.108564231,938
gen_monsoonal_bio_total,monsoonal,-13739.2564594628,939
gen_monsoonal_bio_monsoonal,total_monsoons,-22882.1778339828,939
gen_annual_bio_annual,annual,-28282.5611828843,939
gen_total_bio_total,total_years,-39141.1287061696,939
gen_monsoonal_bio_total,monsoonal,-15210.705219781,940
gen_monsoonal_bio_monsoonal,total_monsoons,-26551.0542532802,940
gen_total_bio_total,total_years,-28219.4936335073,940
gen_annual_bio_annual,annual,-30261.4484270922,940
gen_monsoonal_bio_total,monsoonal,-18757.6839002828,941
gen_monsoonal_bio_monsoonal,total_monsoons,-28643.3007806643,941
gen_annual_bio_annual,annual,-31662.7533795777,941
gen_total_bio_total,total_years,-39018.7156063036,941
gen_monsoonal_bio_total,monsoonal,-12456.7712737434,942
gen_monsoonal_bio_monsoonal,total_monsoons,-23256.3027690502,942
gen_annual_bio_annual,annual,-26867.2356571307,942
gen_total_bio_total,total_years,-28107.5520771841,942
gen_monsoonal_bio_total,monsoonal,-16588.8266854309,943
gen_monsoonal_bio_monsoonal,total_monsoons,-25958.9531242283,943
gen_total_bio_total,total_years,-26744.8679934905,943
gen_annual_bio_annual,annual,-28200.3498591846,943
gen_monsoonal_bio_total,monsoonal,-14459.0185128741,944
gen_monsoonal_bio_monsoonal,total_monsoons,-24103.4144709652,944
gen_total_bio_total,total_years,-27178.5039953108,944
gen_annual_bio_annual,annual,-28879.8693253456,944
gen_monsoonal_bio_total,monsoonal,-15598.5334558507,945
gen_annual_bio_annual,annual,-23678.0783551605,945
gen_monsoonal_bio_monsoonal,total_monsoons,-25365.9703676427,945
gen_total_bio_total,total_years,-38499.9969437222,945
gen_monsoonal_bio_total,monsoonal,-15108.7884314904,946
gen_annual_bio_annual,annual,-25271.3696190199,946
gen_monsoonal_bio_monsoonal,total_monsoons,-25978.1067041236,946
gen_total_bio_total,total_years,-39347.6409008207,946
gen_monsoonal_bio_total,monsoonal,-12657.8178705259,947
gen_monsoonal_bio_monsoonal,total_monsoons,-23400.9962314193,947
gen_total_bio_total,total_years,-28616.7269725232,947
gen_annual_bio_annual,annual,-30276.6510231509,947
gen_monsoonal_bio_total,monsoonal,-16309.0293928884,948
gen_annual_bio_annual,annual,-26314.5258387435,948
gen_total_bio_total,total_years,-26319.5965202371,948
gen_monsoonal_bio_monsoonal,total_monsoons,-27776.9808409559,948
gen_monsoonal_bio_total,monsoonal,-15000.827625695,949
gen_monsoonal_bio_monsoonal,total_monsoons,-24388.0454712677,949
gen_annual_bio_annual,annual,-28918.7968466566,949
gen_total_bio_total,total_years,-28986.324705623,949
gen_monsoonal_bio_total,monsoonal,-13729.2204122586,950
gen_monsoonal_bio_monsoonal,total_monsoons,-25944.2332325457,950
gen_total_bio_total,total_years,-29448.4656435053,950
gen_annual_bio_annual,annual,-31185.2554648059,950
gen_monsoonal_bio_total,monsoonal,-17588.2261710746,951
gen_annual_bio_annual,annual,-27664.9432680614,951
gen_monsoonal_bio_monsoonal,total_monsoons,-28075.8568799465,951
gen_total_bio_total,total_years,-39886.475927264,951
gen_monsoonal_bio_total,monsoonal,-15049.5741774374,952
gen_monsoonal_bio_monsoonal,total_monsoons,-25550.5193984528,952
gen_total_bio_total,total_years,-28666.4420373837,952
gen_annual_bio_annual,annual,-32822.1817876539,952
gen_monsoonal_bio_total,monsoonal,-16883.6160503354,953
gen_monsoonal_bio_monsoonal,total_monsoons,-27836.8778616192,953
gen_annual_bio_annual,annual,-30313.6128649244,953
gen_total_bio_total,total_years,-40284.8390733731,953
gen_monsoonal_bio_total,monsoonal,-15996.6065883479,954
gen_monsoonal_bio_monsoonal,total_monsoons,-25686.8530929014,954
gen_annual_bio_annual,annual,-31414.8987269535,954
gen_total_bio_total,total_years,-40871.8569546011,954
gen_monsoonal_bio_total,monsoonal,-16344.2656591839,955
gen_monsoonal_bio_monsoonal,total_monsoons,-26039.3862964213,955
gen_annual_bio_annual,annual,-26306.4939149722,955
gen_total_bio_total,total_years,-32854.3672886566,955
gen_monsoonal_bio_total,monsoonal,-16445.801315835,956
gen_monsoonal_bio_monsoonal,total_monsoons,-27455.8789258849,956
gen_annual_bio_annual,annual,-27534.5455076239,956
gen_total_bio_total,total_years,-38166.5380921611,956
gen_monsoonal_bio_total,monsoonal,-12645.9351258997,957
gen_monsoonal_bio_monsoonal,total_monsoons,-22822.8748886453,957
gen_annual_bio_annual,annual,-26767.2273540794,957
gen_total_bio_total,total_years,-39796.9564459975,957
gen_monsoonal_bio_total,monsoonal,-16621.5064332811,958
gen_annual_bio_annual,annual,-27643.6664986707,958
gen_monsoonal_bio_monsoonal,total_monsoons,-27766.1030986183,958
gen_total_bio_total,total_years,-29501.7657792803,958
gen_monsoonal_bio_total,monsoonal,-16389.1868144431,959
gen_monsoonal_bio_monsoonal,total_monsoons,-26303.8066548759,959
gen_annual_bio_annual,annual,-27896.4366491245,959
gen_total_bio_total,total_years,-39038.972843383,959
gen_monsoonal_bio_total,monsoonal,-16438.2576029845,960
gen_annual_bio_annual,annual,-28057.8359394597,960
gen_monsoonal_bio_monsoonal,total_monsoons,-28255.3738331763,960
gen_total_bio_total,total_years,-38391.2379897365,960
gen_monsoonal_bio_total,monsoonal,-13279.6890311267,961
gen_monsoonal_bio_monsoonal,total_monsoons,-22387.4194574713,961
gen_annual_bio_annual,annual,-29089.6556347268,961
gen_total_bio_total,total_years,-38806.7132997914,961
gen_monsoonal_bio_total,monsoonal,-14581.1004774186,962
gen_monsoonal_bio_monsoonal,total_monsoons,-24903.3658365146,962
gen_total_bio_total,total_years,-28856.3478219174,962
gen_annual_bio_annual,annual,-29011.3590992911,962
gen_monsoonal_bio_total,monsoonal,-15359.9109376681,963
gen_monsoonal_bio_monsoonal,total_monsoons,-25158.4107427113,963
gen_annual_bio_annual,annual,-26471.8111832665,963
gen_total_bio_total,total_years,-38064.923556897,963
gen_monsoonal_bio_total,monsoonal,-17779.3416778853,964
gen_monsoonal_bio_monsoonal,total_monsoons,-28620.1723391274,964
gen_annual_bio_annual,annual,-29119.4039870928,964
gen_total_bio_total,total_years,-40119.837084451,964
gen_monsoonal_bio_total,monsoonal,-14349.0180190008,965
gen_annual_bio_annual,annual,-26086.0917776019,965
gen_monsoonal_bio_monsoonal,total_monsoons,-26160.6506407739,965
gen_total_bio_total,total_years,-38448.4887808206,965
gen_monsoonal_bio_total,monsoonal,-12899.0878607776,966
gen_monsoonal_bio_monsoonal,total_monsoons,-23333.0137043948,966
gen_annual_bio_annual,annual,-25646.3960918867,966
gen_total_bio_total,total_years,-38029.8958288051,966
gen_monsoonal_bio_total,monsoonal,-12049.9142083757,967
gen_monsoonal_bio_monsoonal,total_monsoons,-21166.4171242532,967
